ダウンロードした時刻：2019/10/10 15:48:45

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,5.3,8.4,3.0
2012/12/2,4.0,6.3,0.9
2012/12/3,6.4,13.9,-1.2
2012/12/4,7.6,10.5,4.4
2012/12/5,4.7,6.4,2.2
2012/12/6,4.5,10.6,1.8
2012/12/7,2.5,4.0,1.0
2012/12/8,4.3,9.5,0.4
2012/12/9,1.7,4.4,0.0
2012/12/10,2.9,5.2,0.5
2012/12/11,1.7,5.1,0.1
2012/12/12,1.8,3.4,0.7
2012/12/13,3.0,8.9,-0.1
2012/12/14,4.2,10.2,-1.4
2012/12/15,9.3,11.7,6.8
2012/12/16,8.9,13.0,3.1
2012/12/17,6.5,12.9,0.4
2012/12/18,5.4,8.8,1.3
2012/12/19,2.1,5.2,0.3
2012/12/20,2.2,5.5,-0.6
2012/12/21,3.7,6.7,1.1
2012/12/22,6.8,10.0,4.6
2012/12/23,4.7,9.1,1.1
2012/12/24,0.5,3.2,-0.8
2012/12/25,1.5,4.7,-1.3
2012/12/26,0.5,3.4,-1.8
2012/12/27,0.3,4.1,-3.7
2012/12/28,2.2,4.2,-0.1
2012/12/29,5.9,10.5,1.5
2012/12/30,8.5,10.0,6.1
2012/12/31,2.6,6.8,0.6
2013/1/1,1.1,5.0,-0.1
2013/1/2,4.7,9.5,1.2
2013/1/3,0.3,2.1,-0.8
2013/1/4,-0.2,2.6,-2.0
2013/1/5,-0.6,3.2,-4.7
2013/1/6,1.9,4.2,0.1
2013/1/7,3.1,6.6,0.7
2013/1/8,3.9,6.8,1.9
2013/1/9,3.9,6.9,0.9
2013/1/10,1.2,4.3,0.0
2013/1/11,1.5,5.0,-0.9
2013/1/12,3.1,8.2,-1.2
2013/1/13,6.3,11.5,2.7
2013/1/14,4.6,6.1,3.0
2013/1/15,2.2,4.0,1.0
2013/1/16,3.8,8.2,0.6
2013/1/17,2.0,4.9,0.2
2013/1/18,0.4,2.7,-1.6
2013/1/19,0.8,3.0,-2.1
2013/1/20,2.6,5.9,0.5
2013/1/21,3.1,7.9,-2.0
2013/1/22,6.1,7.8,4.4
2013/1/23,4.8,8.7,1.4
2013/1/24,5.5,11.2,2.4
2013/1/25,2.8,6.0,-0.9
2013/1/26,0.7,2.6,-0.7
2013/1/27,0.6,2.7,-2.3
2013/1/28,1.4,3.4,0.1
2013/1/29,2.2,4.7,0.3
2013/1/30,2.5,6.8,-1.6
2013/1/31,1.6,8.8,-2.8
2013/2/1,6.1,12.3,-1.4
2013/2/2,8.1,9.9,5.9
2013/2/3,5.5,8.4,2.6
2013/2/4,6.3,8.7,3.6
2013/2/5,4.8,7.4,3.2
2013/2/6,2.9,6.6,0.9
2013/2/7,4.2,9.3,0.6
2013/2/8,-0.2,2.5,-2.3
2013/2/9,0.0,2.0,-1.7
2013/2/10,1.8,4.8,-0.9
2013/2/11,0.9,2.3,-1.3
2013/2/12,0.9,4.4,-1.5
2013/2/13,2.4,4.3,0.4
2013/2/14,4.0,10.0,0.2
2013/2/15,3.6,5.9,1.8
2013/2/16,-0.7,3.0,-2.0
2013/2/17,0.0,4.4,-4.5
2013/2/18,3.8,5.8,2.0
2013/2/19,2.5,4.5,-0.3
2013/2/20,0.3,3.5,-1.7
2013/2/21,0.3,1.7,-1.6
2013/2/22,1.8,5.4,-0.4
2013/2/23,1.5,3.8,0.1
2013/2/24,1.1,3.8,-1.6
2013/2/25,-0.6,2.6,-2.3
2013/2/26,2.7,8.0,-2.6
2013/2/27,7.2,13.5,4.3
2013/2/28,6.7,13.6,1.7
2013/3/1,8.8,14.0,3.4
2013/3/2,3.6,5.9,1.5
2013/3/3,3.5,7.7,0.5
2013/3/4,3.9,10.2,-1.5
2013/3/5,4.9,10.3,1.5
2013/3/6,6.9,14.4,0.2
2013/3/7,11.4,20.1,2.7
2013/3/8,13.4,16.4,10.0
2013/3/9,14.6,22.6,6.3
2013/3/10,7.6,17.3,1.6
2013/3/11,3.8,8.0,0.0
2013/3/12,9.2,19.7,-1.6
2013/3/13,11.9,19.5,4.6
2013/3/14,3.6,6.0,-0.3
2013/3/15,5.1,14.5,-1.9
2013/3/16,7.7,13.9,1.0
2013/3/17,11.3,21.1,1.7
2013/3/18,16.2,19.9,13.1
2013/3/19,13.6,18.5,10.2
2013/3/20,12.4,18.4,4.9
2013/3/21,4.4,7.8,1.1
2013/3/22,8.9,17.9,-0.5
2013/3/23,7.3,10.7,2.7
2013/3/24,8.8,18.2,0.7
2013/3/25,7.4,11.9,2.4
2013/3/26,4.6,10.0,0.6
2013/3/27,9.0,15.1,0.6
2013/3/28,14.1,18.8,9.6
2013/3/29,10.3,14.4,7.9
2013/3/30,8.3,12.7,5.1
2013/3/31,8.9,13.9,5.5
