ダウンロードした時刻：2017/07/24 15:41:11

,飯田,飯田,飯田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,0.2,5.6,-3.4
1998/1/2,2.6,9.0,-0.3
1998/1/3,2.4,12.0,-3.2
1998/1/4,3.2,8.6,0.4
1998/1/5,2.3,7.0,-2.3
1998/1/6,1.7,3.7,0.1
1998/1/7,1.2,7.5,-3.3
1998/1/8,-0.8,0.6,-2.2
1998/1/9,1.0,5.7,-3.2
1998/1/10,-2.8,1.8,-6.8
1998/1/11,-2.4,0.1,-6.2
1998/1/12,0.0,0.7,-3.0
1998/1/13,-2.5,3.7,-7.8
1998/1/14,-0.7,2.7,-3.9
1998/1/15,0.8,1.5,0.1
1998/1/16,1.9,6.7,-1.2
1998/1/17,1.1,6.6,-3.8
1998/1/18,2.1,3.2,0.7
1998/1/19,1.4,5.2,-2.0
1998/1/20,-0.7,2.6,-3.4
1998/1/21,0.6,4.9,-2.4
1998/1/22,1.6,5.3,-2.0
1998/1/23,1.6,3.8,-0.7
1998/1/24,-2.9,2.2,-8.2
1998/1/25,-4.4,3.0,-10.9
1998/1/26,-1.1,5.4,-8.1
1998/1/27,0.6,7.4,-5.3
1998/1/28,0.3,7.3,-3.4
1998/1/29,-1.8,5.0,-7.4
1998/1/30,-0.6,8.3,-7.1
1998/1/31,2.2,7.0,-2.2
1998/2/1,0.1,5.0,-5.4
1998/2/2,0.9,9.4,-5.0
1998/2/3,1.5,7.5,-5.7
1998/2/4,3.1,8.1,-2.8
1998/2/5,-0.8,7.4,-6.8
1998/2/6,0.3,9.0,-7.8
1998/2/7,1.0,8.7,-5.4
1998/2/8,-0.1,3.3,-3.4
1998/2/9,1.0,6.0,-3.3
1998/2/10,0.5,6.0,-3.2
1998/2/11,-0.1,10.0,-7.7
1998/2/12,3.8,13.2,-3.7
1998/2/13,9.8,20.0,1.8
1998/2/14,5.0,13.2,0.2
1998/2/15,1.7,3.8,0.2
1998/2/16,2.8,9.1,-2.1
1998/2/17,3.0,9.0,-3.0
1998/2/18,1.9,9.3,-4.8
1998/2/19,5.2,14.2,-4.0
1998/2/20,5.6,7.5,4.0
1998/2/21,6.4,10.8,1.3
1998/2/22,4.3,12.6,-1.2
1998/2/23,6.0,15.2,-1.4
1998/2/24,4.0,6.3,1.6
1998/2/25,6.2,10.0,3.8
1998/2/26,6.0,10.9,3.4
1998/2/27,7.5,15.5,3.8
1998/2/28,5.5,13.7,-0.2
1998/3/1,4.4,8.7,1.4
1998/3/2,5.7,13.7,-1.1
1998/3/3,5.4,16.3,-2.4
1998/3/4,5.8,16.6,-2.8
1998/3/5,2.7,4.5,0.8
1998/3/6,6.1,13.7,0.3
1998/3/7,4.5,10.0,-0.5
1998/3/8,3.9,13.2,-3.9
1998/3/9,6.8,16.3,-2.1
1998/3/10,5.2,12.3,0.9
1998/3/11,5.9,12.6,0.7
1998/3/12,7.1,12.4,2.9
1998/3/13,6.6,13.1,1.0
1998/3/14,5.5,13.8,-0.6
1998/3/15,3.3,8.8,-2.8
1998/3/16,2.1,11.5,-5.4
1998/3/17,3.6,11.8,-2.5
1998/3/18,3.7,11.6,-3.6
1998/3/19,6.8,16.2,-2.6
1998/3/20,10.8,15.0,7.8
1998/3/21,8.1,14.1,4.0
1998/3/22,6.5,13.8,0.9
1998/3/23,4.2,12.5,-2.2
1998/3/24,5.9,15.1,-1.2
1998/3/25,7.6,16.8,1.8
1998/3/26,8.9,18.5,-0.5
1998/3/27,9.1,14.1,6.2
1998/3/28,14.0,21.5,8.9
1998/3/29,12.8,23.0,4.2
1998/3/30,13.7,24.4,3.5
1998/3/31,11.7,19.8,4.7
1998/4/1,3.2,6.4,1.7
1998/4/2,7.3,14.1,2.1
1998/4/3,6.1,13.0,0.7
1998/4/4,8.9,20.5,-1.4
1998/4/5,12.4,23.1,1.7
1998/4/6,11.0,13.2,9.1
1998/4/7,14.3,21.3,10.1
1998/4/8,14.4,20.0,10.8
1998/4/9,10.8,11.6,10.0
1998/4/10,16.1,25.4,9.3
1998/4/11,16.2,27.0,7.1
1998/4/12,16.3,25.3,7.4
1998/4/13,18.2,22.4,15.6
1998/4/14,18.1,19.9,17.2
1998/4/15,18.9,24.7,14.5
1998/4/16,16.0,25.1,8.2
1998/4/17,12.7,14.8,10.5
1998/4/18,12.7,15.1,10.5
1998/4/19,17.0,25.1,10.9
1998/4/20,19.1,30.4,9.2
1998/4/21,17.9,26.2,11.0
1998/4/22,19.1,26.5,14.0
1998/4/23,16.3,18.3,15.2
1998/4/24,17.8,20.8,15.1
1998/4/25,19.4,22.6,17.5
1998/4/26,18.5,26.7,12.9
1998/4/27,17.1,24.1,10.4
1998/4/28,17.6,26.7,10.6
1998/4/29,20.6,28.7,13.1
1998/4/30,18.8,26.7,15.5
1998/5/1,17.5,24.1,13.3
