ダウンロードした時刻：2017/07/24 15:37:28

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,-0.6,3.2,-3.9
1996/1/2,0.0,5.8,-3.5
1996/1/3,3.8,10.2,-3.9
1996/1/4,-0.7,3.9,-2.3
1996/1/5,2.2,5.9,-0.1
1996/1/6,1.7,5.5,-2.9
1996/1/7,2.0,8.0,-4.6
1996/1/8,3.4,10.5,-1.5
1996/1/9,-3.7,0.5,-5.8
1996/1/10,0.0,4.8,-4.6
1996/1/11,3.8,7.3,0.7
1996/1/12,3.9,7.9,0.1
1996/1/13,2.3,7.9,-3.6
1996/1/14,1.8,8.2,-4.2
1996/1/15,7.7,14.5,2.7
1996/1/16,3.4,7.8,-0.1
1996/1/17,-0.6,3.7,-3.8
1996/1/18,-1.2,5.7,-5.4
1996/1/19,-2.0,2.8,-7.1
1996/1/20,0.9,5.8,-4.1
1996/1/21,0.9,5.6,-3.7
1996/1/22,-1.6,2.4,-5.7
1996/1/23,-0.1,4.0,-3.7
1996/1/24,-4.2,1.3,-8.8
1996/1/25,-2.4,1.6,-7.3
1996/1/26,-2.1,-0.1,-4.3
1996/1/27,0.8,5.9,-2.9
1996/1/28,0.9,7.2,-2.1
1996/1/29,0.6,8.1,-2.5
1996/1/30,-3.2,2.0,-8.3
1996/1/31,-5.9,-3.3,-8.4
1996/2/1,-5.2,-0.9,-8.5
1996/2/2,-6.0,-1.3,-10.3
1996/2/3,-3.3,1.1,-7.9
1996/2/4,-0.2,6.4,-6.3
1996/2/5,3.6,9.9,-1.1
1996/2/6,3.1,7.8,-0.5
1996/2/7,0.6,5.7,-2.9
1996/2/8,0.2,5.4,-5.7
1996/2/9,0.3,4.9,-3.0
1996/2/10,-2.4,2.2,-5.5
1996/2/11,1.1,4.8,-4.6
1996/2/12,6.0,10.2,1.4
1996/2/13,8.9,14.6,1.9
1996/2/14,10.5,17.0,1.9
1996/2/15,3.2,11.8,-1.1
1996/2/16,-1.8,3.2,-5.1
1996/2/17,-2.8,1.9,-7.8
1996/2/18,-1.8,5.0,-5.4
1996/2/19,-2.7,2.9,-8.1
1996/2/20,-3.5,3.4,-9.0
1996/2/21,-3.8,2.4,-9.0
1996/2/22,-3.1,3.2,-9.4
1996/2/23,-1.0,5.6,-5.6
1996/2/24,-1.8,4.3,-6.3
1996/2/25,0.5,7.3,-5.8
1996/2/26,2.0,8.2,-1.3
1996/2/27,2.1,6.0,-2.5
1996/2/28,4.1,8.8,0.4
1996/2/29,4.6,9.8,-2.6
1996/3/1,4.9,9.8,-0.1
1996/3/2,2.2,5.9,-1.9
1996/3/3,-0.1,4.3,-3.8
1996/3/4,0.3,9.0,-4.7
1996/3/5,-1.0,3.9,-3.7
1996/3/6,0.2,5.5,-5.6
1996/3/7,0.1,3.7,-3.5
1996/3/8,0.1,1.3,-1.3
1996/3/9,-0.1,1.2,-0.8
1996/3/10,0.1,2.5,-1.3
1996/3/11,1.3,6.5,-3.9
1996/3/12,1.3,5.2,-2.3
1996/3/13,1.0,6.1,-5.5
1996/3/14,5.3,12.5,-0.7
1996/3/15,6.3,14.1,1.3
1996/3/16,6.0,12.4,2.0
1996/3/17,5.0,7.4,2.1
1996/3/18,4.9,9.2,-0.3
1996/3/19,2.4,8.3,-1.0
1996/3/20,2.3,8.9,-2.7
1996/3/21,3.6,9.9,-3.0
1996/3/22,5.0,7.9,3.1
1996/3/23,3.1,7.0,-1.3
1996/3/24,2.7,8.1,-4.2
1996/3/25,4.0,6.0,2.1
1996/3/26,5.6,11.5,1.1
1996/3/27,4.4,10.1,-1.6
1996/3/28,2.7,8.1,-1.4
1996/3/29,6.7,13.9,-2.3
1996/3/30,8.6,14.4,-0.5
1996/3/31,12.2,15.8,6.1
1996/4/1,5.4,9.5,0.6
1996/4/2,3.4,8.6,-0.5
1996/4/3,3.3,7.9,-0.7
1996/4/4,5.3,10.5,0.1
1996/4/5,4.6,10.0,0.0
1996/4/6,7.1,13.2,2.1
1996/4/7,6.8,13.2,0.8
1996/4/8,4.8,9.7,1.2
1996/4/9,3.1,6.5,-0.5
1996/4/10,5.4,10.4,1.1
1996/4/11,4.5,11.1,1.8
1996/4/12,1.5,5.3,-1.2
1996/4/13,3.4,10.0,-3.6
1996/4/14,7.0,13.2,-1.1
1996/4/15,13.0,18.5,5.8
1996/4/16,6.4,11.1,3.2
1996/4/17,4.5,7.2,2.2
1996/4/18,4.4,6.3,2.4
1996/4/19,3.4,4.8,2.9
1996/4/20,4.3,6.7,2.1
1996/4/21,3.4,9.7,0.0
1996/4/22,5.8,12.5,-0.7
1996/4/23,13.2,21.3,1.4
1996/4/24,18.1,26.2,11.6
1996/4/25,13.8,21.9,8.7
1996/4/26,14.2,23.8,9.0
1996/4/27,10.8,14.0,7.7
1996/4/28,8.6,13.2,6.1
1996/4/29,12.8,19.6,5.3
1996/4/30,9.7,13.2,7.2
1996/5/1,10.5,14.9,6.2
