ダウンロードした時刻：2019/10/10 16:19:36

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,13.2,17.2,10.2
2015/12/2,13.5,16.5,11.4
2015/12/3,11.1,15.1,8.0
2015/12/4,10.1,11.7,8.7
2015/12/5,11.4,13.4,10.3
2015/12/6,11.8,13.3,10.7
2015/12/7,12.1,16.3,9.1
2015/12/8,11.9,16.3,8.2
2015/12/9,12.5,14.9,9.4
2015/12/10,13.6,15.7,11.7
2015/12/11,13.7,16.1,11.7
2015/12/12,11.7,14.6,9.4
2015/12/13,11.5,14.1,9.3
2015/12/14,12.8,15.8,9.6
2015/12/15,13.3,15.0,12.4
2015/12/16,10.4,12.5,6.9
2015/12/17,6.0,8.1,3.9
2015/12/18,7.3,10.2,4.6
2015/12/19,9.0,12.8,6.7
2015/12/20,9.3,11.5,6.5
2015/12/21,11.7,14.6,9.9
2015/12/22,11.2,14.9,8.7
2015/12/23,11.5,12.5,10.0
2015/12/24,12.5,15.6,9.6
2015/12/25,10.7,13.0,7.3
2015/12/26,9.8,12.5,6.9
2015/12/27,11.0,12.8,9.0
2015/12/28,8.5,10.2,7.0
2015/12/29,7.0,9.7,5.3
2015/12/30,7.6,11.9,2.9
2015/12/31,8.5,10.0,6.6
2016/1/1,9.1,13.1,5.8
2016/1/2,11.5,14.8,9.2
2016/1/3,12.7,16.2,10.5
2016/1/4,12.7,16.0,8.5
2016/1/5,10.2,12.6,8.6
2016/1/6,9.6,12.2,7.5
2016/1/7,9.4,11.1,8.5
2016/1/8,7.4,9.0,5.6
2016/1/9,8.0,8.5,7.3
2016/1/10,8.6,11.0,5.8
2016/1/11,8.2,11.6,5.3
2016/1/12,8.1,10.3,6.2
2016/1/13,6.6,7.4,5.0
2016/1/14,7.1,8.3,6.2
2016/1/15,7.1,10.6,4.9
2016/1/16,7.3,10.5,4.1
2016/1/17,7.2,9.1,6.1
2016/1/18,7.2,10.4,1.1
2016/1/19,2.7,3.7,1.1
2016/1/20,2.8,4.6,1.0
2016/1/21,5.2,8.4,2.0
2016/1/22,7.1,9.1,5.7
2016/1/23,3.9,6.4,0.8
2016/1/24,-1.7,1.1,-3.8
2016/1/25,2.1,3.6,0.5
2016/1/26,5.7,7.7,2.9
2016/1/27,8.6,10.9,6.9
2016/1/28,7.6,9.3,6.6
2016/1/29,10.4,11.4,9.2
2016/1/30,10.5,14.8,8.4
2016/1/31,9.4,12.5,7.0
2016/2/1,7.0,8.8,5.9
2016/2/2,6.0,7.4,5.0
2016/2/3,6.0,7.9,4.4
2016/2/4,6.8,10.2,3.1
2016/2/5,7.4,10.5,4.7
2016/2/6,5.7,7.5,4.1
2016/2/7,4.8,8.6,2.1
2016/2/8,6.6,9.2,3.5
2016/2/9,9.4,11.0,7.7
2016/2/10,8.0,12.5,4.3
2016/2/11,8.3,11.9,4.7
2016/2/12,12.1,14.2,9.4
2016/2/13,13.6,15.2,12.2
2016/2/14,10.8,16.8,6.7
2016/2/15,4.1,7.0,3.0
2016/2/16,5.0,8.3,2.0
2016/2/17,6.1,8.2,3.1
2016/2/18,7.0,12.4,2.8
2016/2/19,10.5,13.4,7.2
2016/2/20,8.7,10.1,7.2
2016/2/21,6.4,8.6,3.5
2016/2/22,5.9,8.3,2.9
2016/2/23,7.6,11.9,5.4
2016/2/24,6.7,9.3,3.8
2016/2/25,4.4,7.5,1.8
2016/2/26,6.4,11.0,1.6
2016/2/27,9.0,13.7,6.4
2016/2/28,11.1,15.1,7.5
2016/2/29,6.0,14.1,1.4
2016/3/1,4.1,6.8,2.5
2016/3/2,8.2,12.3,4.6
2016/3/3,10.6,16.5,5.9
2016/3/4,11.7,13.6,9.6
2016/3/5,15.0,19.8,11.1
2016/3/6,15.0,17.5,13.4
2016/3/7,14.7,18.3,13.3
2016/3/8,13.5,15.7,12.0
2016/3/9,9.9,12.3,8.6
2016/3/10,9.1,11.8,7.6
2016/3/11,7.2,10.8,5.0
2016/3/12,6.8,11.0,3.6
2016/3/13,7.6,9.6,5.8
2016/3/14,8.7,12.3,5.9
2016/3/15,9.3,13.4,5.8
2016/3/16,10.5,14.1,7.3
2016/3/17,12.7,17.8,7.8
2016/3/18,13.3,14.1,12.3
2016/3/19,14.2,16.9,10.6
2016/3/20,11.2,16.1,8.1
2016/3/21,9.9,14.8,6.7
2016/3/22,11.2,17.0,5.1
2016/3/23,13.2,17.6,11.0
2016/3/24,9.9,13.2,7.7
2016/3/25,8.7,13.2,5.7
2016/3/26,9.7,14.2,5.0
2016/3/27,9.8,14.0,7.5
2016/3/28,12.6,16.4,9.6
2016/3/29,13.4,18.3,9.3
2016/3/30,15.2,18.6,12.7
2016/3/31,14.1,17.0,12.2
