ダウンロードした時刻：2019/10/10 15:50:29

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/12/1,8.5,15.7,2.2
2004/12/2,9.3,14.3,4.4
2004/12/3,6.6,13.0,0.8
2004/12/4,9.1,13.8,3.8
2004/12/5,13.7,25.2,6.5
2004/12/6,8.0,12.3,4.7
2004/12/7,7.2,12.6,2.4
2004/12/8,10.4,16.3,5.2
2004/12/9,8.1,9.2,6.7
2004/12/10,11.6,17.7,7.7
2004/12/11,10.1,15.8,5.5
2004/12/12,6.4,10.3,2.3
2004/12/13,9.5,15.3,6.0
2004/12/14,5.8,10.6,1.9
2004/12/15,7.2,12.8,2.8
2004/12/16,10.6,20.5,6.1
2004/12/17,6.8,10.1,2.7
2004/12/18,6.1,11.7,1.0
2004/12/19,8.9,12.4,5.7
2004/12/20,9.2,13.6,6.3
2004/12/21,7.6,11.1,4.7
2004/12/22,6.2,12.3,2.2
2004/12/23,4.9,8.7,1.8
2004/12/24,4.6,10.9,-0.6
2004/12/25,5.0,12.0,0.5
2004/12/26,4.6,11.0,0.5
2004/12/27,4.1,10.5,0.0
2004/12/28,4.0,9.4,-1.3
2004/12/29,2.0,3.8,0.5
2004/12/30,2.1,7.1,-1.5
2004/12/31,-0.5,1.3,-2.8
2005/1/1,1.3,6.5,-2.4
2005/1/2,1.5,8.6,-4.1
2005/1/3,2.8,8.4,-2.1
2005/1/4,5.9,16.3,0.3
2005/1/5,2.1,6.3,-1.6
2005/1/6,1.0,4.5,-2.4
2005/1/7,6.1,15.2,0.2
2005/1/8,2.2,7.1,-1.6
2005/1/9,0.2,6.0,-3.4
2005/1/10,1.5,8.7,-4.5
2005/1/11,2.1,8.1,-2.0
2005/1/12,0.8,6.7,-2.3
2005/1/13,3.1,10.0,-2.8
2005/1/14,4.4,10.9,-0.9
2005/1/15,2.1,3.8,0.5
2005/1/16,3.2,5.9,0.5
2005/1/17,4.9,9.7,1.5
2005/1/18,4.7,10.4,-0.4
2005/1/19,4.3,9.4,1.3
2005/1/20,4.2,10.9,0.3
2005/1/21,2.8,7.7,-0.4
2005/1/22,2.3,7.1,-1.5
2005/1/23,1.3,4.7,-2.1
2005/1/24,2.3,8.1,-3.4
2005/1/25,5.4,8.7,3.7
2005/1/26,3.3,7.8,0.6
2005/1/27,3.4,9.9,-1.3
2005/1/28,5.2,10.8,0.4
2005/1/29,5.6,10.9,1.1
2005/1/30,4.1,7.1,0.7
2005/1/31,3.0,10.4,-1.5
2005/2/1,1.5,6.4,-2.2
2005/2/2,0.7,5.7,-2.5
2005/2/3,1.7,8.3,-2.5
2005/2/4,2.9,8.9,-2.6
2005/2/5,3.9,8.7,0.2
2005/2/6,3.1,7.9,-1.5
2005/2/7,3.6,9.6,-2.0
2005/2/8,3.0,5.8,0.1
2005/2/9,4.5,10.6,-1.3
2005/2/10,5.5,11.8,0.9
2005/2/11,2.1,7.0,-1.1
2005/2/12,1.7,6.5,-2.6
2005/2/13,2.8,8.8,-2.2
2005/2/14,2.9,7.4,-0.7
2005/2/15,5.9,14.0,-2.2
2005/2/16,2.5,6.5,0.3
2005/2/17,6.8,12.0,2.6
2005/2/18,4.4,8.7,0.6
2005/2/19,2.0,5.0,0.1
2005/2/20,6.4,11.0,2.7
2005/2/21,3.5,11.2,-1.6
2005/2/22,3.6,11.3,-2.8
2005/2/23,6.4,16.8,0.2
2005/2/24,5.4,10.1,0.6
2005/2/25,2.6,4.3,0.6
2005/2/26,1.7,6.9,-2.3
2005/2/27,1.8,7.1,-3.1
2005/2/28,3.6,11.6,-3.1
2005/3/1,2.5,7.6,-0.3
2005/3/2,3.3,9.6,-3.2
2005/3/3,4.5,11.2,-1.5
2005/3/4,1.5,3.7,0.2
2005/3/5,3.6,8.6,0.3
2005/3/6,3.3,9.0,-0.3
2005/3/7,5.0,12.0,-1.4
2005/3/8,9.3,19.1,1.2
2005/3/9,9.5,15.9,3.9
2005/3/10,7.5,12.7,2.6
2005/3/11,7.6,11.0,4.1
2005/3/12,7.8,15.6,0.7
2005/3/13,2.8,8.5,-1.0
2005/3/14,3.1,10.3,-2.7
2005/3/15,4.6,11.0,-1.2
2005/3/16,9.7,18.4,1.9
2005/3/17,9.6,13.1,6.3
2005/3/18,11.0,18.6,4.0
2005/3/19,6.1,11.9,1.4
2005/3/20,5.7,10.3,1.1
2005/3/21,9.0,16.1,3.8
2005/3/22,8.0,12.8,3.7
2005/3/23,10.0,15.4,5.8
2005/3/24,8.6,14.1,4.1
2005/3/25,4.3,8.6,1.0
2005/3/26,5.8,11.5,0.2
2005/3/27,10.0,17.6,0.6
2005/3/28,8.4,9.9,7.3
2005/3/29,9.2,13.8,3.7
2005/3/30,6.9,12.0,1.9
2005/3/31,7.9,14.5,0.9
