ダウンロードした時刻：2017/07/24 15:38:20

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,5.2,10.5,-0.9
1998/1/2,5.8,7.7,3.5
1998/1/3,6.1,12.5,-0.1
1998/1/4,6.5,11.8,2.3
1998/1/5,4.9,8.6,0.9
1998/1/6,4.1,12.2,-1.4
1998/1/7,2.8,5.8,1.1
1998/1/8,2.0,5.0,-0.2
1998/1/9,1.8,5.3,-0.5
1998/1/10,3.0,8.4,-2.6
1998/1/11,4.4,8.1,2.1
1998/1/12,2.8,3.9,1.9
1998/1/13,2.9,8.3,-0.7
1998/1/14,4.0,9.9,-1.5
1998/1/15,1.7,3.4,0.2
1998/1/16,3.9,6.5,1.5
1998/1/17,3.2,7.8,-2.2
1998/1/18,8.3,13.0,3.7
1998/1/19,5.5,10.1,-1.2
1998/1/20,2.0,8.2,-3.4
1998/1/21,5.3,11.8,-0.9
1998/1/22,1.9,7.1,-2.6
1998/1/23,2.8,6.8,-0.6
1998/1/24,0.0,6.9,-4.0
1998/1/25,-0.5,3.4,-5.0
1998/1/26,2.5,10.4,-5.1
1998/1/27,1.5,4.4,-1.4
1998/1/28,1.1,7.8,-3.0
1998/1/29,0.9,5.1,-3.3
1998/1/30,2.4,6.8,-3.4
1998/1/31,3.1,13.2,-2.0
1998/2/1,2.8,6.7,0.2
1998/2/2,4.0,9.5,-1.3
1998/2/3,5.3,10.9,-1.7
1998/2/4,3.7,7.0,-0.1
1998/2/5,3.0,8.8,-2.2
1998/2/6,4.2,9.1,-1.8
1998/2/7,3.7,6.7,-0.5
1998/2/8,5.0,10.2,2.5
1998/2/9,4.3,8.7,0.1
1998/2/10,2.1,6.0,-0.7
1998/2/11,2.7,8.3,-0.9
1998/2/12,6.2,11.4,-0.7
1998/2/13,8.9,14.8,4.8
1998/2/14,8.3,13.4,5.5
1998/2/15,1.9,6.0,-0.1
1998/2/16,2.7,6.9,-2.1
1998/2/17,2.6,7.1,-0.6
1998/2/18,2.1,7.5,-2.4
1998/2/19,3.9,9.7,-3.6
1998/2/20,6.7,12.5,1.3
1998/2/21,1.8,7.1,-0.9
1998/2/22,1.1,4.7,-3.0
1998/2/23,3.6,8.0,-0.7
1998/2/24,3.7,7.5,-0.7
1998/2/25,5.3,7.2,3.7
1998/2/26,7.4,10.8,5.8
1998/2/27,7.0,10.7,4.1
1998/2/28,6.0,9.9,3.2
1998/3/1,4.0,5.8,2.9
1998/3/2,5.4,10.8,1.8
1998/3/3,5.5,11.1,-1.0
1998/3/4,8.3,15.6,0.3
1998/3/5,4.2,5.8,2.5
1998/3/6,4.9,8.6,1.5
1998/3/7,4.6,11.8,1.2
1998/3/8,3.5,9.6,-2.6
1998/3/9,5.7,10.7,-0.2
1998/3/10,3.9,6.5,1.4
1998/3/11,4.2,8.3,-3.0
1998/3/12,8.9,11.2,5.2
1998/3/13,9.6,15.8,7.5
1998/3/14,8.3,10.7,3.8
1998/3/15,4.4,9.1,0.3
1998/3/16,4.2,8.8,0.7
1998/3/17,4.4,9.4,1.2
1998/3/18,3.7,7.6,-0.1
1998/3/19,6.2,11.0,-1.2
1998/3/20,11.1,16.0,8.2
1998/3/21,7.5,9.4,4.8
1998/3/22,4.8,6.5,2.4
1998/3/23,4.8,9.1,-0.8
1998/3/24,7.2,10.9,2.2
1998/3/25,8.7,11.6,5.4
1998/3/26,9.3,15.5,5.3
1998/3/27,9.8,14.5,6.6
1998/3/28,11.8,16.1,7.7
1998/3/29,11.3,16.3,5.9
1998/3/30,13.3,18.4,7.3
1998/3/31,9.4,12.1,6.2
1998/4/1,4.7,8.9,1.0
1998/4/2,3.0,4.4,1.0
1998/4/3,5.7,10.6,0.0
1998/4/4,8.1,12.2,2.8
1998/4/5,10.8,14.8,6.0
1998/4/6,11.3,13.5,10.1
1998/4/7,11.3,15.3,8.8
1998/4/8,12.1,18.3,7.7
1998/4/9,8.3,10.8,5.4
1998/4/10,13.9,22.0,9.1
1998/4/11,15.8,24.4,11.8
1998/4/12,12.7,15.1,9.2
1998/4/13,13.4,15.6,12.2
1998/4/14,14.2,16.0,12.4
1998/4/15,9.6,12.5,7.8
1998/4/16,9.4,12.6,6.7
1998/4/17,9.1,11.5,7.9
1998/4/18,10.6,13.5,7.6
1998/4/19,12.5,16.3,9.4
1998/4/20,15.4,19.3,11.5
1998/4/21,15.9,21.1,11.9
1998/4/22,16.8,23.5,13.2
1998/4/23,15.5,18.7,13.6
1998/4/24,14.8,17.0,13.4
1998/4/25,15.6,22.6,12.1
1998/4/26,8.9,12.4,7.4
1998/4/27,9.7,12.0,7.4
1998/4/28,12.1,16.6,8.5
1998/4/29,17.2,22.0,12.3
1998/4/30,15.7,20.1,12.0
1998/5/1,13.8,16.1,12.0
