ダウンロードした時刻：2019/10/10 15:36:24

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,2.7,7.3,-0.2
2000/12/2,3.4,9.0,-1.3
2000/12/3,6.1,9.7,3.4
2000/12/4,2.9,4.0,1.3
2000/12/5,3.8,7.9,0.4
2000/12/6,-0.3,2.7,-3.0
2000/12/7,-0.7,5.1,-4.4
2000/12/8,3.3,7.4,-1.4
2000/12/9,4.4,8.8,1.9
2000/12/10,5.4,13.4,0.2
2000/12/11,-0.7,1.9,-3.8
2000/12/12,-1.7,0.5,-4.1
2000/12/13,1.0,2.8,-0.8
2000/12/14,0.3,3.6,-3.0
2000/12/15,4.7,8.6,0.3
2000/12/16,3.7,7.5,0.9
2000/12/17,1.7,4.9,-0.7
2000/12/18,1.8,5.4,-1.5
2000/12/19,6.4,12.6,2.0
2000/12/20,4.9,5.7,3.3
2000/12/21,4.7,9.4,0.7
2000/12/22,2.3,4.8,0.5
2000/12/23,5.9,10.6,2.2
2000/12/24,3.5,10.6,0.3
2000/12/25,-0.5,0.9,-2.2
2000/12/26,-3.5,-1.1,-5.9
2000/12/27,-0.3,1.2,-2.2
2000/12/28,0.7,2.8,-1.4
2000/12/29,-0.5,1.2,-1.8
2000/12/30,0.3,3.9,-4.5
2000/12/31,3.7,6.7,0.2
2001/1/1,1.7,5.1,-0.7
2001/1/2,1.3,3.0,-0.5
2001/1/3,-0.7,1.3,-2.4
2001/1/4,-0.4,3.5,-3.0
2001/1/5,-0.1,1.9,-2.0
2001/1/6,-1.2,0.7,-2.7
2001/1/7,-1.2,1.5,-2.4
2001/1/8,-1.0,0.1,-3.9
2001/1/9,-1.5,2.9,-7.1
2001/1/10,3.0,8.2,-0.8
2001/1/11,-0.8,6.0,-4.4
2001/1/12,-4.8,-2.9,-6.4
2001/1/13,-4.7,-2.8,-6.0
2001/1/14,-4.9,-1.7,-6.9
2001/1/15,-3.5,0.4,-6.6
2001/1/16,-4.5,-1.4,-6.3
2001/1/17,-3.8,-1.7,-6.7
2001/1/18,-2.9,-0.8,-4.7
2001/1/19,-2.3,0.5,-4.3
2001/1/20,-2.1,1.1,-5.8
2001/1/21,0.4,3.3,-1.4
2001/1/22,-1.4,0.5,-2.9
2001/1/23,-1.3,0.9,-3.0
2001/1/24,-0.7,1.6,-2.4
2001/1/25,0.0,2.7,-2.4
2001/1/26,-0.4,1.9,-2.4
2001/1/27,-0.6,1.4,-3.5
2001/1/28,1.5,5.3,-0.8
2001/1/29,0.1,1.7,-1.6
2001/1/30,-0.6,1.8,-3.6
2001/1/31,-1.0,1.5,-2.5
2001/2/1,1.9,5.3,-3.0
2001/2/2,-3.4,0.2,-5.3
2001/2/3,-4.4,0.4,-7.1
2001/2/4,-2.6,-0.2,-5.4
2001/2/5,-0.7,0.4,-2.9
2001/2/6,-1.0,1.0,-4.2
2001/2/7,-3.0,-0.3,-6.5
2001/2/8,-3.0,-0.4,-5.2
2001/2/9,-2.2,3.0,-5.7
2001/2/10,-1.2,3.2,-4.8
2001/2/11,-4.2,-2.6,-5.8
2001/2/12,-3.9,-2.2,-6.1
2001/2/13,-2.9,-1.0,-4.6
2001/2/14,-4.0,-2.1,-5.9
2001/2/15,-3.1,-0.7,-5.5
2001/2/16,-2.6,-0.1,-4.2
2001/2/17,0.5,3.9,-3.7
2001/2/18,4.5,6.5,1.7
2001/2/19,-0.5,1.8,-3.5
2001/2/20,-0.2,1.0,-3.0
2001/2/21,2.5,6.6,-1.9
2001/2/22,5.2,8.5,-0.3
2001/2/23,3.0,5.8,0.5
2001/2/24,-0.2,1.6,-2.0
2001/2/25,-2.3,0.5,-4.5
2001/2/26,-0.9,1.9,-3.8
2001/2/27,3.3,7.1,-2.8
2001/2/28,3.7,7.2,0.9
2001/3/1,2.0,5.7,-1.6
2001/3/2,1.9,5.5,-1.5
2001/3/3,3.2,6.3,-0.4
2001/3/4,4.9,8.7,1.0
2001/3/5,1.0,2.9,-1.0
2001/3/6,1.1,2.7,-0.8
2001/3/7,1.3,6.6,-1.6
2001/3/8,-0.9,2.5,-3.0
2001/3/9,-1.7,2.2,-5.5
2001/3/10,-1.0,1.5,-3.3
2001/3/11,-1.9,1.0,-4.1
2001/3/12,-0.4,3.1,-3.6
2001/3/13,0.3,4.1,-3.6
2001/3/14,3.2,9.0,-1.4
2001/3/15,4.7,10.3,1.4
2001/3/16,3.2,6.1,0.9
2001/3/17,5.9,10.2,1.7
2001/3/18,6.5,9.4,3.6
2001/3/19,8.5,11.1,6.4
2001/3/20,11.2,14.5,6.3
2001/3/21,5.7,10.8,0.6
2001/3/22,8.0,15.8,-0.7
2001/3/23,5.7,9.7,1.3
2001/3/24,7.1,14.3,0.0
2001/3/25,11.4,20.5,2.2
2001/3/26,6.7,10.8,2.7
2001/3/27,4.1,6.7,0.4
2001/3/28,4.0,7.7,0.4
2001/3/29,2.2,6.4,-2.0
2001/3/30,2.9,6.7,0.5
2001/3/31,3.6,7.7,0.5
