ダウンロードした時刻：2019/10/10 16:20:46

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,11.8,16.8,7.9
2002/12/2,11.0,15.5,6.4
2002/12/3,12.1,14.6,9.4
2002/12/4,16.9,18.5,14.2
2002/12/5,16.0,19.0,14.0
2002/12/6,14.5,18.7,10.9
2002/12/7,12.6,14.0,10.4
2002/12/8,11.6,14.9,9.9
2002/12/9,6.6,10.7,4.8
2002/12/10,5.2,7.6,2.7
2002/12/11,5.8,10.0,3.8
2002/12/12,7.1,9.1,5.9
2002/12/13,6.1,9.0,2.8
2002/12/14,6.0,12.3,1.1
2002/12/15,10.8,15.7,4.6
2002/12/16,15.1,18.3,11.9
2002/12/17,10.2,13.4,7.5
2002/12/18,10.9,15.0,7.5
2002/12/19,11.4,13.4,10.1
2002/12/20,11.5,13.4,8.8
2002/12/21,11.0,13.6,9.1
2002/12/22,12.6,16.3,9.5
2002/12/23,10.8,14.4,7.6
2002/12/24,10.1,13.8,6.3
2002/12/25,7.7,12.0,4.4
2002/12/26,5.3,6.5,3.8
2002/12/27,4.5,7.4,1.3
2002/12/28,5.2,8.3,1.2
2002/12/29,7.6,11.1,4.7
2002/12/30,7.7,10.8,4.6
2002/12/31,7.9,10.3,6.5
2003/1/1,6.8,8.3,5.1
2003/1/2,6.4,10.7,2.1
2003/1/3,7.5,10.9,5.3
2003/1/4,3.0,5.6,-0.2
2003/1/5,1.0,3.0,-1.0
2003/1/6,2.2,4.8,-0.3
2003/1/7,3.9,7.0,1.4
2003/1/8,4.1,8.2,-0.1
2003/1/9,6.3,10.0,3.7
2003/1/10,6.9,9.1,3.4
2003/1/11,8.2,10.5,5.8
2003/1/12,7.7,11.6,3.4
2003/1/13,10.0,14.1,4.7
2003/1/14,10.3,13.3,5.7
2003/1/15,5.9,8.7,2.7
2003/1/16,6.4,10.9,2.0
2003/1/17,9.1,14.9,3.6
2003/1/18,11.1,14.4,6.0
2003/1/19,7.7,9.7,5.4
2003/1/20,7.0,8.4,5.4
2003/1/21,5.9,9.1,4.0
2003/1/22,9.1,13.0,3.8
2003/1/23,8.6,12.9,6.5
2003/1/24,5.2,8.2,1.5
2003/1/25,5.7,10.0,0.3
2003/1/26,10.5,15.4,7.5
2003/1/27,10.4,14.4,4.4
2003/1/28,3.8,5.6,1.3
2003/1/29,1.4,4.5,-0.9
2003/1/30,2.6,5.0,1.1
2003/1/31,4.8,8.0,1.4
2003/2/1,5.9,8.9,3.2
2003/2/2,5.8,10.3,1.6
2003/2/3,5.3,10.7,1.3
2003/2/4,6.1,9.6,3.4
2003/2/5,5.0,6.9,2.6
2003/2/6,5.0,9.7,0.7
2003/2/7,7.9,13.1,1.9
2003/2/8,12.7,16.3,10.0
2003/2/9,11.5,16.0,7.3
2003/2/10,12.2,16.6,8.5
2003/2/11,10.9,13.4,6.9
2003/2/12,7.3,10.8,4.5
2003/2/13,5.1,7.8,1.9
2003/2/14,7.9,12.2,5.0
2003/2/15,7.7,9.8,6.1
2003/2/16,9.7,13.3,6.4
2003/2/17,8.4,14.7,3.5
2003/2/18,9.0,14.6,5.2
2003/2/19,8.3,13.1,4.9
2003/2/20,6.2,9.3,3.3
2003/2/21,7.7,12.5,2.5
2003/2/22,14.5,17.3,9.4
2003/2/23,12.4,16.5,9.7
2003/2/24,10.7,15.1,7.7
2003/2/25,9.6,14.8,5.4
2003/2/26,10.5,15.7,6.8
2003/2/27,10.1,14.8,6.5
2003/2/28,10.2,14.0,6.2
2003/3/1,12.0,16.0,9.7
2003/3/2,10.9,14.8,6.4
2003/3/3,12.5,16.4,7.7
2003/3/4,6.6,9.3,5.1
2003/3/5,6.9,8.9,4.0
2003/3/6,9.2,13.6,5.8
2003/3/7,9.8,11.5,7.4
2003/3/8,6.7,9.2,4.8
2003/3/9,6.6,11.4,2.7
2003/3/10,6.7,10.9,3.6
2003/3/11,7.4,12.2,3.6
2003/3/12,8.8,13.4,5.0
2003/3/13,10.1,14.8,7.8
2003/3/14,10.4,16.4,5.5
2003/3/15,10.0,12.5,8.0
2003/3/16,12.5,16.6,9.4
2003/3/17,12.6,14.9,10.5
2003/3/18,10.3,13.4,7.1
2003/3/19,9.5,14.9,5.4
2003/3/20,10.4,16.5,5.1
2003/3/21,10.5,18.2,5.6
2003/3/22,10.3,15.6,7.1
2003/3/23,11.6,18.3,6.2
2003/3/24,13.2,14.5,11.7
2003/3/25,12.5,16.1,9.3
2003/3/26,12.0,16.9,7.6
2003/3/27,12.9,17.9,9.6
2003/3/28,10.4,14.9,5.8
2003/3/29,11.1,14.8,7.7
2003/3/30,12.9,18.3,7.3
2003/3/31,17.0,21.0,11.8
