ダウンロードした時刻：2019/10/10 16:16:19

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,8.9,15.1,4.6
2001/12/2,10.2,16.6,5.4
2001/12/3,10.5,16.7,4.7
2001/12/4,11.5,15.0,6.9
2001/12/5,9.5,13.7,4.0
2001/12/6,10.2,12.0,8.0
2001/12/7,8.3,11.9,5.1
2001/12/8,9.6,14.5,3.6
2001/12/9,9.9,13.8,5.1
2001/12/10,8.4,10.9,6.1
2001/12/11,7.5,10.4,3.0
2001/12/12,6.5,11.7,0.4
2001/12/13,10.7,13.8,6.9
2001/12/14,6.1,9.5,4.7
2001/12/15,5.7,8.6,3.4
2001/12/16,6.0,10.9,1.2
2001/12/17,6.5,9.7,2.0
2001/12/18,7.6,12.0,3.7
2001/12/19,6.5,11.9,1.7
2001/12/20,7.1,11.9,3.6
2001/12/21,6.9,9.9,3.6
2001/12/22,5.9,8.9,3.3
2001/12/23,5.4,10.2,1.0
2001/12/24,5.9,11.5,2.3
2001/12/25,4.7,6.7,1.1
2001/12/26,7.4,10.8,3.8
2001/12/27,7.0,12.1,2.4
2001/12/28,6.9,10.8,3.1
2001/12/29,6.5,11.0,0.6
2001/12/30,6.8,9.2,5.0
2001/12/31,6.2,10.3,2.7
2002/1/1,5.8,11.1,2.0
2002/1/2,2.5,6.1,-0.9
2002/1/3,3.3,6.2,-0.4
2002/1/4,9.6,12.2,5.1
2002/1/5,8.3,11.7,3.3
2002/1/6,4.7,9.1,0.5
2002/1/7,7.4,17.4,-0.4
2002/1/8,5.3,7.4,3.4
2002/1/9,6.3,9.3,4.1
2002/1/10,7.8,12.9,2.7
2002/1/11,10.4,15.3,4.8
2002/1/12,10.9,16.6,3.6
2002/1/13,9.6,16.6,4.8
2002/1/14,9.5,13.2,5.6
2002/1/15,11.0,14.5,8.5
2002/1/16,12.0,15.9,10.2
2002/1/17,8.8,11.4,5.8
2002/1/18,6.4,8.4,5.2
2002/1/19,5.1,8.8,2.1
2002/1/20,5.5,9.8,-0.3
2002/1/21,8.7,12.0,5.3
2002/1/22,6.1,7.9,4.4
2002/1/23,4.6,6.4,3.2
2002/1/24,5.4,9.0,3.0
2002/1/25,5.5,10.0,0.5
2002/1/26,5.4,7.7,3.9
2002/1/27,8.2,11.8,6.0
2002/1/28,6.9,10.2,3.3
2002/1/29,3.8,6.7,1.9
2002/1/30,4.4,8.2,0.3
2002/1/31,3.9,8.6,-0.2
2002/2/1,4.6,10.7,-0.6
2002/2/2,4.4,7.4,0.2
2002/2/3,6.6,9.2,4.4
2002/2/4,5.5,10.8,0.0
2002/2/5,6.3,9.4,2.9
2002/2/6,7.5,14.6,2.5
2002/2/7,8.4,14.4,2.4
2002/2/8,6.6,12.3,0.0
2002/2/9,8.1,12.2,4.1
2002/2/10,5.0,9.0,3.3
2002/2/11,3.9,6.7,1.3
2002/2/12,5.0,9.3,0.7
2002/2/13,6.2,10.4,1.5
2002/2/14,5.3,9.5,1.4
2002/2/15,4.2,9.7,-0.6
2002/2/16,4.7,10.4,-1.5
2002/2/17,5.8,7.7,2.8
2002/2/18,7.5,10.7,2.7
2002/2/19,5.0,8.1,2.4
2002/2/20,8.0,,3.1
2002/2/21,8.8,15.2,0.9
2002/2/22,11.6,16.9,8.1
2002/2/23,10.1,14.1,5.1
2002/2/24,8.5,13.2,5.1
2002/2/25,6.6,11.5,0.8
2002/2/26,9.2,12.9,4.7
2002/2/27,10.2,13.6,8.4
2002/2/28,10.2,11.4,8.9
2002/3/1,12.0,15.6,8.7
2002/3/2,10.4,14.8,6.3
2002/3/3,7.5,11.7,4.3
2002/3/4,7.9,13.9,2.0
2002/3/5,8.9,11.0,7.7
2002/3/6,10.6,13.5,8.2
2002/3/7,8.1,11.5,5.4
2002/3/8,6.9,12.1,2.9
2002/3/9,8.3,16.1,0.3
2002/3/10,11.9,19.0,2.8
2002/3/11,12.5,17.3,9.3
2002/3/12,12.8,19.3,6.2
2002/3/13,11.1,16.4,5.2
2002/3/14,10.9,17.4,4.2
2002/3/15,14.9,19.7,10.8
2002/3/16,12.9,17.9,9.1
2002/3/17,14.0,21.7,6.9
2002/3/18,12.0,18.3,7.2
2002/3/19,13.4,18.6,6.1
2002/3/20,14.3,22.2,10.5
2002/3/21,14.9,21.1,8.0
2002/3/22,11.7,14.9,10.2
2002/3/23,9.9,13.4,5.1
2002/3/24,8.8,13.8,4.8
2002/3/25,8.3,12.9,3.2
2002/3/26,12.1,16.7,6.8
2002/3/27,12.4,16.3,7.9
2002/3/28,9.2,15.0,2.9
2002/3/29,13.7,21.2,7.1
2002/3/30,15.6,20.4,11.5
2002/3/31,14.5,20.7,9.2
