ダウンロードした時刻：2017/07/24 15:39:54

,松本,松本,松本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/1/1,-2.9,3.6,-7.6
1983/1/2,-2.0,3.3,-5.3
1983/1/3,-1.8,5.4,-7.2
1983/1/4,-0.1,6.2,-4.8
1983/1/5,5.8,8.1,0.7
1983/1/6,3.9,7.5,0.4
1983/1/7,6.3,11.0,0.0
1983/1/8,8.7,13.4,1.1
1983/1/9,0.3,5.7,-3.5
1983/1/10,-2.2,1.2,-6.0
1983/1/11,-1.7,3.5,-6.7
1983/1/12,1.0,6.5,-3.4
1983/1/13,0.2,6.5,-4.3
1983/1/14,-1.4,2.6,-4.1
1983/1/15,-1.5,3.8,-5.5
1983/1/16,-1.2,4.8,-6.4
1983/1/17,0.1,5.7,-5.6
1983/1/18,-0.1,0.7,-0.9
1983/1/19,-0.3,1.7,-2.8
1983/1/20,-2.3,0.6,-6.3
1983/1/21,-3.5,2.1,-10.0
1983/1/22,-6.1,-2.5,-9.5
1983/1/23,-6.4,-0.2,-12.2
1983/1/24,-4.3,2.9,-11.6
1983/1/25,-3.6,4.4,-9.6
1983/1/26,-1.9,5.4,-8.0
1983/1/27,-1.6,5.3,-6.6
1983/1/28,-2.0,5.6,-7.6
1983/1/29,0.6,12.6,-7.9
1983/1/30,0.9,8.6,-2.9
1983/1/31,-2.3,2.8,-6.6
1983/2/1,0.2,9.8,-8.4
1983/2/2,1.3,2.5,0.0
1983/2/3,0.0,3.2,-3.9
1983/2/4,-2.2,3.9,-6.8
1983/2/5,0.6,7.6,-6.6
1983/2/6,3.4,6.6,0.7
1983/2/7,-0.2,2.3,-2.4
1983/2/8,-1.1,1.0,-3.6
1983/2/9,-0.6,2.3,-3.4
1983/2/10,-0.4,4.3,-3.1
1983/2/11,-0.8,3.4,-6.1
1983/2/12,-1.8,1.9,-6.1
1983/2/13,-4.4,-0.3,-8.9
1983/2/14,-4.8,1.2,-11.4
1983/2/15,1.6,8.8,-5.4
1983/2/16,-0.3,6.3,-6.6
1983/2/17,-0.7,0.4,-2.3
1983/2/18,1.2,6.2,-2.6
1983/2/19,-1.5,2.8,-4.4
1983/2/20,-1.0,2.7,-3.4
1983/2/21,-2.1,3.6,-6.4
1983/2/22,-3.0,4.7,-9.6
1983/2/23,-0.9,5.7,-8.2
1983/2/24,0.5,2.6,-1.1
1983/2/25,-0.1,6.0,-4.6
1983/2/26,-2.0,4.1,-6.7
1983/2/27,-1.0,6.9,-7.5
1983/2/28,0.2,9.1,-6.6
1983/3/1,2.5,9.4,-6.6
1983/3/2,9.8,15.9,1.4
1983/3/3,5.1,10.7,0.0
1983/3/4,1.7,7.5,-1.2
1983/3/5,0.1,5.6,-4.0
1983/3/6,-0.1,8.2,-6.7
1983/3/7,-0.7,4.2,-5.3
1983/3/8,-2.3,4.2,-7.4
1983/3/9,0.5,9.5,-7.8
1983/3/10,2.2,4.0,0.2
1983/3/11,3.2,9.2,-0.7
1983/3/12,6.1,13.9,-2.4
1983/3/13,3.1,7.7,0.3
1983/3/14,-0.5,4.3,-4.7
1983/3/15,0.3,8.7,-6.8
1983/3/16,4.0,10.6,-1.9
1983/3/17,2.8,10.5,0.2
1983/3/18,-0.5,3.6,-4.5
1983/3/19,0.1,8.8,-7.4
1983/3/20,5.9,16.5,-4.5
1983/3/21,5.5,8.2,2.7
1983/3/22,9.5,16.6,3.3
1983/3/23,10.5,14.7,7.9
1983/3/24,6.0,8.8,3.0
1983/3/25,4.4,11.1,1.9
1983/3/26,4.7,11.2,0.5
1983/3/27,3.3,6.0,0.7
1983/3/28,5.7,13.7,1.6
1983/3/29,5.1,8.8,1.2
1983/3/30,6.4,10.8,2.8
1983/3/31,7.7,15.2,0.7
1983/4/1,6.5,8.4,4.5
1983/4/2,10.3,13.9,6.3
1983/4/3,10.2,18.2,3.7
1983/4/4,9.5,15.7,4.2
1983/4/5,8.4,16.7,2.4
1983/4/6,11.1,20.6,0.5
1983/4/7,14.7,20.8,9.6
1983/4/8,12.9,19.9,6.5
1983/4/9,13.0,22.7,2.7
1983/4/10,10.6,13.6,9.0
1983/4/11,13.7,19.8,8.3
1983/4/12,11.4,15.9,7.3
1983/4/13,12.5,21.5,6.2
1983/4/14,13.7,20.8,5.4
1983/4/15,15.3,20.3,10.0
1983/4/16,11.2,20.0,8.5
1983/4/17,9.2,10.8,7.7
1983/4/18,14.8,24.4,6.1
1983/4/19,16.2,19.0,11.5
1983/4/20,11.6,18.6,3.3
1983/4/21,11.1,20.1,0.8
1983/4/22,12.7,17.8,9.7
1983/4/23,13.9,21.5,7.5
1983/4/24,14.0,24.8,4.0
1983/4/25,15.9,26.9,5.8
1983/4/26,17.6,28.4,7.1
1983/4/27,18.5,26.2,12.3
1983/4/28,15.6,21.2,10.4
1983/4/29,20.1,24.9,11.9
1983/4/30,10.2,13.8,5.1
1983/5/1,10.5,16.9,3.5
