ダウンロードした時刻：2019/10/10 15:48:59

,高山,高山,高山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,1.9,6.4,-3.2
1985/12/2,3.6,8.8,-1.2
1985/12/3,2.6,9.3,-1.4
1985/12/4,3.2,7.0,-2.8
1985/12/5,4.9,10.9,-0.9
1985/12/6,2.7,9.4,-2.5
1985/12/7,4.8,9.5,2.6
1985/12/8,4.2,8.7,1.7
1985/12/9,0.8,3.0,-1.5
1985/12/10,-2.8,-0.2,-4.5
1985/12/11,-1.4,2.5,-5.3
1985/12/12,-1.3,3.1,-3.7
1985/12/13,-0.5,3.4,-4.2
1985/12/14,1.3,4.0,-0.5
1985/12/15,-3.0,-0.3,-7.3
1985/12/16,-6.1,-0.6,-11.7
1985/12/17,-4.2,-0.2,-7.9
1985/12/18,-3.3,1.5,-5.9
1985/12/19,-2.0,3.1,-7.9
1985/12/20,-2.1,-0.5,-3.1
1985/12/21,-2.8,1.7,-7.2
1985/12/22,-1.7,0.8,-6.9
1985/12/23,1.9,5.6,0.5
1985/12/24,-3.4,0.6,-9.2
1985/12/25,-5.0,-0.3,-11.4
1985/12/26,0.2,5.4,-3.2
1985/12/27,-1.1,1.7,-5.1
1985/12/28,-4.2,4.0,-10.2
1985/12/29,-2.0,6.6,-10.5
1985/12/30,2.3,4.0,0.4
1985/12/31,3.1,7.1,-0.2
1986/1/1,0.3,4.0,-2.5
1986/1/2,-3.0,0.8,-5.9
1986/1/3,-2.8,2.1,-7.5
1986/1/4,0.3,1.5,-2.3
1986/1/5,-3.7,0.1,-5.6
1986/1/6,-5.6,-2.8,-8.3
1986/1/7,-4.4,3.3,-9.4
1986/1/8,-3.1,4.1,-9.4
1986/1/9,-3.3,-1.1,-5.4
1986/1/10,-3.8,-1.3,-6.2
1986/1/11,-4.6,0.0,-8.1
1986/1/12,-6.0,-0.2,-11.1
1986/1/13,-6.0,0.0,-13.2
1986/1/14,-4.0,-0.9,-7.3
1986/1/15,-3.7,3.0,-9.0
1986/1/16,-2.8,4.8,-9.9
1986/1/17,0.2,5.7,-3.2
1986/1/18,0.0,4.2,-2.3
1986/1/19,-3.5,5.3,-10.0
1986/1/20,-2.1,5.6,-8.0
1986/1/21,-0.5,3.2,-3.3
1986/1/22,-4.5,-1.7,-6.4
1986/1/23,-4.1,-1.8,-6.8
1986/1/24,-3.9,-0.1,-7.8
1986/1/25,-5.2,-1.2,-8.4
1986/1/26,-4.8,-1.7,-7.3
1986/1/27,-4.8,-0.5,-7.6
1986/1/28,-3.8,0.1,-8.8
1986/1/29,-2.6,3.1,-7.4
1986/1/30,-2.2,7.1,-11.7
1986/1/31,0.4,5.0,-4.7
1986/2/1,-2.6,1.1,-8.1
1986/2/2,-4.3,3.1,-9.7
1986/2/3,-2.5,2.6,-9.0
1986/2/4,-4.0,0.9,-8.3
1986/2/5,-4.6,1.1,-8.5
1986/2/6,-4.7,0.7,-9.5
1986/2/7,-5.4,1.2,-9.5
1986/2/8,-5.6,1.1,-12.1
1986/2/9,-5.1,0.9,-9.8
1986/2/10,-5.0,0.0,-10.6
1986/2/11,-5.6,-0.3,-12.0
1986/2/12,-1.8,3.5,-6.1
1986/2/13,-1.6,5.2,-9.6
1986/2/14,2.3,7.5,-0.4
1986/2/15,-0.7,5.9,-4.0
1986/2/16,-5.9,-3.1,-7.7
1986/2/17,-4.7,0.8,-10.7
1986/2/18,-4.0,0.3,-8.3
1986/2/19,0.4,3.4,-2.9
1986/2/20,-2.9,2.9,-7.9
1986/2/21,-3.4,1.1,-6.7
1986/2/22,-2.6,4.1,-9.6
1986/2/23,-1.6,3.6,-8.0
1986/2/24,-3.8,0.0,-5.9
1986/2/25,-4.9,-1.4,-6.7
1986/2/26,-2.4,2.1,-9.0
1986/2/27,-0.4,4.1,-3.3
1986/2/28,-5.1,-2.3,-8.4
1986/3/1,-3.9,3.3,-11.7
1986/3/2,-2.6,3.9,-8.5
1986/3/3,-2.9,1.3,-6.8
1986/3/4,-3.2,6.0,-11.3
1986/3/5,-3.8,0.6,-9.5
1986/3/6,0.5,6.5,-3.8
1986/3/7,0.9,11.1,-6.5
1986/3/8,1.6,12.2,-5.2
1986/3/9,3.8,14.5,-5.8
1986/3/10,4.3,10.9,1.3
1986/3/11,2.9,5.6,1.3
1986/3/12,2.8,7.3,-2.0
1986/3/13,3.3,10.9,-5.1
1986/3/14,3.1,4.7,1.4
1986/3/15,8.1,17.8,2.6
1986/3/16,4.3,10.8,-0.9
1986/3/17,0.2,4.3,-2.5
1986/3/18,0.6,7.4,-6.3
1986/3/19,5.3,9.0,1.6
1986/3/20,1.8,5.4,-0.2
1986/3/21,2.3,6.9,-0.5
1986/3/22,3.9,10.9,-0.9
1986/3/23,0.9,2.1,0.1
1986/3/24,0.1,2.6,-1.7
1986/3/25,-0.2,4.4,-5.0
1986/3/26,1.0,10.9,-6.7
1986/3/27,4.8,14.4,-4.8
1986/3/28,4.2,5.7,2.5
1986/3/29,5.5,12.3,0.5
1986/3/30,6.1,13.6,-0.6
1986/3/31,4.6,8.6,-1.3
