ダウンロードした時刻：2017/07/24 15:44:51

,洲本,洲本,洲本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,7.2,10.9,4.2
1989/1/2,6.3,9.2,4.0
1989/1/3,7.4,10.7,4.7
1989/1/4,5.4,8.5,2.6
1989/1/5,4.3,7.6,1.9
1989/1/6,5.5,8.2,1.5
1989/1/7,8.5,10.4,6.0
1989/1/8,12.2,15.2,9.5
1989/1/9,10.5,12.1,9.4
1989/1/10,9.9,13.2,8.4
1989/1/11,8.9,10.2,6.6
1989/1/12,8.1,10.0,4.9
1989/1/13,5.9,8.4,4.6
1989/1/14,5.9,7.5,4.6
1989/1/15,3.7,6.7,1.4
1989/1/16,4.5,8.1,1.0
1989/1/17,6.9,10.1,4.4
1989/1/18,7.4,10.4,5.3
1989/1/19,15.3,18.2,10.2
1989/1/20,13.1,16.9,9.0
1989/1/21,8.3,11.1,6.3
1989/1/22,6.8,8.7,5.1
1989/1/23,7.1,9.0,4.7
1989/1/24,6.4,9.5,3.8
1989/1/25,6.2,9.6,2.6
1989/1/26,6.1,6.7,5.1
1989/1/27,3.6,6.8,0.7
1989/1/28,1.7,4.7,-0.1
1989/1/29,2.7,6.2,-0.7
1989/1/30,4.8,8.4,0.3
1989/1/31,7.4,10.1,3.5
1989/2/1,6.0,9.0,2.4
1989/2/2,3.3,6.3,1.4
1989/2/3,2.9,6.9,-0.1
1989/2/4,4.0,7.5,0.4
1989/2/5,5.2,9.1,1.4
1989/2/6,5.9,9.5,3.3
1989/2/7,6.5,9.8,3.1
1989/2/8,7.7,10.5,5.7
1989/2/9,9.1,12.0,6.4
1989/2/10,3.9,7.3,1.1
1989/2/11,3.6,6.7,-0.3
1989/2/12,5.3,8.5,2.2
1989/2/13,4.3,8.3,0.7
1989/2/14,5.8,9.3,2.0
1989/2/15,8.9,13.6,2.5
1989/2/16,13.6,16.1,9.4
1989/2/17,9.5,13.7,7.8
1989/2/18,7.5,10.9,6.0
1989/2/19,6.0,9.8,3.0
1989/2/20,6.1,9.0,3.1
1989/2/21,7.4,9.4,5.9
1989/2/22,6.0,8.5,4.1
1989/2/23,4.6,6.0,3.1
1989/2/24,6.5,7.5,4.5
1989/2/25,9.6,17.3,7.5
1989/2/26,5.9,9.7,1.6
1989/2/27,6.1,9.0,0.7
1989/2/28,10.6,13.9,6.6
1989/3/1,9.0,14.1,4.0
1989/3/2,7.6,12.3,2.2
1989/3/3,11.0,15.3,7.4
1989/3/4,13.0,17.9,6.6
1989/3/5,6.9,9.9,3.3
1989/3/6,6.0,9.8,2.1
1989/3/7,5.3,9.5,2.4
1989/3/8,4.4,7.3,1.8
1989/3/9,4.2,9.1,-0.1
1989/3/10,6.2,11.4,1.4
1989/3/11,8.6,13.2,4.7
1989/3/12,10.9,14.6,6.4
1989/3/13,9.2,12.8,8.5
1989/3/14,11.6,16.6,7.9
1989/3/15,9.5,14.5,5.6
1989/3/16,7.7,11.3,3.5
1989/3/17,6.2,9.9,4.1
1989/3/18,6.7,11.1,3.4
1989/3/19,7.0,12.3,2.9
1989/3/20,7.0,10.7,3.7
1989/3/21,7.9,12.7,3.4
1989/3/22,7.4,11.4,3.5
1989/3/23,7.8,12.0,3.5
1989/3/24,10.0,14.1,6.7
1989/3/25,9.1,12.6,5.4
1989/3/26,7.3,9.9,4.6
1989/3/27,6.9,8.7,5.6
1989/3/28,8.7,13.3,6.1
1989/3/29,8.5,13.7,2.8
1989/3/30,11.7,15.1,6.1
1989/3/31,12.6,14.9,10.6
1989/4/1,13.8,20.3,9.3
1989/4/2,13.1,17.2,7.9
1989/4/3,14.0,17.4,12.0
1989/4/4,11.3,15.6,7.8
1989/4/5,11.9,17.7,7.2
1989/4/6,13.0,17.0,8.5
1989/4/7,13.7,19.2,9.1
1989/4/8,12.1,14.1,10.9
1989/4/9,13.4,17.7,9.3
1989/4/10,12.7,14.5,11.1
1989/4/11,11.3,16.8,7.1
1989/4/12,10.3,15.0,5.5
1989/4/13,12.3,16.9,6.5
1989/4/14,14.7,18.8,10.1
1989/4/15,14.5,17.4,12.4
1989/4/16,15.4,20.1,11.2
1989/4/17,14.3,19.7,10.0
1989/4/18,17.3,22.6,11.9
1989/4/19,17.8,22.8,12.8
1989/4/20,18.2,23.5,14.2
1989/4/21,17.9,24.5,13.8
1989/4/22,14.6,17.5,13.8
1989/4/23,13.6,14.5,12.8
1989/4/24,12.5,14.6,10.8
1989/4/25,12.2,17.0,7.1
1989/4/26,14.3,19.6,8.4
1989/4/27,17.4,22.2,12.2
1989/4/28,11.2,14.5,8.6
1989/4/29,11.9,15.6,5.7
1989/4/30,13.2,16.4,10.6
1989/5/1,12.9,15.3,11.0
