ダウンロードした時刻：2019/10/10 16:04:42

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,11.2,15.3,7.9
1982/12/2,10.6,15.2,6.0
1982/12/3,9.4,14.7,4.3
1982/12/4,9.0,16.5,3.2
1982/12/5,11.3,14.5,6.8
1982/12/6,4.4,7.4,2.8
1982/12/7,5.5,10.5,0.9
1982/12/8,5.9,9.7,4.4
1982/12/9,7.7,13.1,2.9
1982/12/10,10.0,15.1,5.6
1982/12/11,13.9,19.3,9.9
1982/12/12,5.2,10.1,0.3
1982/12/13,3.6,6.7,0.9
1982/12/14,5.8,11.0,0.5
1982/12/15,5.4,11.0,0.8
1982/12/16,6.4,11.4,2.1
1982/12/17,6.3,8.5,1.7
1982/12/18,3.0,7.2,0.4
1982/12/19,3.4,9.6,0.3
1982/12/20,6.6,12.2,0.5
1982/12/21,6.3,12.4,0.9
1982/12/22,10.0,13.4,3.4
1982/12/23,8.6,11.0,6.7
1982/12/24,9.1,12.8,3.8
1982/12/25,6.9,9.2,3.7
1982/12/26,5.4,7.6,3.7
1982/12/27,5.8,9.1,3.2
1982/12/28,5.0,10.5,1.4
1982/12/29,7.6,10.9,1.4
1982/12/30,6.8,8.9,5.6
1982/12/31,3.6,5.9,1.4
1983/1/1,4.4,8.4,2.7
1983/1/2,5.2,9.6,0.6
1983/1/3,5.2,7.8,2.9
1983/1/4,6.2,10.8,3.0
1983/1/5,8.8,12.1,6.9
1983/1/6,8.5,11.1,4.6
1983/1/7,9.6,15.6,1.4
1983/1/8,7.5,14.0,2.8
1983/1/9,1.9,4.0,0.7
1983/1/10,0.0,2.3,-1.4
1983/1/11,1.2,4.8,-0.9
1983/1/12,2.6,7.2,-0.4
1983/1/13,3.0,6.4,0.6
1983/1/14,3.2,7.2,1.0
1983/1/15,2.2,4.8,1.0
1983/1/16,3.8,10.4,-0.9
1983/1/17,4.6,10.3,-0.2
1983/1/18,5.0,7.7,2.8
1983/1/19,3.5,7.5,1.6
1983/1/20,-1.0,1.7,-4.0
1983/1/21,-0.6,3.8,-5.4
1983/1/22,-0.5,1.3,-2.1
1983/1/23,1.4,4.9,-2.5
1983/1/24,2.5,4.1,0.0
1983/1/25,3.3,9.6,-0.8
1983/1/26,3.6,8.2,0.7
1983/1/27,4.7,10.5,1.5
1983/1/28,5.4,12.3,1.2
1983/1/29,5.6,14.2,-1.3
1983/1/30,6.1,14.2,3.2
1983/1/31,3.1,7.1,-0.5
1983/2/1,6.2,14.1,-1.1
1983/2/2,7.1,8.7,5.7
1983/2/3,4.1,6.8,2.4
1983/2/4,3.1,8.4,-0.9
1983/2/5,4.2,9.6,-1.8
1983/2/6,6.8,13.1,2.8
1983/2/7,3.7,8.1,0.8
1983/2/8,3.6,7.3,0.1
1983/2/9,3.3,5.9,-0.3
1983/2/10,0.1,3.3,-1.2
1983/2/11,1.9,5.9,-1.6
1983/2/12,-0.4,3.9,-2.8
1983/2/13,-1.7,-0.1,-2.9
1983/2/14,1.1,4.9,-1.9
1983/2/15,4.5,8.5,0.8
1983/2/16,3.8,10.3,-1.5
1983/2/17,3.8,7.3,-0.2
1983/2/18,2.4,7.0,-0.7
1983/2/19,2.0,4.8,-1.3
1983/2/20,1.0,4.3,-2.8
1983/2/21,0.0,3.9,-2.8
1983/2/22,2.5,7.8,-1.0
1983/2/23,4.4,9.4,-0.8
1983/2/24,4.3,7.1,1.4
1983/2/25,4.1,8.7,1.8
1983/2/26,4.5,7.3,1.9
1983/2/27,4.3,9.4,-1.3
1983/2/28,4.8,12.4,-1.5
1983/3/1,7.4,15.4,-0.7
1983/3/2,15.5,20.3,8.1
1983/3/3,7.6,12.7,5.4
1983/3/4,5.4,8.6,2.3
1983/3/5,4.3,7.3,3.1
1983/3/6,4.4,9.5,1.7
1983/3/7,1.7,5.8,0.2
1983/3/8,2.8,5.5,0.5
1983/3/9,5.0,11.5,-1.5
1983/3/10,5.5,7.1,4.0
1983/3/11,6.6,13.0,2.3
1983/3/12,9.7,16.2,1.6
1983/3/13,7.1,9.8,3.7
1983/3/14,3.6,5.9,1.4
1983/3/15,6.1,11.7,0.4
1983/3/16,6.4,10.1,1.9
1983/3/17,6.6,11.1,3.8
1983/3/18,3.4,5.8,0.4
1983/3/19,5.6,13.1,-0.7
1983/3/20,11.2,18.1,1.7
1983/3/21,11.2,17.2,6.9
1983/3/22,11.0,18.6,4.0
1983/3/23,13.9,15.4,9.6
1983/3/24,8.9,12.7,6.6
1983/3/25,7.0,11.1,2.2
1983/3/26,6.7,12.9,1.0
1983/3/27,8.9,13.5,5.0
1983/3/28,8.9,13.9,5.0
1983/3/29,8.4,13.2,3.5
1983/3/30,8.9,11.9,5.6
1983/3/31,10.7,16.0,5.0
