ダウンロードした時刻：2019/10/10 16:05:09

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/12/1,9.4,15.7,4.7
2004/12/2,9.7,15.1,4.7
2004/12/3,9.7,18.9,1.9
2004/12/4,14.5,19.0,9.7
2004/12/5,12.5,16.1,10.0
2004/12/6,9.5,13.1,4.7
2004/12/7,10.2,12.7,6.4
2004/12/8,8.7,14.4,3.5
2004/12/9,9.2,16.4,4.8
2004/12/10,10.9,18.9,5.0
2004/12/11,9.9,14.9,5.6
2004/12/12,9.7,15.4,3.8
2004/12/13,10.1,14.4,7.1
2004/12/14,9.4,15.2,4.5
2004/12/15,8.7,16.6,3.7
2004/12/16,10.3,13.9,6.3
2004/12/17,8.1,11.7,3.8
2004/12/18,9.4,15.0,4.2
2004/12/19,10.0,13.2,7.7
2004/12/20,11.5,15.3,7.7
2004/12/21,7.7,10.4,5.7
2004/12/22,6.6,9.8,4.3
2004/12/23,2.7,4.4,1.0
2004/12/24,3.3,5.6,1.2
2004/12/25,5.1,10.3,0.5
2004/12/26,6.0,8.8,3.9
2004/12/27,5.6,8.4,3.8
2004/12/28,4.6,7.1,3.2
2004/12/29,3.8,6.3,0.2
2004/12/30,3.2,6.9,0.8
2004/12/31,1.7,4.4,0.3
2005/1/1,3.2,5.7,0.7
2005/1/2,3.5,8.1,-0.7
2005/1/3,8.2,11.1,3.7
2005/1/4,6.7,11.4,1.7
2005/1/5,3.8,5.8,2.0
2005/1/6,4.6,8.1,0.6
2005/1/7,5.7,9.0,3.0
2005/1/8,1.4,3.6,0.1
2005/1/9,0.8,3.2,-0.1
2005/1/10,1.9,5.2,-1.5
2005/1/11,3.7,6.3,0.7
2005/1/12,3.5,4.9,1.2
2005/1/13,3.5,7.9,0.4
2005/1/14,4.2,9.1,1.4
2005/1/15,4.4,9.5,0.9
2005/1/16,6.1,9.0,2.0
2005/1/17,6.7,8.7,3.3
2005/1/18,4.7,9.6,1.8
2005/1/19,6.1,11.7,2.7
2005/1/20,2.7,5.4,-0.1
2005/1/21,2.1,4.3,-0.2
2005/1/22,2.8,7.0,0.3
2005/1/23,3.6,8.7,0.4
2005/1/24,5.1,12.4,-0.9
2005/1/25,4.9,6.2,3.2
2005/1/26,4.5,8.0,2.1
2005/1/27,5.1,11.3,0.3
2005/1/28,5.5,12.3,1.2
2005/1/29,7.8,15.5,0.1
2005/1/30,4.0,7.3,1.6
2005/1/31,1.9,5.4,-0.2
2005/2/1,-2.0,0.5,-3.9
2005/2/2,0.0,3.1,-3.3
2005/2/3,0.7,2.3,-1.5
2005/2/4,3.5,7.2,0.8
2005/2/5,4.6,6.3,2.7
2005/2/6,3.6,5.7,0.9
2005/2/7,3.4,7.1,0.9
2005/2/8,5.6,10.8,2.2
2005/2/9,8.0,14.0,3.2
2005/2/10,5.5,9.7,0.9
2005/2/11,1.0,3.4,0.1
2005/2/12,1.3,3.2,-0.2
2005/2/13,3.0,8.1,0.5
2005/2/14,5.0,9.5,1.1
2005/2/15,5.3,11.2,1.1
2005/2/16,9.1,12.6,4.4
2005/2/17,7.0,8.7,5.7
2005/2/18,5.0,8.6,1.5
2005/2/19,5.3,7.9,1.9
2005/2/20,1.0,7.2,-2.4
2005/2/21,0.3,4.2,-3.1
2005/2/22,3.5,8.4,-2.1
2005/2/23,7.7,11.6,2.2
2005/2/24,2.7,6.0,0.0
2005/2/25,4.9,8.7,3.2
2005/2/26,1.1,4.4,0.1
2005/2/27,1.2,4.3,0.0
2005/2/28,3.4,7.4,0.0
2005/3/1,1.8,4.7,0.3
2005/3/2,3.3,7.4,0.6
2005/3/3,4.4,8.4,1.1
2005/3/4,4.7,9.2,0.7
2005/3/5,2.9,7.4,0.2
2005/3/6,2.7,9.2,-0.7
2005/3/7,6.8,14.5,-0.7
2005/3/8,9.5,17.4,2.3
2005/3/9,8.8,13.3,6.0
2005/3/10,12.7,20.4,4.9
2005/3/11,11.0,15.3,7.7
2005/3/12,2.5,8.0,-0.4
2005/3/13,-0.8,0.3,-1.5
2005/3/14,1.1,5.1,-3.2
2005/3/15,3.9,8.6,-1.4
2005/3/16,7.2,14.3,2.0
2005/3/17,11.2,17.0,5.8
2005/3/18,6.8,10.0,2.7
2005/3/19,5.5,12.9,-0.3
2005/3/20,8.6,14.4,1.9
2005/3/21,10.1,14.9,2.9
2005/3/22,12.1,15.1,10.4
2005/3/23,7.8,10.4,4.4
2005/3/24,5.6,11.9,1.8
2005/3/25,3.5,5.8,0.2
2005/3/26,8.3,14.3,2.5
2005/3/27,11.4,19.0,3.0
2005/3/28,11.4,14.8,7.4
2005/3/29,8.5,11.3,4.4
2005/3/30,7.0,12.7,1.2
2005/3/31,8.9,15.5,2.9
