ダウンロードした時刻：2019/10/10 16:20:08

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,9.7,13.8,7.0
2001/12/2,10.2,16.6,6.1
2001/12/3,11.8,16.7,8.6
2001/12/4,11.9,15.2,9.6
2001/12/5,11.0,15.7,7.1
2001/12/6,7.3,9.4,5.0
2001/12/7,5.5,9.9,1.8
2001/12/8,8.2,11.8,3.0
2001/12/9,9.8,13.6,6.0
2001/12/10,10.4,11.6,7.8
2001/12/11,11.6,12.7,10.5
2001/12/12,11.6,14.3,9.8
2001/12/13,10.0,13.8,4.5
2001/12/14,5.1,6.7,3.9
2001/12/15,4.1,7.1,0.4
2001/12/16,5.0,8.2,0.7
2001/12/17,6.6,10.3,3.1
2001/12/18,6.1,9.5,1.7
2001/12/19,5.7,10.7,1.8
2001/12/20,6.3,11.8,1.0
2001/12/21,7.0,9.4,4.5
2001/12/22,3.6,5.9,0.2
2001/12/23,4.7,8.2,-0.3
2001/12/24,4.0,7.7,0.4
2001/12/25,5.2,8.0,2.9
2001/12/26,6.9,11.2,2.0
2001/12/27,6.2,8.3,2.9
2001/12/28,4.7,8.0,1.4
2001/12/29,7.3,10.2,3.3
2001/12/30,5.0,7.4,2.6
2001/12/31,5.8,11.9,-0.6
2002/1/1,7.8,12.5,1.6
2002/1/2,1.2,3.0,-0.8
2002/1/3,3.0,6.8,-0.8
2002/1/4,10.4,12.3,6.4
2002/1/5,7.2,10.1,1.8
2002/1/6,6.4,11.8,1.1
2002/1/7,7.8,14.2,2.6
2002/1/8,2.7,4.6,1.6
2002/1/9,4.6,8.7,1.8
2002/1/10,10.9,14.6,3.7
2002/1/11,11.8,14.3,9.9
2002/1/12,12.9,17.6,9.2
2002/1/13,13.1,16.4,10.0
2002/1/14,14.1,15.6,13.1
2002/1/15,17.3,18.8,14.7
2002/1/16,12.7,18.2,9.0
2002/1/17,8.2,10.2,6.0
2002/1/18,8.6,10.0,6.7
2002/1/19,9.2,10.6,8.0
2002/1/20,9.6,11.5,7.6
2002/1/21,7.2,9.7,4.1
2002/1/22,3.8,6.5,2.6
2002/1/23,3.1,5.7,2.1
2002/1/24,3.3,8.8,0.1
2002/1/25,5.7,9.5,-0.4
2002/1/26,8.3,9.7,7.1
2002/1/27,7.1,8.8,3.7
2002/1/28,4.1,6.8,2.2
2002/1/29,2.9,5.2,0.2
2002/1/30,4.7,6.7,1.6
2002/1/31,2.5,5.8,-1.4
2002/2/1,3.9,10.2,-1.2
2002/2/2,5.8,12.5,1.6
2002/2/3,7.6,10.9,3.1
2002/2/4,7.5,12.2,3.7
2002/2/5,8.8,12.5,5.8
2002/2/6,9.1,14.5,3.1
2002/2/7,9.8,12.7,4.0
2002/2/8,10.3,15.9,3.7
2002/2/9,5.9,9.8,1.6
2002/2/10,5.5,8.8,3.2
2002/2/11,4.4,7.7,2.2
2002/2/12,3.4,8.5,-1.3
2002/2/13,6.1,10.8,1.0
2002/2/14,5.2,10.5,1.3
2002/2/15,5.7,11.6,1.2
2002/2/16,7.8,13.7,1.4
2002/2/17,10.7,13.8,7.7
2002/2/18,6.0,8.7,4.3
2002/2/19,3.0,6.5,-0.6
2002/2/20,7.6,14.1,-0.1
2002/2/21,11.9,15.5,6.5
2002/2/22,10.8,15.7,7.0
2002/2/23,9.1,13.9,4.2
2002/2/24,9.5,12.9,6.6
2002/2/25,9.6,14.4,3.7
2002/2/26,10.9,12.4,8.5
2002/2/27,10.4,12.1,8.8
2002/2/28,9.7,13.7,6.4
2002/3/1,10.1,13.4,6.0
2002/3/2,10.7,13.0,7.2
2002/3/3,9.7,13.5,5.6
2002/3/4,9.2,14.3,3.8
2002/3/5,9.9,10.9,8.7
2002/3/6,7.8,11.3,5.3
2002/3/7,6.2,9.8,3.9
2002/3/8,7.4,12.5,1.7
2002/3/9,12.1,17.4,5.1
2002/3/10,14.5,18.0,11.7
2002/3/11,12.3,16.8,7.2
2002/3/12,12.9,18.7,7.3
2002/3/13,11.4,17.3,6.7
2002/3/14,13.7,16.2,8.7
2002/3/15,14.2,17.0,12.4
2002/3/16,13.5,17.8,9.7
2002/3/17,15.0,19.0,12.4
2002/3/18,13.4,15.6,10.8
2002/3/19,13.7,17.4,9.7
2002/3/20,16.9,20.7,14.1
2002/3/21,14.2,17.6,11.5
2002/3/22,11.2,13.6,8.7
2002/3/23,9.8,12.6,6.6
2002/3/24,8.9,12.4,6.4
2002/3/25,9.2,14.8,4.9
2002/3/26,10.6,13.3,5.9
2002/3/27,12.7,15.8,10.7
2002/3/28,12.3,16.5,6.6
2002/3/29,12.6,14.0,10.0
2002/3/30,13.2,16.8,8.7
2002/3/31,15.6,19.3,12.2
