ダウンロードした時刻：2019/10/10 15:41:09

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,8.2,11.9,2.6
2015/12/2,6.8,12.8,0.0
2015/12/3,11.0,15.4,6.6
2015/12/4,5.3,8.9,3.3
2015/12/5,6.6,10.6,3.4
2015/12/6,6.5,8.8,4.8
2015/12/7,6.3,9.8,2.3
2015/12/8,3.6,9.3,-0.7
2015/12/9,4.0,12.2,-1.7
2015/12/10,4.8,9.1,-0.3
2015/12/11,9.3,13.3,6.5
2015/12/12,8.5,13.1,3.3
2015/12/13,5.3,8.5,1.1
2015/12/14,6.2,9.2,2.4
2015/12/15,9.1,14.7,4.4
2015/12/16,10.3,13.7,6.9
2015/12/17,5.5,8.3,3.4
2015/12/18,4.9,8.9,1.6
2015/12/19,4.5,6.7,1.4
2015/12/20,6.2,10.6,2.8
2015/12/21,6.2,10.4,2.4
2015/12/22,7.6,10.6,3.4
2015/12/23,4.5,9.8,-0.7
2015/12/24,7.3,12.4,4.0
2015/12/25,5.6,9.1,2.8
2015/12/26,4.4,8.5,0.8
2015/12/27,1.0,5.3,-0.6
2015/12/28,2.4,6.3,0.0
2015/12/29,2.5,4.7,0.8
2015/12/30,3.4,6.4,-0.2
2015/12/31,2.6,8.4,-1.3
2016/1/1,3.5,7.3,0.2
2016/1/2,6.1,12.5,-0.9
2016/1/3,7.3,11.5,4.1
2016/1/4,8.2,15.9,4.5
2016/1/5,5.9,7.4,3.6
2016/1/6,5.1,7.3,3.2
2016/1/7,3.7,5.9,1.9
2016/1/8,4.0,7.5,0.3
2016/1/9,3.0,5.2,-0.1
2016/1/10,4.8,8.4,0.0
2016/1/11,1.9,3.2,-0.5
2016/1/12,1.6,4.8,-0.6
2016/1/13,2.5,7.9,-1.1
2016/1/14,2.5,5.0,-0.9
2016/1/15,0.0,3.9,-3.0
2016/1/16,-0.4,3.8,-4.0
2016/1/17,1.0,5.5,-3.8
2016/1/18,1.3,4.4,-0.5
2016/1/19,3.4,6.4,0.7
2016/1/20,1.3,5.7,-3.1
2016/1/21,2.4,5.7,0.1
2016/1/22,1.1,4.4,-2.8
2016/1/23,1.1,3.4,-0.8
2016/1/24,-0.1,3.7,-2.1
2016/1/25,-0.4,3.0,-3.6
2016/1/26,0.8,8.4,-5.5
2016/1/27,4.0,9.4,-1.5
2016/1/28,5.4,9.7,1.8
2016/1/29,1.2,4.6,-1.3
2016/1/30,0.2,2.7,-1.6
2016/1/31,1.7,5.6,-1.6
2016/2/1,1.4,3.3,-1.7
2016/2/2,1.0,5.0,-2.9
2016/2/3,2.0,6.3,-1.5
2016/2/4,2.2,8.2,-3.8
2016/2/5,3.0,5.6,-0.1
2016/2/6,1.9,5.4,0.1
2016/2/7,0.4,4.2,-3.1
2016/2/8,0.8,7.0,-5.6
2016/2/9,2.6,9.3,-2.0
2016/2/10,1.7,4.4,-0.3
2016/2/11,3.2,7.3,-0.9
2016/2/12,3.9,12.3,-3.9
2016/2/13,8.1,13.2,4.3
2016/2/14,13.6,21.4,7.4
2016/2/15,3.3,9.6,-0.6
2016/2/16,2.6,7.9,-2.6
2016/2/17,2.1,5.4,-0.2
2016/2/18,4.0,11.4,-2.5
2016/2/19,6.4,13.4,-1.6
2016/2/20,6.4,9.3,4.5
2016/2/21,7.1,12.1,3.3
2016/2/22,3.7,7.5,1.6
2016/2/23,6.2,13.1,0.7
2016/2/24,1.9,5.7,-0.7
2016/2/25,0.8,4.8,-2.5
2016/2/26,3.0,7.0,0.5
2016/2/27,5.2,10.6,0.6
2016/2/28,6.0,10.7,3.0
2016/2/29,6.3,13.7,0.9
2016/3/1,0.4,3.0,-1.7
2016/3/2,1.7,7.0,-2.8
2016/3/3,6.0,11.0,-0.2
2016/3/4,5.3,12.7,-0.2
2016/3/5,5.1,12.2,-1.2
2016/3/6,10.8,18.2,5.7
2016/3/7,13.6,18.4,10.9
2016/3/8,12.7,19.1,9.5
2016/3/9,5.4,9.8,4.1
2016/3/10,4.3,7.4,1.9
2016/3/11,3.8,9.4,0.1
2016/3/12,3.5,9.2,-2.0
2016/3/13,5.8,10.6,1.1
2016/3/14,4.9,6.1,3.9
2016/3/15,5.5,9.2,2.3
2016/3/16,8.3,14.3,1.9
2016/3/17,11.6,19.8,3.3
2016/3/18,13.2,22.2,4.6
2016/3/19,13.7,19.9,10.5
2016/3/20,8.9,11.8,6.1
2016/3/21,6.7,11.7,3.3
2016/3/22,10.1,16.4,2.6
2016/3/23,8.4,13.1,5.8
2016/3/24,5.9,10.5,2.3
2016/3/25,4.7,9.3,1.0
2016/3/26,6.0,12.6,-0.5
2016/3/27,7.8,15.7,0.1
2016/3/28,10.9,18.4,4.9
2016/3/29,10.3,18.4,2.4
2016/3/30,13.0,21.9,5.8
2016/3/31,12.4,17.6,6.3
