ダウンロードした時刻：2019/10/10 16:09:19

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,13.1,17.4,9.1
1993/12/2,11.0,16.2,5.7
1993/12/3,12.4,16.3,9.5
1993/12/4,7.3,9.5,6.4
1993/12/5,7.6,10.6,5.2
1993/12/6,7.5,12.3,4.2
1993/12/7,7.3,13.5,2.5
1993/12/8,7.9,13.9,3.5
1993/12/9,8.5,15.3,3.1
1993/12/10,8.3,10.4,6.5
1993/12/11,9.5,12.2,6.7
1993/12/12,7.6,12.9,4.2
1993/12/13,8.3,12.8,3.9
1993/12/14,8.7,11.8,5.2
1993/12/15,6.3,10.9,2.9
1993/12/16,6.1,9.7,1.2
1993/12/17,6.6,8.7,4.3
1993/12/18,5.6,8.3,2.2
1993/12/19,7.3,11.9,3.4
1993/12/20,8.7,14.3,4.5
1993/12/21,5.9,9.7,2.7
1993/12/22,4.7,7.4,1.7
1993/12/23,6.7,10.7,3.3
1993/12/24,6.9,12.2,2.0
1993/12/25,7.8,13.7,3.6
1993/12/26,8.0,15.2,3.5
1993/12/27,7.7,13.4,4.9
1993/12/28,6.8,11.2,2.8
1993/12/29,6.3,12.8,1.7
1993/12/30,7.1,12.9,1.5
1993/12/31,8.4,12.1,5.8
1994/1/1,6.7,10.9,4.1
1994/1/2,6.7,12.5,1.5
1994/1/3,6.5,10.3,3.3
1994/1/4,7.2,14.4,2.8
1994/1/5,6.2,11.4,1.8
1994/1/6,8.1,12.7,5.2
1994/1/7,6.7,9.7,1.7
1994/1/8,4.4,8.4,1.2
1994/1/9,5.6,12.9,0.2
1994/1/10,8.1,15.0,2.6
1994/1/11,9.2,15.0,3.9
1994/1/12,8.4,11.7,5.0
1994/1/13,7.8,9.9,5.8
1994/1/14,6.8,10.8,4.3
1994/1/15,5.3,10.4,1.0
1994/1/16,5.7,11.5,0.2
1994/1/17,8.6,12.3,6.2
1994/1/18,7.6,10.4,3.9
1994/1/19,3.1,5.9,1.7
1994/1/20,3.8,7.1,1.6
1994/1/21,3.3,6.9,-0.1
1994/1/22,2.1,6.8,-1.6
1994/1/23,1.3,6.4,-1.3
1994/1/24,2.2,6.9,-2.0
1994/1/25,3.9,6.1,1.2
1994/1/26,6.4,11.1,2.1
1994/1/27,6.6,10.9,4.4
1994/1/28,4.2,7.5,1.7
1994/1/29,2.7,6.5,0.7
1994/1/30,2.1,5.3,-0.1
1994/1/31,4.2,9.9,-0.9
1994/2/1,7.0,11.5,4.3
1994/2/2,5.2,8.7,2.9
1994/2/3,4.1,7.3,1.1
1994/2/4,3.6,7.1,-0.8
1994/2/5,7.7,12.4,4.6
1994/2/6,7.8,12.6,2.7
1994/2/7,8.2,14.7,3.3
1994/2/8,6.7,12.2,1.4
1994/2/9,6.1,9.3,2.3
1994/2/10,3.3,6.5,0.6
1994/2/11,2.8,7.5,0.4
1994/2/12,2.5,6.3,0.6
1994/2/13,4.0,10.4,0.5
1994/2/14,5.4,12.2,-0.6
1994/2/15,4.8,7.4,2.3
1994/2/16,5.0,10.2,1.1
1994/2/17,6.6,12.9,1.5
1994/2/18,6.6,13.6,1.0
1994/2/19,8.7,15.3,2.5
1994/2/20,9.8,12.2,7.6
1994/2/21,8.0,12.4,4.4
1994/2/22,7.4,11.5,2.5
1994/2/23,6.7,10.7,3.9
1994/2/24,4.2,7.5,2.2
1994/2/25,5.6,8.3,3.7
1994/2/26,5.3,8.0,3.6
1994/2/27,6.5,11.8,3.8
1994/2/28,7.2,12.6,2.0
1994/3/1,7.2,12.4,3.2
1994/3/2,6.5,12.0,3.1
1994/3/3,6.5,12.4,0.7
1994/3/4,7.2,13.4,1.7
1994/3/5,7.2,11.7,3.3
1994/3/6,7.3,13.1,2.0
1994/3/7,7.5,9.4,6.1
1994/3/8,10.7,13.3,8.8
1994/3/9,11.0,16.9,8.1
1994/3/10,6.9,9.8,2.8
1994/3/11,6.2,11.3,-0.1
1994/3/12,6.3,8.2,4.9
1994/3/13,8.4,12.5,5.7
1994/3/14,6.4,11.6,2.7
1994/3/15,4.9,10.2,0.8
1994/3/16,5.7,10.4,0.4
1994/3/17,7.9,15.1,1.8
1994/3/18,9.3,16.2,2.8
1994/3/19,10.2,15.4,3.8
1994/3/20,10.6,16.9,6.5
1994/3/21,8.5,14.7,3.8
1994/3/22,7.1,10.8,4.1
1994/3/23,8.2,11.3,6.4
1994/3/24,6.4,12.8,1.5
1994/3/25,5.6,10.5,1.2
1994/3/26,4.9,10.4,1.6
1994/3/27,7.3,13.2,1.8
1994/3/28,9.2,13.9,2.4
1994/3/29,11.8,17.3,8.1
1994/3/30,10.1,16.5,3.8
1994/3/31,12.0,19.2,4.7
