É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:50:50

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1982/12/1,12.4,18.0,8.2
1982/12/2,10.2,17.0,5.6
1982/12/3,11.2,18.0,4.5
1982/12/4,10.8,15.6,6.8
1982/12/5,10.0,14.6,6.0
1982/12/6,5.9,11.3,2.1
1982/12/7,3.6,9.7,-1.2
1982/12/8,6.6,12.1,0.1
1982/12/9,2.6,7.7,-0.9
1982/12/10,5.6,15.8,-1.7
1982/12/11,8.0,14.3,1.7
1982/12/12,11.1,14.5,7.3
1982/12/13,6.0,11.0,1.5
1982/12/14,4.4,8.6,-0.2
1982/12/15,4.8,11.3,-0.2
1982/12/16,5.3,9.9,0.5
1982/12/17,6.3,11.2,3.4
1982/12/18,6.7,10.8,1.7
1982/12/19,3.5,8.4,-0.2
1982/12/20,3.0,10.5,-2.8
1982/12/21,5.3,12.9,-2.2
1982/12/22,6.2,7.4,4.5
1982/12/23,7.5,15.6,1.9
1982/12/24,8.4,16.0,2.2
1982/12/25,7.0,13.1,1.1
1982/12/26,3.4,5.7,2.2
1982/12/27,8.0,12.9,2.0
1982/12/28,7.0,12.1,2.5
1982/12/29,4.8,11.2,1.3
1982/12/30,5.7,14.2,-1.2
1982/12/31,4.0,8.3,0.6
1983/1/1,3.9,8.9,-0.7
1983/1/2,1.7,6.9,-2.8
1983/1/3,2.8,9.5,-4.2
1983/1/4,3.9,8.9,-0.3
1983/1/5,3.8,9.2,-1.4
1983/1/6,6.6,8.8,4.8
1983/1/7,6.9,9.2,5.1
1983/1/8,7.3,9.9,4.0
1983/1/9,6.0,10.3,3.0
1983/1/10,1.9,7.9,-1.4
1983/1/11,2.6,8.2,-2.9
1983/1/12,3.5,11.3,-3.4
1983/1/13,4.9,10.6,-0.4
1983/1/14,3.0,8.1,-1.3
1983/1/15,2.7,8.8,-3.2
1983/1/16,2.3,9.8,-3.6
1983/1/17,4.6,12.1,-2.9
1983/1/18,2.0,4.5,0.5
1983/1/19,3.1,8.0,-1.9
1983/1/20,2.8,6.7,-0.4
1983/1/21,0.8,6.9,-3.2
1983/1/22,0.1,4.5,-4.1
1983/1/23,0.2,6.9,-6.9
1983/1/24,3.0,11.2,-4.4
1983/1/25,4.8,11.1,0.1
1983/1/26,6.3,12.8,-0.7
1983/1/27,5.9,12.5,0.3
1983/1/28,5.5,12.9,0.0
1983/1/29,6.2,14.8,-2.5
1983/1/30,6.8,13.4,2.1
1983/1/31,3.9,9.0,-0.2
1983/2/1,3.5,8.7,-2.0
1983/2/2,4.1,4.7,3.6
1983/2/3,5.2,10.9,1.3
1983/2/4,4.1,9.3,0.5
1983/2/5,4.0,11.1,-2.3
1983/2/6,5.7,14.4,-1.3
1983/2/7,4.1,9.0,0.6
1983/2/8,3.3,8.5,-1.0
1983/2/9,2.0,10.9,-3.9
1983/2/10,3.2,9.1,-2.3
1983/2/11,2.1,9.0,-3.8
1983/2/12,2.5,11.1,-3.4
1983/2/13,-0.3,5.6,-5.7
1983/2/14,2.0,7.4,-2.6
1983/2/15,4.0,10.7,-3.1
1983/2/16,7.0,12.6,1.6
1983/2/17,1.4,5.1,0.2
1983/2/18,4.0,6.8,1.5
1983/2/19,4.1,9.2,0.7
1983/2/20,3.1,9.5,-3.7
1983/2/21,2.7,8.4,-1.6
1983/2/22,3.7,9.5,-2.0
1983/2/23,5.2,12.4,-2.8
1983/2/24,2.8,5.0,0.6
1983/2/25,3.9,10.8,-1.3
1983/2/26,3.5,8.5,0.1
1983/2/27,4.5,10.4,-0.6
1983/2/28,6.2,13.1,0.0
1983/3/1,8.6,15.7,0.0
1983/3/2,6.3,8.1,5.4
1983/3/3,8.9,15.7,2.0
1983/3/4,5.8,10.2,1.7
1983/3/5,5.1,10.2,1.5
1983/3/6,4.9,12.9,-2.4
1983/3/7,4.7,9.8,0.2
1983/3/8,3.3,8.2,-0.6
1983/3/9,5.2,11.8,-1.6
1983/3/10,4.8,7.2,2.8
1983/3/11,9.4,15.1,2.9
1983/3/12,6.8,11.0,0.5
1983/3/13,7.1,8.7,5.9
1983/3/14,4.9,9.7,1.4
1983/3/15,6.2,12.1,1.0
1983/3/16,6.3,10.8,1.0
1983/3/17,6.9,11.1,3.8
1983/3/18,5.0,8.5,1.8
1983/3/19,6.7,13.8,0.5
1983/3/20,7.6,14.6,0.4
1983/3/21,6.1,10.6,2.5
1983/3/22,11.3,18.8,2.8
1983/3/23,11.3,15.1,6.7
1983/3/24,10.6,13.7,7.7
1983/3/25,8.7,13.0,6.3
1983/3/26,8.3,14.0,2.8
1983/3/27,5.6,7.2,3.9
1983/3/28,9.3,15.1,4.2
1983/3/29,9.2,11.6,7.2
1983/3/30,8.1,10.5,6.0
1983/3/31,9.5,15.1,4.1
