ダウンロードした時刻：2019/10/10 16:00:53

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,11.4,14.9,8.1
2009/12/2,11.6,15.4,7.5
2009/12/3,10.0,11.3,8.5
2009/12/4,12.1,15.6,9.7
2009/12/5,10.1,12.4,8.9
2009/12/6,11.5,16.2,7.7
2009/12/7,10.2,14.7,7.8
2009/12/8,9.9,12.9,6.4
2009/12/9,9.8,11.4,7.5
2009/12/10,11.1,13.9,9.4
2009/12/11,7.9,10.1,7.1
2009/12/12,13.2,17.8,9.3
2009/12/13,11.3,12.8,8.9
2009/12/14,8.7,11.3,7.1
2009/12/15,7.7,9.8,5.9
2009/12/16,6.6,9.0,5.1
2009/12/17,7.1,10.3,4.9
2009/12/18,5.8,9.7,3.2
2009/12/19,5.3,9.6,1.8
2009/12/20,6.5,11.3,2.8
2009/12/21,5.8,10.3,3.5
2009/12/22,5.9,9.8,2.0
2009/12/23,8.5,13.5,3.4
2009/12/24,9.5,13.6,5.8
2009/12/25,9.3,12.2,7.8
2009/12/26,9.0,11.7,6.3
2009/12/27,9.5,12.3,7.4
2009/12/28,9.4,14.6,6.6
2009/12/29,8.0,10.6,6.3
2009/12/30,9.4,13.5,4.7
2009/12/31,7.2,11.9,2.5
2010/1/1,5.3,10.1,1.5
2010/1/2,6.7,10.5,2.0
2010/1/3,6.3,10.1,2.2
2010/1/4,6.4,9.9,2.9
2010/1/5,8.3,14.4,2.8
2010/1/6,6.2,10.0,3.4
2010/1/7,7.6,12.9,2.6
2010/1/8,7.3,11.6,3.6
2010/1/9,7.0,10.6,3.7
2010/1/10,7.1,12.3,3.6
2010/1/11,5.3,7.4,3.7
2010/1/12,3.6,5.3,2.8
2010/1/13,4.6,8.5,1.4
2010/1/14,3.7,9.2,-0.3
2010/1/15,4.7,9.2,0.0
2010/1/16,3.6,7.3,1.5
2010/1/17,4.7,9.0,0.5
2010/1/18,5.2,8.3,2.1
2010/1/19,8.5,14.4,2.0
2010/1/20,12.5,17.2,5.2
2010/1/21,13.8,19.1,6.8
2010/1/22,6.8,9.6,3.8
2010/1/23,6.0,8.8,2.8
2010/1/24,6.8,10.6,2.8
2010/1/25,8.4,16.0,3.1
2010/1/26,6.8,11.0,3.9
2010/1/27,7.7,12.5,2.1
2010/1/28,12.8,15.0,9.8
2010/1/29,9.3,13.3,7.3
2010/1/30,8.4,12.2,4.9
2010/1/31,9.2,12.0,5.5
2010/2/1,5.9,9.7,0.5
2010/2/2,4.1,8.1,0.8
2010/2/3,4.3,7.7,1.4
2010/2/4,3.1,6.3,-0.1
2010/2/5,4.8,10.1,0.5
2010/2/6,3.7,9.0,-0.3
2010/2/7,5.5,11.0,0.7
2010/2/8,6.3,10.0,2.2
2010/2/9,15.5,20.5,5.8
2010/2/10,9.0,13.9,5.5
2010/2/11,4.6,6.0,2.4
2010/2/12,3.8,5.1,2.3
2010/2/13,2.2,4.1,1.2
2010/2/14,4.4,7.3,0.8
2010/2/15,5.0,6.0,4.1
2010/2/16,4.0,5.0,2.5
2010/2/17,3.3,5.0,2.0
2010/2/18,3.2,6.8,0.3
2010/2/19,5.7,8.8,2.0
2010/2/20,6.5,10.5,3.0
2010/2/21,5.8,9.1,3.3
2010/2/22,6.9,10.6,4.7
2010/2/23,9.0,14.1,4.4
2010/2/24,11.6,15.8,8.0
2010/2/25,13.0,19.1,7.8
2010/2/26,16.1,17.7,13.7
2010/2/27,10.7,15.2,7.8
2010/2/28,6.6,10.0,3.8
2010/3/1,10.3,16.8,6.6
2010/3/2,5.6,8.3,4.1
2010/3/3,7.9,12.5,4.0
2010/3/4,7.7,10.3,5.6
2010/3/5,11.8,17.0,5.3
2010/3/6,11.1,14.2,8.8
2010/3/7,6.1,9.4,3.2
2010/3/8,5.6,8.3,3.3
2010/3/9,3.4,5.7,0.7
2010/3/10,6.1,14.1,1.4
2010/3/11,8.4,14.4,2.9
2010/3/12,10.0,15.0,3.9
2010/3/13,16.0,20.2,10.0
2010/3/14,10.6,14.7,7.8
2010/3/15,13.5,18.2,8.1
2010/3/16,16.9,23.7,11.4
2010/3/17,9.4,12.2,7.1
2010/3/18,9.7,14.5,6.2
2010/3/19,8.3,11.8,3.4
2010/3/20,15.0,20.3,7.0
2010/3/21,15.0,20.6,6.6
2010/3/22,9.5,13.7,5.6
2010/3/23,11.2,15.8,8.3
2010/3/24,6.9,10.1,3.2
2010/3/25,5.1,7.4,3.1
2010/3/26,8.4,12.2,5.5
2010/3/27,8.1,12.4,4.8
2010/3/28,5.7,9.4,4.0
2010/3/29,4.5,7.7,2.0
2010/3/30,5.5,9.4,1.1
2010/3/31,9.6,14.1,2.7
