ダウンロードした時刻：2019/10/10 16:24:32

,延岡,延岡,延岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,12.9,20.5,8.3
1984/12/2,9.7,14.9,4.1
1984/12/3,7.9,16.9,2.5
1984/12/4,9.8,18.2,3.4
1984/12/5,12.6,17.7,8.0
1984/12/6,11.3,17.3,5.8
1984/12/7,8.2,15.8,2.8
1984/12/8,8.6,19.1,0.5
1984/12/9,12.7,16.7,7.4
1984/12/10,16.1,19.1,14.1
1984/12/11,16.7,21.2,12.9
1984/12/12,13.7,20.5,7.7
1984/12/13,11.4,17.8,6.7
1984/12/14,12.7,16.6,9.3
1984/12/15,10.9,14.0,8.6
1984/12/16,9.2,11.7,6.6
1984/12/17,10.5,17.4,4.7
1984/12/18,9.4,13.8,3.5
1984/12/19,6.2,12.8,1.9
1984/12/20,7.1,13.9,3.7
1984/12/21,6.8,11.1,1.5
1984/12/22,5.5,9.0,0.8
1984/12/23,4.5,8.4,1.2
1984/12/24,3.1,7.1,0.5
1984/12/25,1.7,6.4,-2.0
1984/12/26,3.2,9.7,-1.7
1984/12/27,3.7,8.6,-0.7
1984/12/28,4.1,10.0,0.0
1984/12/29,2.7,6.8,-0.4
1984/12/30,1.7,9.2,-5.0
1984/12/31,4.8,11.9,-0.7
1985/1/1,4.0,12.2,-1.4
1985/1/2,6.2,13.5,-1.1
1985/1/3,8.5,12.3,5.3
1985/1/4,6.6,12.1,1.4
1985/1/5,5.1,11.9,-0.1
1985/1/6,4.4,11.2,-1.7
1985/1/7,3.8,10.5,-1.7
1985/1/8,4.9,10.0,0.5
1985/1/9,4.6,11.1,-1.2
1985/1/10,6.4,12.1,0.9
1985/1/11,3.1,10.9,-1.4
1985/1/12,7.3,14.1,-0.7
1985/1/13,4.5,10.7,0.3
1985/1/14,0.2,5.9,-4.8
1985/1/15,-0.2,8.0,-6.9
1985/1/16,4.4,12.4,-2.2
1985/1/17,2.7,11.3,-5.4
1985/1/18,3.7,7.0,1.1
1985/1/19,7.0,13.8,1.9
1985/1/20,7.3,13.0,1.3
1985/1/21,4.3,13.5,-2.7
1985/1/22,6.7,13.2,-0.1
1985/1/23,9.6,15.0,5.6
1985/1/24,6.0,10.1,3.1
1985/1/25,5.8,12.6,0.6
1985/1/26,3.6,11.4,-3.4
1985/1/27,4.8,10.6,-1.4
1985/1/28,7.0,11.2,2.6
1985/1/29,3.5,8.6,0.5
1985/1/30,0.1,5.6,-3.3
1985/1/31,2.1,10.7,-5.2
1985/2/1,6.7,16.2,-2.0
1985/2/2,9.2,15.7,2.1
1985/2/3,8.6,17.1,1.0
1985/2/4,8.1,13.7,4.0
1985/2/5,9.9,14.6,6.6
1985/2/6,9.7,11.4,7.3
1985/2/7,9.6,16.4,4.9
1985/2/8,9.1,11.3,6.4
1985/2/9,14.0,20.4,10.6
1985/2/10,9.0,12.5,5.2
1985/2/11,7.5,13.4,1.4
1985/2/12,7.7,12.4,4.6
1985/2/13,7.7,14.9,3.2
1985/2/14,5.6,13.0,-0.3
1985/2/15,5.5,11.3,-1.8
1985/2/16,8.7,15.0,5.2
1985/2/17,6.7,12.4,0.0
1985/2/18,7.4,10.8,4.0
1985/2/19,10.3,15.0,5.0
1985/2/20,7.6,13.1,4.0
1985/2/21,4.0,7.6,1.4
1985/2/22,3.6,7.6,0.7
1985/2/23,4.6,9.6,2.1
1985/2/24,4.0,10.7,-0.6
1985/2/25,5.0,10.1,-1.3
1985/2/26,6.5,9.5,4.4
1985/2/27,6.8,8.0,5.5
1985/2/28,10.9,13.7,7.5
1985/3/1,12.0,17.7,8.2
1985/3/2,10.8,14.3,7.6
1985/3/3,11.9,15.5,9.5
1985/3/4,9.2,12.5,5.3
1985/3/5,7.4,10.0,4.3
1985/3/6,8.0,14.0,0.9
1985/3/7,10.6,14.8,5.4
1985/3/8,14.9,18.1,11.2
1985/3/9,11.4,15.7,5.9
1985/3/10,8.4,13.5,1.3
1985/3/11,7.3,8.7,6.1
1985/3/12,8.0,14.2,4.6
1985/3/13,7.9,13.2,3.1
1985/3/14,9.8,13.2,6.9
1985/3/15,9.9,14.3,7.2
1985/3/16,11.6,16.0,4.1
1985/3/17,15.1,19.8,12.0
1985/3/18,12.7,17.8,7.1
1985/3/19,12.0,16.6,9.8
1985/3/20,7.9,10.0,4.7
1985/3/21,11.8,17.6,6.8
1985/3/22,11.2,17.9,5.6
1985/3/23,9.5,11.9,7.7
1985/3/24,12.1,18.6,5.8
1985/3/25,14.9,19.8,10.2
1985/3/26,16.3,20.4,13.8
1985/3/27,17.0,21.5,14.4
1985/3/28,14.5,19.5,10.9
1985/3/29,13.5,19.6,7.8
1985/3/30,9.7,16.9,3.9
1985/3/31,8.6,14.9,2.5
