ダウンロードした時刻：2019/10/10 15:59:40

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,12.0,17.2,7.7
2018/12/2,10.0,11.6,7.7
2018/12/3,13.2,17.0,9.7
2018/12/4,17.7,23.4,12.3
2018/12/5,16.8,20.2,13.1
2018/12/6,10.1,13.2,8.3
2018/12/7,12.2,16.4,9.0
2018/12/8,9.3,12.2,6.3
2018/12/9,7.8,10.5,5.5
2018/12/10,5.9,8.4,4.1
2018/12/11,4.7,7.3,1.4
2018/12/12,6.9,10.8,3.2
2018/12/13,6.7,9.6,4.2
2018/12/14,6.3,10.3,2.5
2018/12/15,6.1,9.5,2.6
2018/12/16,3.3,5.8,0.4
2018/12/17,6.6,11.5,3.0
2018/12/18,8.9,12.8,5.1
2018/12/19,8.2,12.7,3.7
2018/12/20,8.7,14.1,4.2
2018/12/21,8.9,13.7,3.9
2018/12/22,9.0,11.0,6.5
2018/12/23,9.9,12.6,7.5
2018/12/24,8.2,11.3,4.3
2018/12/25,5.8,9.4,2.6
2018/12/26,7.3,11.7,1.2
2018/12/27,9.0,13.2,4.9
2018/12/28,4.8,8.4,1.8
2018/12/29,4.3,9.8,-0.7
2018/12/30,4.8,10.1,0.1
2018/12/31,4.9,8.9,0.8
2019/1/1,5.3,10.7,0.9
2019/1/2,6.2,10.9,2.2
2019/1/3,4.9,10.9,-0.3
2019/1/4,5.1,9.8,0.2
2019/1/5,7.4,14.0,0.9
2019/1/6,5.3,8.0,2.4
2019/1/7,5.4,10.6,0.4
2019/1/8,4.6,9.8,0.7
2019/1/9,4.5,8.0,1.0
2019/1/10,2.0,5.2,-1.2
2019/1/11,6.4,12.2,-0.2
2019/1/12,4.6,6.2,2.7
2019/1/13,6.2,10.1,3.9
2019/1/14,5.6,9.8,1.3
2019/1/15,5.6,10.5,0.4
2019/1/16,6.6,11.3,1.8
2019/1/17,6.6,11.6,2.0
2019/1/18,5.9,10.0,2.8
2019/1/19,6.6,11.7,1.9
2019/1/20,7.1,12.0,1.8
2019/1/21,5.8,10.5,2.5
2019/1/22,5.0,10.6,-0.2
2019/1/23,6.7,11.2,1.7
2019/1/24,6.2,10.2,3.4
2019/1/25,6.0,10.0,2.8
2019/1/26,4.5,9.9,1.5
2019/1/27,4.6,9.7,1.1
2019/1/28,6.5,13.2,0.0
2019/1/29,6.0,9.9,3.0
2019/1/30,5.2,10.0,0.2
2019/1/31,5.1,11.2,1.7
2019/2/1,4.1,8.3,1.3
2019/2/2,6.0,12.6,-0.9
2019/2/3,8.5,13.4,3.0
2019/2/4,13.2,19.4,6.7
2019/2/5,6.7,8.8,5.3
2019/2/6,5.7,7.7,3.9
2019/2/7,9.6,16.5,3.9
2019/2/8,6.1,10.6,3.3
2019/2/9,0.8,3.5,-0.5
2019/2/10,3.5,7.9,-1.2
2019/2/11,3.0,4.6,0.4
2019/2/12,6.2,11.1,0.9
2019/2/13,5.2,8.6,3.3
2019/2/14,4.5,8.5,1.8
2019/2/15,3.0,5.3,0.0
2019/2/16,6.8,13.9,2.0
2019/2/17,6.4,11.8,3.4
2019/2/18,8.2,14.6,2.0
2019/2/19,9.1,12.8,6.1
2019/2/20,11.6,19.5,5.4
2019/2/21,10.3,14.8,7.3
2019/2/22,9.3,13.7,4.1
2019/2/23,8.9,14.7,5.6
2019/2/24,8.8,13.6,2.3
2019/2/25,11.3,17.1,6.6
2019/2/26,10.2,12.5,7.8
2019/2/27,7.7,10.6,4.0
2019/2/28,6.6,7.6,5.1
2019/3/1,8.8,13.1,6.5
2019/3/2,10.3,14.7,6.4
2019/3/3,6.5,10.4,4.4
2019/3/4,7.3,9.5,5.4
2019/3/5,9.6,15.8,4.3
2019/3/6,10.8,14.2,8.0
2019/3/7,8.2,10.3,4.3
2019/3/8,7.3,12.5,3.9
2019/3/9,10.0,16.9,2.3
2019/3/10,12.5,16.4,6.9
2019/3/11,12.3,17.8,9.4
2019/3/12,12.4,17.1,8.3
2019/3/13,11.7,19.1,5.6
2019/3/14,8.4,14.3,3.3
2019/3/15,9.7,15.0,4.1
2019/3/16,8.9,13.9,6.4
2019/3/17,9.1,15.3,3.5
2019/3/18,9.7,14.5,4.1
2019/3/19,13.2,19.2,6.3
2019/3/20,15.0,21.5,8.5
2019/3/21,17.7,22.3,13.9
2019/3/22,16.2,23.9,8.7
2019/3/23,7.1,9.0,4.4
2019/3/24,8.2,15.4,1.1
2019/3/25,9.9,15.0,3.9
2019/3/26,11.9,15.9,9.7
2019/3/27,14.2,19.7,7.3
2019/3/28,13.6,16.9,9.0
2019/3/29,7.7,9.3,6.8
2019/3/30,8.7,11.7,7.2
2019/3/31,10.5,16.3,7.3
