ダウンロードした時刻：2017/07/24 15:47:14

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/1/1,4.6,5.8,1.8
2009/1/2,7.0,10.2,4.0
2009/1/3,6.4,12.7,1.1
2009/1/4,7.7,10.9,1.6
2009/1/5,9.4,11.5,6.7
2009/1/6,8.4,11.4,5.9
2009/1/7,8.2,12.1,4.2
2009/1/8,8.4,12.7,3.8
2009/1/9,7.7,9.8,3.5
2009/1/10,4.6,6.2,2.6
2009/1/11,6.1,8.0,4.0
2009/1/12,4.4,7.1,1.3
2009/1/13,5.1,6.9,3.3
2009/1/14,5.2,8.7,2.4
2009/1/15,4.1,6.8,2.3
2009/1/16,6.7,11.6,3.8
2009/1/17,7.8,13.8,2.5
2009/1/18,11.4,16.8,4.9
2009/1/19,8.7,11.8,4.7
2009/1/20,7.8,12.7,1.4
2009/1/21,9.1,10.9,6.3
2009/1/22,10.3,12.7,7.5
2009/1/23,5.9,11.2,0.6
2009/1/24,2.5,5.9,0.1
2009/1/25,5.6,7.8,3.4
2009/1/26,7.0,9.4,4.8
2009/1/27,6.2,9.8,2.9
2009/1/28,6.2,13.3,-0.2
2009/1/29,11.6,14.4,4.3
2009/1/30,13.0,14.3,11.8
2009/1/31,11.7,13.6,9.4
2009/2/1,10.2,13.9,7.3
2009/2/2,9.5,14.5,5.5
2009/2/3,10.5,13.7,8.7
2009/2/4,10.5,15.3,5.7
2009/2/5,11.8,16.5,7.4
2009/2/6,10.3,15.3,4.8
2009/2/7,10.1,16.3,4.2
2009/2/8,10.7,15.9,5.2
2009/2/9,8.0,12.7,3.0
2009/2/10,9.4,12.1,5.3
2009/2/11,10.5,16.8,3.5
2009/2/12,12.7,18.1,3.6
2009/2/13,18.8,20.8,17.6
2009/2/14,13.7,17.7,10.9
2009/2/15,12.7,17.3,8.0
2009/2/16,7.2,10.1,4.5
2009/2/17,5.3,8.2,1.9
2009/2/18,6.6,12.1,2.2
2009/2/19,8.4,11.2,2.1
2009/2/20,8.8,11.0,5.4
2009/2/21,5.9,10.6,2.4
2009/2/22,13.0,17.9,2.1
2009/2/23,13.6,16.9,11.1
2009/2/24,13.3,16.5,10.1
2009/2/25,13.7,16.9,11.2
2009/2/26,12.5,16.4,10.0
2009/2/27,10.9,11.9,9.8
2009/2/28,12.0,16.2,9.6
2009/3/1,11.2,15.8,5.7
2009/3/2,10.8,14.0,4.5
2009/3/3,9.1,10.2,8.2
2009/3/4,10.4,14.6,7.8
2009/3/5,13.3,17.2,6.1
2009/3/6,11.1,14.9,8.3
2009/3/7,9.3,12.4,7.1
2009/3/8,10.4,15.6,7.2
2009/3/9,11.3,13.9,6.6
2009/3/10,12.1,15.7,6.8
2009/3/11,12.0,16.3,7.4
2009/3/12,13.4,16.5,8.5
2009/3/13,13.1,17.7,7.6
2009/3/14,6.4,8.4,4.7
2009/3/15,9.0,14.4,2.6
2009/3/16,12.6,18.5,4.8
2009/3/17,15.0,18.8,7.9
2009/3/18,18.3,22.0,15.2
2009/3/19,18.2,18.9,17.9
2009/3/20,14.3,18.5,9.7
2009/3/21,14.8,19.8,7.1
2009/3/22,16.3,21.0,12.1
2009/3/23,13.8,17.8,11.9
2009/3/24,12.0,16.1,5.9
2009/3/25,8.9,11.7,6.4
2009/3/26,9.2,14.9,3.5
2009/3/27,10.2,12.5,6.3
2009/3/28,10.7,13.4,8.0
2009/3/29,10.5,13.6,8.2
2009/3/30,10.9,14.6,7.7
2009/3/31,12.5,16.4,7.8
2009/4/1,9.6,11.7,7.9
2009/4/2,10.0,14.7,5.3
2009/4/3,11.3,15.9,5.9
2009/4/4,12.5,14.8,10.0
2009/4/5,13.7,18.2,9.3
2009/4/6,13.4,19.4,7.8
2009/4/7,15.3,22.5,7.8
2009/4/8,15.9,21.3,10.3
2009/4/9,15.9,22.7,8.7
2009/4/10,16.0,22.9,9.4
2009/4/11,16.4,23.5,8.7
2009/4/12,17.1,23.4,9.9
2009/4/13,17.7,22.6,13.3
2009/4/14,15.8,19.8,13.1
2009/4/15,15.2,20.5,9.0
2009/4/16,16.3,19.2,12.2
2009/4/17,16.0,20.7,11.7
2009/4/18,15.9,23.2,8.7
2009/4/19,17.4,23.5,9.5
2009/4/20,18.7,20.4,16.0
2009/4/21,16.4,20.5,14.5
2009/4/22,17.1,21.5,13.9
2009/4/23,15.4,20.2,11.0
2009/4/24,16.4,20.5,10.1
2009/4/25,14.8,17.8,12.1
2009/4/26,12.7,14.5,11.5
2009/4/27,13.3,15.4,11.1
2009/4/28,15.3,19.9,9.0
2009/4/29,14.8,21.6,7.2
2009/4/30,14.3,21.8,5.4
2009/5/1,15.6,22.0,8.5
