ダウンロードした時刻：2017/07/24 15:39:16

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/1/1,-0.6,5.6,-5.7
2007/1/2,1.1,4.5,-3.2
2007/1/3,2.6,6.2,-1.6
2007/1/4,1.3,6.0,-2.1
2007/1/5,2.7,7.7,-2.3
2007/1/6,1.0,4.9,0.0
2007/1/7,0.3,3.0,-1.2
2007/1/8,-0.9,1.3,-2.8
2007/1/9,-1.5,3.0,-4.8
2007/1/10,-1.1,3.7,-5.8
2007/1/11,0.2,2.4,-1.6
2007/1/12,0.1,4.1,-3.6
2007/1/13,-0.2,3.2,-3.2
2007/1/14,-1.3,3.6,-4.2
2007/1/15,-1.0,5.1,-5.9
2007/1/16,0.1,5.6,-5.0
2007/1/17,1.5,3.5,0.1
2007/1/18,2.1,5.8,-0.1
2007/1/19,0.3,3.1,-2.5
2007/1/20,-0.8,3.3,-4.6
2007/1/21,1.1,5.5,-4.1
2007/1/22,2.5,7.7,-1.3
2007/1/23,1.3,6.0,-2.7
2007/1/24,0.7,5.6,-2.6
2007/1/25,1.3,6.1,-2.6
2007/1/26,2.4,8.0,-4.4
2007/1/27,3.0,8.3,0.7
2007/1/28,2.8,7.9,-0.1
2007/1/29,3.2,7.7,0.3
2007/1/30,4.3,10.8,-1.2
2007/1/31,4.4,10.8,0.0
2007/2/1,0.4,5.3,-1.7
2007/2/2,-1.0,3.7,-4.1
2007/2/3,0.6,8.6,-6.0
2007/2/4,0.9,4.4,-2.5
2007/2/5,2.2,12.1,-6.1
2007/2/6,4.8,12.5,-1.7
2007/2/7,3.3,7.8,-0.8
2007/2/8,3.1,9.4,-3.2
2007/2/9,5.6,12.5,0.6
2007/2/10,6.1,11.8,2.0
2007/2/11,1.8,5.9,-0.2
2007/2/12,2.4,8.8,-2.1
2007/2/13,3.4,9.0,-1.3
2007/2/14,8.2,13.0,4.4
2007/2/15,1.5,6.4,-2.0
2007/2/16,-0.2,3.5,-4.2
2007/2/17,2.3,8.7,-4.1
2007/2/18,2.7,4.4,0.7
2007/2/19,2.5,7.1,-0.6
2007/2/20,2.7,10.0,-2.0
2007/2/21,4.1,11.6,-1.7
2007/2/22,6.2,15.5,-2.2
2007/2/23,6.3,8.8,1.5
2007/2/24,-0.4,2.7,-2.4
2007/2/25,-0.8,4.8,-6.6
2007/2/26,2.4,11.5,-5.3
2007/2/27,4.9,13.8,-3.2
2007/2/28,2.8,5.1,0.7
2007/3/1,2.5,8.0,-1.2
2007/3/2,2.7,11.5,-3.8
2007/3/3,7.4,17.0,-1.0
2007/3/4,11.0,19.0,3.7
2007/3/5,13.5,18.1,8.1
2007/3/6,5.4,10.1,-0.7
2007/3/7,0.1,6.2,-3.0
2007/3/8,0.7,6.8,-2.3
2007/3/9,1.8,8.4,-3.9
2007/3/10,5.5,13.7,-2.8
2007/3/11,2.7,7.5,-1.5
2007/3/12,-0.7,3.3,-2.5
2007/3/13,1.0,6.8,-2.4
2007/3/14,1.5,7.8,-4.3
2007/3/15,1.3,6.2,-3.4
2007/3/16,1.0,6.9,-3.3
2007/3/17,0.0,5.0,-3.4
2007/3/18,-1.1,2.8,-3.1
2007/3/19,0.2,4.8,-3.5
2007/3/20,0.5,6.5,-3.6
2007/3/21,2.0,9.5,-4.2
2007/3/22,4.6,13.6,-2.6
2007/3/23,6.0,13.2,-0.1
2007/3/24,8.1,15.3,-0.5
2007/3/25,9.1,12.4,3.7
2007/3/26,6.4,14.1,1.2
2007/3/27,8.4,15.4,1.4
2007/3/28,9.0,16.0,5.8
2007/3/29,10.4,16.9,5.0
2007/3/30,7.3,12.0,2.6
2007/3/31,7.1,12.3,0.5
2007/4/1,11.6,16.0,7.4
2007/4/2,8.3,12.2,5.0
2007/4/3,4.4,9.1,0.3
2007/4/4,2.6,10.4,-2.3
2007/4/5,3.0,9.3,-1.7
2007/4/6,6.2,15.4,-0.7
2007/4/7,8.7,16.9,0.7
2007/4/8,9.6,16.1,4.0
2007/4/9,8.2,13.6,3.8
2007/4/10,8.7,18.8,1.3
2007/4/11,7.5,13.1,4.4
2007/4/12,9.2,16.6,1.4
2007/4/13,13.7,22.3,6.1
2007/4/14,12.3,19.3,6.7
2007/4/15,9.4,18.1,4.1
2007/4/16,7.4,8.8,6.5
2007/4/17,7.0,11.4,3.4
2007/4/18,6.5,10.5,3.5
2007/4/19,7.8,13.9,3.6
2007/4/20,13.0,21.8,2.9
2007/4/21,16.1,21.8,10.0
2007/4/22,16.3,25.7,10.5
2007/4/23,10.8,14.2,6.5
2007/4/24,12.5,20.6,6.4
2007/4/25,11.6,14.6,7.6
2007/4/26,7.9,16.9,2.2
2007/4/27,7.8,15.2,0.0
2007/4/28,6.8,13.9,3.1
2007/4/29,11.0,21.4,0.8
2007/4/30,15.2,26.0,5.1
2007/5/1,14.6,17.1,12.2
