ダウンロードした時刻：2017/07/24 15:40:47

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,4.8,8.3,0.8
1994/1/2,3.9,10.1,-0.9
1994/1/3,5.1,10.0,0.1
1994/1/4,6.1,11.0,1.4
1994/1/5,6.4,10.5,2.3
1994/1/6,6.6,11.6,2.7
1994/1/7,5.1,8.2,1.9
1994/1/8,3.9,9.0,-0.2
1994/1/9,5.7,13.1,-1.1
1994/1/10,6.7,14.5,-0.1
1994/1/11,7.7,14.4,1.9
1994/1/12,7.3,12.9,1.7
1994/1/13,6.0,8.4,2.8
1994/1/14,6.7,13.0,3.0
1994/1/15,4.5,9.3,0.3
1994/1/16,3.6,10.8,-2.5
1994/1/17,4.1,6.7,0.6
1994/1/18,8.3,14.6,5.4
1994/1/19,2.7,5.6,-0.2
1994/1/20,2.5,5.5,-1.3
1994/1/21,3.1,8.5,0.3
1994/1/22,2.2,7.7,-2.4
1994/1/23,2.3,8.9,-1.4
1994/1/24,1.3,5.7,-2.2
1994/1/25,3.4,9.4,-2.1
1994/1/26,6.2,13.0,-0.6
1994/1/27,6.3,9.5,3.0
1994/1/28,4.9,10.7,2.2
1994/1/29,3.7,8.1,0.0
1994/1/30,0.8,4.8,-1.8
1994/1/31,2.3,8.0,-2.3
1994/2/1,3.6,6.8,0.9
1994/2/2,3.4,6.6,0.2
1994/2/3,0.3,2.9,-1.2
1994/2/4,3.3,8.4,-1.7
1994/2/5,5.8,11.6,0.6
1994/2/6,7.4,13.6,2.2
1994/2/7,8.0,12.2,2.8
1994/2/8,6.8,10.9,1.5
1994/2/9,6.5,12.1,3.1
1994/2/10,2.0,5.2,-0.3
1994/2/11,2.8,7.3,-1.8
1994/2/12,1.3,4.6,-1.5
1994/2/13,0.5,3.9,-2.7
1994/2/14,2.6,8.1,-3.0
1994/2/15,4.0,8.8,-1.6
1994/2/16,6.5,10.3,1.6
1994/2/17,5.5,10.1,1.4
1994/2/18,6.3,14.4,-1.3
1994/2/19,7.2,16.2,-1.1
1994/2/20,8.1,14.1,2.1
1994/2/21,8.4,13.1,1.3
1994/2/22,4.0,6.9,0.5
1994/2/23,3.8,7.9,1.3
1994/2/24,2.9,6.3,0.8
1994/2/25,6.1,12.6,-0.7
1994/2/26,6.4,12.0,2.2
1994/2/27,6.1,11.2,1.7
1994/2/28,6.1,12.9,1.2
1994/3/1,5.9,13.2,1.2
1994/3/2,5.8,10.4,2.1
1994/3/3,6.0,11.9,-0.7
1994/3/4,6.6,11.4,3.3
1994/3/5,4.1,7.8,-0.4
1994/3/6,5.6,11.1,0.7
1994/3/7,7.6,12.5,0.8
1994/3/8,8.6,10.0,7.1
1994/3/9,12.4,18.8,6.4
1994/3/10,7.8,10.9,3.1
1994/3/11,6.1,12.1,1.3
1994/3/12,4.9,8.5,3.1
1994/3/13,6.7,12.1,2.7
1994/3/14,5.4,12.0,0.2
1994/3/15,4.5,9.7,0.6
1994/3/16,6.0,12.1,-0.7
1994/3/17,7.2,13.1,3.6
1994/3/18,7.9,14.3,1.2
1994/3/19,10.7,17.5,5.4
1994/3/20,9.0,15.6,4.9
1994/3/21,7.8,12.8,3.7
1994/3/22,7.5,12.4,2.3
1994/3/23,9.5,11.4,7.3
1994/3/24,9.2,12.9,5.4
1994/3/25,5.6,10.4,2.1
1994/3/26,5.0,10.3,0.7
1994/3/27,6.0,11.4,0.7
1994/3/28,8.8,15.4,1.1
1994/3/29,9.7,14.9,4.8
1994/3/30,8.7,16.8,1.4
1994/3/31,12.3,20.8,3.0
1994/4/1,13.1,20.2,5.5
1994/4/2,14.1,18.2,10.2
1994/4/3,13.6,18.7,8.1
1994/4/4,13.9,21.1,4.9
1994/4/5,18.5,26.8,10.3
1994/4/6,18.9,28.1,11.4
1994/4/7,14.3,16.0,12.8
1994/4/8,12.1,17.5,8.3
1994/4/9,8.3,12.2,5.6
1994/4/10,10.0,16.0,3.2
1994/4/11,14.6,22.0,7.8
1994/4/12,14.3,17.3,10.7
1994/4/13,14.7,18.9,9.7
1994/4/14,13.1,19.1,7.1
1994/4/15,14.3,21.8,6.3
1994/4/16,16.5,24.2,8.9
1994/4/17,17.5,25.3,11.9
1994/4/18,14.5,18.0,10.2
1994/4/19,17.4,23.6,11.8
1994/4/20,17.0,22.4,11.7
1994/4/21,18.2,23.8,14.1
1994/4/22,18.2,23.3,13.1
1994/4/23,15.0,18.0,12.5
1994/4/24,16.3,23.5,12.7
1994/4/25,18.2,25.8,11.7
1994/4/26,19.4,28.0,11.9
1994/4/27,17.3,23.4,10.7
1994/4/28,16.6,20.5,13.4
1994/4/29,17.2,25.1,10.2
1994/4/30,16.9,21.1,12.4
1994/5/1,16.7,19.7,14.1
