ダウンロードした時刻：2019/10/10 16:19:40

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,14.8,18.2,12.6
2018/12/2,14.6,17.0,11.9
2018/12/3,17.1,18.0,15.6
2018/12/4,18.3,26.2,16.0
2018/12/5,15.3,17.6,12.3
2018/12/6,14.0,15.0,12.5
2018/12/7,9.1,13.2,5.2
2018/12/8,5.4,6.3,4.4
2018/12/9,5.5,6.8,4.3
2018/12/10,8.1,10.7,5.7
2018/12/11,8.4,9.6,7.1
2018/12/12,10.0,11.9,7.8
2018/12/13,8.8,10.4,7.2
2018/12/14,8.5,10.0,6.8
2018/12/15,8.7,12.2,5.6
2018/12/16,8.7,10.2,7.0
2018/12/17,10.6,11.9,9.1
2018/12/18,10.2,11.3,9.1
2018/12/19,11.6,16.0,7.6
2018/12/20,12.4,14.5,10.6
2018/12/21,12.7,13.7,11.4
2018/12/22,14.0,16.4,12.6
2018/12/23,12.4,13.6,11.0
2018/12/24,9.8,13.2,6.2
2018/12/25,9.0,12.4,4.4
2018/12/26,10.0,10.8,9.1
2018/12/27,8.7,11.0,5.2
2018/12/28,3.4,5.4,1.7
2018/12/29,4.8,5.8,4.1
2018/12/30,5.5,7.9,4.2
2018/12/31,7.1,9.2,5.2
2019/1/1,7.5,9.7,5.9
2019/1/2,6.5,9.1,4.2
2019/1/3,7.0,10.6,4.4
2019/1/4,7.4,10.5,3.1
2019/1/5,9.2,11.6,5.6
2019/1/6,8.2,12.4,5.3
2019/1/7,8.8,13.2,5.2
2019/1/8,9.6,12.8,7.8
2019/1/9,6.5,8.9,5.0
2019/1/10,7.5,10.0,4.8
2019/1/11,9.7,12.1,7.9
2019/1/12,9.0,12.0,7.3
2019/1/13,10.3,14.0,8.5
2019/1/14,9.8,13.8,7.5
2019/1/15,9.6,11.9,7.6
2019/1/16,6.9,9.9,4.3
2019/1/17,7.1,9.1,4.4
2019/1/18,9.1,12.2,6.6
2019/1/19,9.5,14.6,5.2
2019/1/20,10.8,12.9,9.3
2019/1/21,7.9,9.3,6.4
2019/1/22,9.2,12.0,7.6
2019/1/23,10.6,13.0,8.1
2019/1/24,10.3,13.3,7.7
2019/1/25,9.2,12.8,6.2
2019/1/26,4.1,7.6,1.0
2019/1/27,7.1,11.5,4.6
2019/1/28,9.1,11.4,4.9
2019/1/29,8.4,11.6,5.8
2019/1/30,8.6,12.0,5.7
2019/1/31,8.0,9.6,6.9
2019/2/1,6.4,7.9,5.0
2019/2/2,8.2,12.1,4.6
2019/2/3,10.8,16.5,7.4
2019/2/4,10.4,12.3,6.4
2019/2/5,8.6,11.5,5.5
2019/2/6,9.7,12.1,8.4
2019/2/7,9.9,13.3,8.2
2019/2/8,7.5,9.6,5.2
2019/2/9,6.1,7.6,4.5
2019/2/10,7.2,9.4,4.5
2019/2/11,7.0,8.3,5.3
2019/2/12,6.3,10.5,2.4
2019/2/13,7.8,12.0,5.6
2019/2/14,7.4,9.9,5.9
2019/2/15,6.9,8.6,4.7
2019/2/16,8.1,10.4,5.4
2019/2/17,7.0,10.7,4.5
2019/2/18,7.6,11.3,3.9
2019/2/19,11.8,18.1,8.0
2019/2/20,10.3,12.6,7.5
2019/2/21,9.2,13.4,6.1
2019/2/22,9.3,11.4,7.3
2019/2/23,10.5,14.4,8.1
2019/2/24,8.9,12.3,6.5
2019/2/25,10.5,15.4,6.4
2019/2/26,10.8,15.6,7.3
2019/2/27,9.1,10.1,7.6
2019/2/28,10.6,14.6,7.6
2019/3/1,11.2,15.3,7.9
2019/3/2,9.5,10.9,7.6
2019/3/3,9.0,9.8,7.9
2019/3/4,10.7,13.7,8.0
2019/3/5,11.0,15.8,6.5
2019/3/6,10.2,11.3,9.7
2019/3/7,9.5,12.0,7.0
2019/3/8,9.5,14.1,4.7
2019/3/9,10.5,14.0,5.9
2019/3/10,11.2,12.8,10.5
2019/3/11,12.5,15.3,8.4
2019/3/12,11.6,15.0,8.7
2019/3/13,9.1,10.8,6.5
2019/3/14,9.2,11.3,6.6
2019/3/15,8.9,15.9,5.3
2019/3/16,9.3,12.1,5.7
2019/3/17,11.2,13.8,8.1
2019/3/18,10.0,12.9,6.3
2019/3/19,11.3,15.3,8.9
2019/3/20,12.3,15.7,8.3
2019/3/21,15.4,19.5,13.5
2019/3/22,12.8,15.9,9.7
2019/3/23,10.1,12.9,8.7
2019/3/24,9.8,12.7,8.1
2019/3/25,10.8,13.2,8.3
2019/3/26,13.3,17.3,9.1
2019/3/27,15.7,22.1,10.0
2019/3/28,15.5,18.1,13.0
2019/3/29,14.6,19.9,11.4
2019/3/30,14.6,18.6,12.0
2019/3/31,10.1,12.2,8.9
