ダウンロードした時刻：2019/10/10 15:56:10

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,13.6,15.0,12.6
1991/12/2,12.2,14.7,8.6
1991/12/3,13.0,15.2,9.3
1991/12/4,11.5,14.6,7.3
1991/12/5,13.6,15.0,12.0
1991/12/6,12.7,15.3,8.5
1991/12/7,13.1,15.7,9.7
1991/12/8,11.5,13.1,10.9
1991/12/9,9.1,11.1,5.6
1991/12/10,8.0,11.8,3.7
1991/12/11,13.8,17.6,7.5
1991/12/12,7.2,13.7,2.5
1991/12/13,6.9,10.9,1.6
1991/12/14,9.5,12.8,6.0
1991/12/15,10.0,13.7,4.9
1991/12/16,11.8,14.2,9.0
1991/12/17,11.9,15.9,7.0
1991/12/18,12.3,16.0,10.3
1991/12/19,9.3,10.7,8.2
1991/12/20,7.1,8.3,6.1
1991/12/21,9.0,13.1,5.5
1991/12/22,10.0,12.6,4.9
1991/12/23,10.8,13.9,6.6
1991/12/24,11.1,14.8,8.8
1991/12/25,8.7,13.2,6.3
1991/12/26,6.3,7.4,3.8
1991/12/27,6.2,11.3,2.4
1991/12/28,7.1,12.5,3.8
1991/12/29,4.9,7.9,1.0
1991/12/30,3.3,6.8,0.4
1991/12/31,5.2,8.2,1.1
1992/1/1,7.2,10.4,3.5
1992/1/2,9.1,10.7,7.0
1992/1/3,8.7,12.0,3.8
1992/1/4,8.5,10.4,4.3
1992/1/5,6.6,10.6,1.3
1992/1/6,8.1,10.5,4.6
1992/1/7,7.6,9.6,4.7
1992/1/8,8.8,12.1,4.0
1992/1/9,9.3,11.2,7.4
1992/1/10,6.9,9.7,3.9
1992/1/11,5.3,8.8,1.9
1992/1/12,6.5,11.1,3.3
1992/1/13,8.3,11.9,3.3
1992/1/14,7.8,11.9,3.8
1992/1/15,4.6,6.2,2.2
1992/1/16,7.3,9.8,1.4
1992/1/17,8.3,11.9,4.3
1992/1/18,6.3,10.1,3.5
1992/1/19,4.7,8.0,1.0
1992/1/20,4.9,9.1,1.1
1992/1/21,5.2,8.8,1.0
1992/1/22,6.6,10.0,4.1
1992/1/23,6.5,9.4,0.8
1992/1/24,4.2,8.4,0.0
1992/1/25,5.6,10.3,1.3
1992/1/26,7.7,11.0,2.9
1992/1/27,9.2,11.4,6.2
1992/1/28,8.8,11.0,5.4
1992/1/29,10.3,15.1,6.3
1992/1/30,8.9,10.2,7.8
1992/1/31,7.6,8.3,6.3
1992/2/1,4.3,7.8,0.6
1992/2/2,4.0,8.1,0.0
1992/2/3,8.6,13.9,2.1
1992/2/4,11.4,15.4,6.7
1992/2/5,6.5,8.9,3.8
1992/2/6,7.4,8.5,6.5
1992/2/7,9.1,13.0,5.1
1992/2/8,6.8,8.3,2.8
1992/2/9,4.4,7.2,0.5
1992/2/10,6.0,9.9,2.2
1992/2/11,6.1,8.7,2.7
1992/2/12,8.6,10.2,6.5
1992/2/13,10.4,12.7,6.8
1992/2/14,7.5,11.0,5.0
1992/2/15,8.0,11.5,2.2
1992/2/16,8.7,14.3,4.5
1992/2/17,6.2,8.7,2.5
1992/2/18,7.6,9.5,5.0
1992/2/19,6.9,9.3,5.0
1992/2/20,5.5,7.1,3.9
1992/2/21,3.8,5.2,1.9
1992/2/22,3.8,7.6,0.3
1992/2/23,5.8,10.2,0.7
1992/2/24,6.5,8.8,3.3
1992/2/25,4.6,9.6,1.4
1992/2/26,4.9,7.8,0.1
1992/2/27,7.8,12.8,1.9
1992/2/28,11.0,12.7,7.5
1992/2/29,15.1,17.5,12.6
1992/3/1,14.7,17.4,11.9
1992/3/2,9.1,12.1,6.8
1992/3/3,6.1,7.1,5.0
1992/3/4,7.4,9.7,5.0
1992/3/5,11.2,15.4,8.2
1992/3/6,7.6,10.5,5.2
1992/3/7,7.3,9.1,5.9
1992/3/8,8.6,12.0,6.2
1992/3/9,10.9,14.5,5.0
1992/3/10,11.4,13.1,10.0
1992/3/11,11.5,12.4,10.5
1992/3/12,11.2,13.3,9.1
1992/3/13,12.9,15.7,8.1
1992/3/14,14.1,16.2,9.5
1992/3/15,16.1,19.1,11.4
1992/3/16,11.3,15.8,7.7
1992/3/17,5.7,7.9,4.4
1992/3/18,9.5,16.6,5.9
1992/3/19,9.5,11.0,7.9
1992/3/20,11.3,14.4,7.6
1992/3/21,7.4,11.2,3.3
1992/3/22,6.9,10.0,2.3
1992/3/23,8.6,12.6,7.0
1992/3/24,9.1,11.9,7.9
1992/3/25,10.8,12.4,9.3
1992/3/26,11.2,12.7,9.7
1992/3/27,10.4,11.4,9.6
1992/3/28,12.1,13.5,10.5
1992/3/29,14.3,15.6,12.9
1992/3/30,13.2,16.7,10.9
1992/3/31,12.6,14.7,10.6
