ダウンロードした時刻：2017/07/24 15:38:17

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/1/1,7.9,12.8,1.0
1991/1/2,9.2,12.6,4.6
1991/1/3,6.1,9.3,3.3
1991/1/4,4.3,11.0,0.1
1991/1/5,2.7,7.6,-1.7
1991/1/6,2.2,6.4,-1.2
1991/1/7,2.2,6.8,-1.0
1991/1/8,2.3,8.3,-3.2
1991/1/9,4.2,9.1,-0.9
1991/1/10,5.5,10.4,1.8
1991/1/11,5.5,9.3,3.0
1991/1/12,4.4,6.2,2.1
1991/1/13,4.3,10.5,0.5
1991/1/14,4.2,9.8,-0.3
1991/1/15,3.4,8.9,-0.5
1991/1/16,3.0,8.2,-1.9
1991/1/17,5.5,10.7,-0.5
1991/1/18,2.8,5.3,1.3
1991/1/19,4.6,10.6,-0.9
1991/1/20,4.4,11.8,-1.9
1991/1/21,5.6,11.5,-0.8
1991/1/22,6.2,8.8,3.7
1991/1/23,1.8,4.9,-1.4
1991/1/24,2.9,7.7,-4.3
1991/1/25,8.0,14.1,3.7
1991/1/26,5.1,8.8,2.5
1991/1/27,3.9,9.2,0.0
1991/1/28,2.2,6.0,-1.4
1991/1/29,3.3,9.0,-1.7
1991/1/30,3.4,7.7,0.2
1991/1/31,3.3,10.2,-3.2
1991/2/1,3.4,10.2,-1.9
1991/2/2,2.9,7.3,0.3
1991/2/3,3.0,8.1,-0.7
1991/2/4,4.6,11.6,0.2
1991/2/5,2.6,6.0,-0.4
1991/2/6,4.2,9.2,-1.4
1991/2/7,4.6,9.7,1.5
1991/2/8,1.3,4.7,-2.9
1991/2/9,3.5,9.2,-0.4
1991/2/10,3.9,8.5,-1.6
1991/2/11,8.1,13.6,3.2
1991/2/12,4.6,11.0,0.7
1991/2/13,4.3,7.8,2.0
1991/2/14,4.4,9.8,-2.8
1991/2/15,8.9,12.8,3.2
1991/2/16,10.3,15.2,4.4
1991/2/17,4.7,9.0,1.8
1991/2/18,2.4,6.7,-1.7
1991/2/19,3.3,10.4,-0.9
1991/2/20,2.1,6.2,-2.2
1991/2/21,2.9,10.5,-2.9
1991/2/22,4.6,8.2,-1.8
1991/2/23,2.6,7.0,-1.8
1991/2/24,0.9,6.5,-3.8
1991/2/25,2.1,7.2,-3.0
1991/2/26,5.8,11.8,-0.9
1991/2/27,7.8,12.8,3.1
1991/2/28,9.1,16.3,1.9
1991/3/1,4.6,7.3,2.4
1991/3/2,5.0,8.8,2.2
1991/3/3,5.2,9.9,1.8
1991/3/4,6.9,11.6,-0.2
1991/3/5,10.1,15.2,5.1
1991/3/6,10.1,15.0,3.2
1991/3/7,8.7,13.4,3.6
1991/3/8,3.5,5.7,0.9
1991/3/9,6.5,10.9,1.1
1991/3/10,7.5,11.8,3.8
1991/3/11,2.8,6.1,0.8
1991/3/12,6.9,12.9,3.6
1991/3/13,5.8,7.7,3.9
1991/3/14,4.0,7.2,-0.6
1991/3/15,3.2,8.4,-0.9
1991/3/16,2.0,3.5,0.3
1991/3/17,5.4,11.4,-0.4
1991/3/18,5.8,10.4,2.9
1991/3/19,8.4,13.9,2.0
1991/3/20,12.2,19.1,3.3
1991/3/21,7.9,11.9,1.9
1991/3/22,5.5,7.9,0.7
1991/3/23,11.9,17.8,7.3
1991/3/24,12.7,19.4,9.7
1991/3/25,8.3,10.3,7.1
1991/3/26,10.8,15.9,7.2
1991/3/27,6.6,9.2,5.2
1991/3/28,7.2,8.1,6.7
1991/3/29,7.5,11.3,4.8
1991/3/30,9.4,12.1,5.5
1991/3/31,8.8,11.7,6.0
1991/4/1,4.4,6.0,2.6
1991/4/2,5.0,8.3,1.0
1991/4/3,4.9,8.4,0.1
1991/4/4,8.4,13.5,0.7
1991/4/5,10.7,14.7,5.0
1991/4/6,12.1,16.2,5.8
1991/4/7,10.8,13.9,8.4
1991/4/8,10.9,14.2,8.4
1991/4/9,11.4,20.6,7.1
1991/4/10,12.0,15.1,6.0
1991/4/11,14.9,17.7,13.1
1991/4/12,13.2,16.9,10.1
1991/4/13,14.3,17.4,10.7
1991/4/14,13.8,16.5,11.6
1991/4/15,13.6,16.4,10.6
1991/4/16,16.4,24.0,11.0
1991/4/17,15.8,20.3,10.5
1991/4/18,16.3,22.7,9.9
1991/4/19,11.3,14.3,8.1
1991/4/20,12.2,18.6,6.6
1991/4/21,11.9,16.0,8.7
1991/4/22,11.5,14.6,7.8
1991/4/23,13.7,18.5,5.2
1991/4/24,16.2,19.2,14.6
1991/4/25,13.9,15.1,11.8
1991/4/26,17.5,22.3,14.3
1991/4/27,15.0,18.2,9.5
1991/4/28,14.3,19.3,7.0
1991/4/29,14.9,18.2,10.7
1991/4/30,15.2,19.5,11.8
1991/5/1,13.3,18.0,8.1
