ダウンロードした時刻：2019/10/10 15:40:34

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,-0.7,0.6,-2.7
1987/12/2,0.9,4.2,-0.9
1987/12/3,2.5,6.9,-1.0
1987/12/4,2.3,4.7,1.2
1987/12/5,2.0,4.3,0.0
1987/12/6,0.2,1.5,-0.3
1987/12/7,1.2,5.6,-1.6
1987/12/8,0.2,7.5,-4.5
1987/12/9,4.8,12.4,-1.7
1987/12/10,7.7,12.4,3.8
1987/12/11,8.5,16.0,4.0
1987/12/12,3.9,6.1,1.9
1987/12/13,2.1,3.2,0.4
1987/12/14,3.5,8.3,-0.1
1987/12/15,5.0,13.1,-1.1
1987/12/16,6.3,12.0,2.4
1987/12/17,2.1,7.6,0.1
1987/12/18,1.6,6.0,-1.3
1987/12/19,3.1,12.1,-4.0
1987/12/20,5.4,8.7,2.9
1987/12/21,4.0,6.1,0.8
1987/12/22,5.9,11.0,1.3
1987/12/23,6.6,10.8,1.8
1987/12/24,6.8,14.0,-0.7
1987/12/25,12.0,17.0,6.6
1987/12/26,10.1,15.5,4.1
1987/12/27,9.1,18.2,1.8
1987/12/28,10.3,18.5,2.5
1987/12/29,13.0,19.1,6.5
1987/12/30,5.1,15.4,-0.7
1987/12/31,1.2,4.2,-1.2
1988/1/1,1.9,10.6,-2.9
1988/1/2,6.6,9.3,0.0
1988/1/3,3.3,6.3,-1.9
1988/1/4,4.2,10.3,-3.6
1988/1/5,2.4,5.2,1.3
1988/1/6,1.9,5.4,-1.7
1988/1/7,1.7,6.5,-5.3
1988/1/8,6.0,10.0,2.8
1988/1/9,1.6,5.2,-1.5
1988/1/10,-1.6,0.2,-2.5
1988/1/11,0.5,4.1,-4.5
1988/1/12,4.5,7.5,1.7
1988/1/13,4.7,11.3,-1.0
1988/1/14,5.1,12.2,-0.1
1988/1/15,6.9,14.6,1.9
1988/1/16,4.5,8.8,2.5
1988/1/17,2.5,6.2,-1.3
1988/1/18,0.4,3.4,-2.4
1988/1/19,1.7,5.5,-1.0
1988/1/20,2.3,11.1,-4.1
1988/1/21,3.0,7.4,-2.5
1988/1/22,10.4,17.8,4.3
1988/1/23,5.1,10.6,0.0
1988/1/24,-1.0,0.1,-1.5
1988/1/25,1.7,4.4,-1.5
1988/1/26,1.5,3.0,-0.1
1988/1/27,1.3,4.2,0.0
1988/1/28,0.5,3.4,-2.1
1988/1/29,3.2,10.6,-3.4
1988/1/30,0.7,3.0,-0.6
1988/1/31,0.8,4.3,-1.0
1988/2/1,0.8,4.4,-1.3
1988/2/2,3.0,10.8,-3.4
1988/2/3,-4.0,-0.8,-5.6
1988/2/4,-0.5,4.1,-5.4
1988/2/5,3.3,10.4,-3.4
1988/2/6,3.6,7.0,-0.3
1988/2/7,-1.9,-0.1,-3.7
1988/2/8,-1.2,2.6,-4.7
1988/2/9,-0.1,3.8,-4.1
1988/2/10,-0.7,2.4,-2.7
1988/2/11,-0.1,2.4,-2.0
1988/2/12,1.4,6.2,-2.1
1988/2/13,1.2,4.2,-1.0
1988/2/14,-1.2,1.3,-2.9
1988/2/15,-2.8,1.8,-5.9
1988/2/16,-3.1,-0.9,-4.1
1988/2/17,-2.2,1.1,-5.1
1988/2/18,-1.3,3.4,-5.7
1988/2/19,-0.6,2.5,-3.2
1988/2/20,1.0,4.9,-1.7
1988/2/21,-1.4,1.3,-4.1
1988/2/22,-0.7,6.6,-7.6
1988/2/23,3.6,9.9,-2.6
1988/2/24,1.8,4.9,-0.1
1988/2/25,1.9,6.3,-1.8
1988/2/26,2.5,6.7,-1.2
1988/2/27,1.8,4.5,-0.2
1988/2/28,1.7,6.3,-1.2
1988/2/29,3.2,7.0,0.6
1988/3/1,1.4,2.7,0.5
1988/3/2,1.7,3.2,0.8
1988/3/3,2.0,5.4,-1.1
1988/3/4,0.9,4.5,-2.0
1988/3/5,2.6,8.7,-2.7
1988/3/6,2.7,8.9,-1.6
1988/3/7,1.1,5.7,-1.2
1988/3/8,1.5,6.9,-1.7
1988/3/9,0.5,3.0,-1.2
1988/3/10,3.0,8.9,-2.5
1988/3/11,7.0,15.3,-2.7
1988/3/12,9.5,14.8,6.6
1988/3/13,8.4,13.5,3.1
1988/3/14,10.2,20.6,0.0
1988/3/15,3.9,9.5,-3.3
1988/3/16,1.4,4.9,-3.5
1988/3/17,5.3,10.1,0.3
1988/3/18,2.3,6.0,0.2
1988/3/19,6.5,14.1,1.7
1988/3/20,4.1,7.5,0.6
1988/3/21,4.9,10.2,-0.1
1988/3/22,3.5,7.8,0.4
1988/3/23,8.1,12.0,5.4
1988/3/24,3.1,6.3,0.9
1988/3/25,4.5,10.7,-1.2
1988/3/26,4.3,7.4,1.4
1988/3/27,4.7,9.6,0.9
1988/3/28,5.5,13.5,-1.9
1988/3/29,5.1,7.4,2.7
1988/3/30,4.2,6.3,2.7
1988/3/31,2.8,4.8,1.4
