ダウンロードした時刻：2019/10/10 16:13:49

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,17.7,20.2,16.1
1990/12/2,12.2,16.4,10.6
1990/12/3,9.9,12.8,7.9
1990/12/4,9.9,13.5,7.1
1990/12/5,10.9,15.6,7.7
1990/12/6,12.1,16.6,7.5
1990/12/7,13.7,17.5,8.7
1990/12/8,13.7,17.8,8.9
1990/12/9,13.3,15.1,11.2
1990/12/10,15.0,19.0,12.5
1990/12/11,14.0,20.3,10.7
1990/12/12,10.3,12.5,8.7
1990/12/13,10.2,13.2,6.9
1990/12/14,11.5,13.1,9.6
1990/12/15,12.5,16.7,9.1
1990/12/16,9.3,12.2,7.4
1990/12/17,8.5,11.0,5.2
1990/12/18,8.5,10.5,6.5
1990/12/19,8.7,11.9,6.8
1990/12/20,10.2,13.3,5.7
1990/12/21,11.8,15.5,9.4
1990/12/22,13.9,17.1,9.2
1990/12/23,9.0,14.4,5.2
1990/12/24,6.9,9.7,4.6
1990/12/25,8.5,11.5,5.5
1990/12/26,10.4,15.1,4.1
1990/12/27,6.1,8.7,3.5
1990/12/28,7.6,10.7,4.4
1990/12/29,8.6,10.7,6.5
1990/12/30,7.9,11.2,4.7
1990/12/31,10.8,14.0,5.6
1991/1/1,13.6,17.5,11.2
1991/1/2,12.6,15.3,8.8
1991/1/3,8.0,11.3,6.0
1991/1/4,7.3,11.0,4.9
1991/1/5,5.4,7.9,2.6
1991/1/6,4.6,7.1,1.3
1991/1/7,7.4,13.1,4.2
1991/1/8,8.5,13.5,5.2
1991/1/9,6.1,8.6,3.7
1991/1/10,7.9,11.0,4.7
1991/1/11,8.5,12.8,6.1
1991/1/12,8.8,12.2,6.3
1991/1/13,5.5,7.6,3.7
1991/1/14,5.2,9.1,3.1
1991/1/15,5.6,8.2,2.9
1991/1/16,7.3,10.6,4.3
1991/1/17,8.4,11.8,5.8
1991/1/18,5.3,8.3,3.1
1991/1/19,6.9,11.4,2.2
1991/1/20,10.0,13.0,6.4
1991/1/21,10.2,11.7,8.8
1991/1/22,10.6,14.7,7.0
1991/1/23,6.3,9.5,3.1
1991/1/24,7.7,12.5,2.3
1991/1/25,11.1,15.3,6.9
1991/1/26,6.8,10.2,4.5
1991/1/27,6.1,10.1,1.9
1991/1/28,6.0,10.0,2.5
1991/1/29,5.3,9.8,2.3
1991/1/30,5.6,10.0,2.7
1991/1/31,6.3,11.2,3.2
1991/2/1,7.8,12.1,3.0
1991/2/2,6.7,9.7,4.4
1991/2/3,6.7,10.4,3.8
1991/2/4,7.9,11.2,5.4
1991/2/5,6.1,9.0,4.5
1991/2/6,6.8,10.3,2.2
1991/2/7,8.7,12.9,5.5
1991/2/8,7.8,10.9,4.7
1991/2/9,7.6,11.3,2.1
1991/2/10,14.3,17.3,9.2
1991/2/11,12.6,15.4,9.9
1991/2/12,9.5,12.3,7.0
1991/2/13,7.9,10.8,3.4
1991/2/14,11.1,13.2,8.3
1991/2/15,12.9,16.2,11.1
1991/2/16,8.8,12.8,5.5
1991/2/17,4.7,7.3,2.8
1991/2/18,5.2,8.1,2.7
1991/2/19,5.7,8.8,1.9
1991/2/20,4.1,7.8,1.2
1991/2/21,5.1,8.8,2.3
1991/2/22,4.2,9.4,0.2
1991/2/23,1.8,4.5,0.1
1991/2/24,2.4,6.6,-0.1
1991/2/25,3.0,7.3,-0.4
1991/2/26,5.6,10.3,-0.1
1991/2/27,10.3,13.8,4.4
1991/2/28,15.4,18.2,10.5
1991/3/1,7.6,13.7,4.3
1991/3/2,7.9,12.5,3.2
1991/3/3,8.7,13.8,3.9
1991/3/4,10.8,15.5,5.6
1991/3/5,12.3,15.8,9.4
1991/3/6,14.9,17.8,12.3
1991/3/7,13.5,17.4,9.6
1991/3/8,10.9,13.0,9.3
1991/3/9,16.8,21.1,11.5
1991/3/10,12.2,15.7,9.3
1991/3/11,12.6,19.1,11.2
1991/3/12,12.6,16.4,10.1
1991/3/13,12.4,16.4,9.2
1991/3/14,9.6,14.1,4.9
1991/3/15,6.6,9.6,2.2
1991/3/16,8.0,10.6,6.8
1991/3/17,9.6,13.8,6.3
1991/3/18,10.4,14.7,5.4
1991/3/19,14.1,17.4,9.1
1991/3/20,17.8,21.1,16.4
1991/3/21,14.8,17.7,9.9
1991/3/22,11.8,13.1,9.9
1991/3/23,15.8,18.9,12.8
1991/3/24,15.1,18.7,11.6
1991/3/25,14.8,19.1,13.1
1991/3/26,15.5,19.3,13.1
1991/3/27,15.2,16.2,13.9
1991/3/28,14.7,16.0,12.5
1991/3/29,13.0,16.4,10.1
1991/3/30,14.9,18.1,13.0
1991/3/31,13.0,15.0,12.2
