ダウンロードした時刻：2019/10/10 16:11:14

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,10.6,13.7,8.4
2006/12/2,9.8,14.4,6.0
2006/12/3,7.0,10.7,4.7
2006/12/4,7.1,10.6,4.2
2006/12/5,7.9,11.2,4.5
2006/12/6,9.7,13.0,6.1
2006/12/7,10.1,11.7,8.1
2006/12/8,11.6,13.8,10.2
2006/12/9,10.4,11.1,8.9
2006/12/10,10.3,13.3,8.1
2006/12/11,9.6,12.5,7.2
2006/12/12,9.4,10.8,8.2
2006/12/13,9.2,10.3,7.8
2006/12/14,10.5,11.8,9.0
2006/12/15,11.5,16.1,8.5
2006/12/16,10.8,13.0,7.9
2006/12/17,9.1,12.9,4.7
2006/12/18,6.9,10.4,4.2
2006/12/19,7.6,11.0,3.9
2006/12/20,9.1,13.7,4.7
2006/12/21,9.8,11.7,7.7
2006/12/22,10.4,13.3,6.9
2006/12/23,10.2,13.3,7.5
2006/12/24,9.3,12.2,6.9
2006/12/25,9.8,14.2,5.0
2006/12/26,12.9,14.3,11.6
2006/12/27,12.7,15.3,10.4
2006/12/28,7.5,11.7,1.2
2006/12/29,2.4,5.6,0.0
2006/12/30,5.4,8.4,2.2
2006/12/31,6.4,10.3,4.0
2007/1/1,7.0,10.3,2.4
2007/1/2,8.7,9.5,7.7
2007/1/3,9.8,13.1,7.7
2007/1/4,8.6,12.6,5.9
2007/1/5,8.2,11.3,4.1
2007/1/6,8.7,11.4,5.3
2007/1/7,5.1,8.7,2.0
2007/1/8,6.7,10.3,3.9
2007/1/9,5.8,,3.1
2007/1/10,6.8,11.2,3.1
2007/1/11,7.4,11.3,3.9
2007/1/12,7.5,10.7,4.2
2007/1/13,7.1,10.8,4.7
2007/1/14,6.3,9.9,3.3
2007/1/15,6.3,10.1,3.0
2007/1/16,7.9,11.0,5.1
2007/1/17,8.7,10.5,6.9
2007/1/18,8.9,11.9,6.0
2007/1/19,6.5,8.7,4.2
2007/1/20,6.5,9.4,3.7
2007/1/21,7.8,9.5,5.0
2007/1/22,7.5,12.5,4.9
2007/1/23,6.5,9.2,4.2
2007/1/24,7.0,11.8,4.4
2007/1/25,7.5,11.3,4.6
2007/1/26,8.0,12.2,3.2
2007/1/27,8.4,10.7,4.6
2007/1/28,7.0,9.4,4.3
2007/1/29,7.0,10.4,3.8
2007/1/30,8.4,12.9,4.2
2007/1/31,8.7,11.1,5.0
2007/2/1,5.3,8.7,2.1
2007/2/2,3.5,7.9,1.1
2007/2/3,6.3,9.2,2.0
2007/2/4,7.6,10.4,3.6
2007/2/5,7.6,13.0,1.4
2007/2/6,11.2,15.2,5.9
2007/2/7,10.8,14.5,7.4
2007/2/8,9.0,12.1,4.3
2007/2/9,10.3,11.8,8.8
2007/2/10,11.1,14.1,7.7
2007/2/11,7.9,11.6,5.2
2007/2/12,8.8,12.7,4.8
2007/2/13,9.7,14.1,5.4
2007/2/14,13.6,16.0,10.2
2007/2/15,7.5,11.5,4.3
2007/2/16,6.8,11.3,3.7
2007/2/17,6.2,8.3,3.7
2007/2/18,9.7,12.2,7.0
2007/2/19,8.7,12.4,5.8
2007/2/20,8.2,12.1,3.9
2007/2/21,9.5,13.1,5.4
2007/2/22,11.5,16.0,6.6
2007/2/23,11.5,16.7,6.8
2007/2/24,5.8,8.4,3.4
2007/2/25,6.4,10.0,3.0
2007/2/26,10.6,14.5,7.1
2007/2/27,11.7,16.0,8.5
2007/2/28,7.2,10.7,4.6
2007/3/1,7.6,12.1,3.1
2007/3/2,9.4,14.6,5.1
2007/3/3,12.8,16.5,9.7
2007/3/4,15.6,20.5,11.0
2007/3/5,14.8,17.1,10.5
2007/3/6,7.6,11.2,2.8
2007/3/7,5.2,8.7,1.6
2007/3/8,5.9,9.6,2.2
2007/3/9,7.0,10.1,3.2
2007/3/10,9.5,13.5,4.8
2007/3/11,7.6,11.3,4.8
2007/3/12,6.2,9.5,3.3
2007/3/13,6.6,11.8,3.6
2007/3/14,7.3,10.3,3.5
2007/3/15,6.3,8.6,4.6
2007/3/16,7.6,12.4,4.2
2007/3/17,6.5,11.3,3.6
2007/3/18,5.6,10.1,2.2
2007/3/19,5.4,9.2,2.3
2007/3/20,6.4,10.9,2.8
2007/3/21,8.0,12.0,2.9
2007/3/22,11.2,16.3,6.6
2007/3/23,12.0,15.9,7.6
2007/3/24,14.6,16.7,12.1
2007/3/25,15.1,17.6,10.8
2007/3/26,13.5,18.4,7.6
2007/3/27,12.6,14.9,10.8
2007/3/28,13.2,16.8,9.7
2007/3/29,16.8,20.4,13.5
2007/3/30,14.4,17.6,9.4
2007/3/31,14.7,19.2,8.9
