ダウンロードした時刻：2019/10/10 16:00:29

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,19.6,23.3,17.3
1990/12/2,14.6,18.1,10.3
1990/12/3,11.5,15.4,7.3
1990/12/4,10.7,15.8,7.2
1990/12/5,9.9,14.2,6.1
1990/12/6,9.8,13.8,5.6
1990/12/7,10.1,14.5,5.6
1990/12/8,10.9,15.6,6.5
1990/12/9,10.0,12.8,6.2
1990/12/10,12.0,15.8,8.8
1990/12/11,12.0,16.5,7.4
1990/12/12,11.9,16.4,7.2
1990/12/13,10.0,13.5,7.2
1990/12/14,11.8,16.6,5.6
1990/12/15,11.4,14.4,7.7
1990/12/16,8.0,10.7,6.3
1990/12/17,7.5,10.9,4.4
1990/12/18,7.0,10.2,4.2
1990/12/19,8.5,12.2,6.5
1990/12/20,7.3,10.4,4.2
1990/12/21,7.0,8.8,5.4
1990/12/22,10.6,16.3,4.7
1990/12/23,11.2,13.7,6.2
1990/12/24,7.7,12.6,3.0
1990/12/25,8.2,12.4,3.4
1990/12/26,8.6,13.1,4.2
1990/12/27,7.0,12.2,3.9
1990/12/28,6.9,11.2,1.9
1990/12/29,7.3,11.6,3.6
1990/12/30,6.9,11.8,4.1
1990/12/31,6.4,9.7,2.6
1991/1/1,6.1,8.3,4.7
1991/1/2,8.6,10.3,5.6
1991/1/3,8.8,11.2,5.3
1991/1/4,6.7,11.2,3.0
1991/1/5,6.2,10.3,2.5
1991/1/6,5.0,9.3,2.2
1991/1/7,5.0,8.9,0.8
1991/1/8,6.5,11.8,1.2
1991/1/9,5.6,10.1,1.4
1991/1/10,6.8,11.3,2.4
1991/1/11,7.3,11.1,3.2
1991/1/12,3.9,6.9,2.5
1991/1/13,5.5,10.8,2.6
1991/1/14,6.7,11.3,2.5
1991/1/15,5.1,9.7,2.6
1991/1/16,5.4,9.3,0.5
1991/1/17,5.9,12.8,2.3
1991/1/18,5.1,8.9,2.8
1991/1/19,7.4,11.6,2.2
1991/1/20,7.5,13.6,2.5
1991/1/21,4.9,7.3,3.7
1991/1/22,7.3,9.7,4.2
1991/1/23,4.4,7.2,1.6
1991/1/24,4.3,8.3,-0.7
1991/1/25,7.3,13.4,2.1
1991/1/26,7.1,11.0,4.5
1991/1/27,5.9,9.1,3.3
1991/1/28,4.6,8.6,1.9
1991/1/29,4.4,8.4,0.1
1991/1/30,5.2,9.7,1.9
1991/1/31,5.4,9.7,1.3
1991/2/1,5.8,10.7,0.7
1991/2/2,5.3,9.7,1.9
1991/2/3,5.6,10.3,1.4
1991/2/4,6.5,10.5,3.7
1991/2/5,5.5,10.4,1.5
1991/2/6,5.6,9.8,1.9
1991/2/7,6.6,10.3,3.0
1991/2/8,5.7,12.1,2.7
1991/2/9,5.9,10.7,1.1
1991/2/10,4.8,6.7,3.1
1991/2/11,8.7,13.9,2.7
1991/2/12,7.5,11.3,4.4
1991/2/13,7.1,11.4,3.5
1991/2/14,7.8,11.9,2.8
1991/2/15,6.7,11.0,4.9
1991/2/16,12.1,16.9,8.0
1991/2/17,6.9,10.2,3.6
1991/2/18,4.9,7.8,1.4
1991/2/19,5.3,10.5,1.3
1991/2/20,4.2,7.4,1.5
1991/2/21,5.2,9.7,0.4
1991/2/22,4.9,8.9,1.0
1991/2/23,4.1,7.2,1.3
1991/2/24,3.3,8.2,-0.3
1991/2/25,3.8,8.9,-1.2
1991/2/26,6.1,11.9,-0.2
1991/2/27,7.5,11.7,2.2
1991/2/28,13.1,16.1,8.9
1991/3/1,4.8,10.7,2.4
1991/3/2,6.5,8.8,4.1
1991/3/3,7.4,11.9,4.3
1991/3/4,8.3,13.3,2.1
1991/3/5,11.0,15.3,7.7
1991/3/6,11.3,16.6,7.4
1991/3/7,11.8,17.2,8.5
1991/3/8,5.6,9.2,4.3
1991/3/9,7.6,11.6,3.3
1991/3/10,10.5,14.1,7.5
1991/3/11,5.0,7.6,3.7
1991/3/12,7.6,10.0,3.9
1991/3/13,9.0,11.7,7.2
1991/3/14,5.6,7.9,1.8
1991/3/15,5.6,9.4,0.1
1991/3/16,5.1,7.4,3.7
1991/3/17,8.0,12.6,2.3
1991/3/18,8.8,12.5,4.7
1991/3/19,11.6,17.5,5.4
1991/3/20,17.7,20.9,13.2
1991/3/21,10.4,17.6,7.8
1991/3/22,6.4,8.0,5.7
1991/3/23,10.8,15.1,5.7
1991/3/24,13.9,18.7,9.1
1991/3/25,11.6,14.5,10.1
1991/3/26,13.6,18.2,9.6
1991/3/27,8.8,12.6,7.3
1991/3/28,8.7,9.6,8.1
1991/3/29,9.8,12.2,8.1
1991/3/30,12.4,15.8,8.1
1991/3/31,10.0,12.0,9.0
