É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:23

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1996/12/1,1.1,3.9,-0.8
1996/12/2,0.5,2.1,-1.0
1996/12/3,1.5,3.9,-1.8
1996/12/4,3.3,7.3,0.5
1996/12/5,2.3,9.2,0.6
1996/12/6,1.0,6.7,-2.3
1996/12/7,-1.4,1.9,-3.8
1996/12/8,-1.7,0.0,-4.7
1996/12/9,-0.4,2.3,-3.0
1996/12/10,0.4,5.2,-5.7
1996/12/11,3.8,5.7,1.6
1996/12/12,-0.4,3.3,-4.7
1996/12/13,-3.3,-0.4,-5.7
1996/12/14,1.2,5.9,-4.9
1996/12/15,-2.1,0.5,-6.4
1996/12/16,-0.8,5.3,-8.2
1996/12/17,4.6,7.8,1.8
1996/12/18,-0.1,2.9,-3.6
1996/12/19,-5.5,-3.3,-8.0
1996/12/20,-6.9,-5.2,-10.1
1996/12/21,-5.1,-2.2,-7.7
1996/12/22,-1.4,0.8,-4.4
1996/12/23,-1.7,2.3,-5.2
1996/12/24,-0.2,3.2,-4.8
1996/12/25,1.0,4.9,-3.2
1996/12/26,-3.0,-1.5,-4.8
1996/12/27,-1.9,0.3,-5.5
1996/12/28,-0.1,3.0,-2.8
1996/12/29,-0.1,1.3,-3.5
1996/12/30,-2.9,0.9,-4.1
1996/12/31,-2.4,0.4,-4.8
1997/1/1,-1.1,1.5,-4.0
1997/1/2,1.8,6.0,-2.7
1997/1/3,-0.2,2.3,-3.5
1997/1/4,1.9,3.3,0.2
1997/1/5,-0.1,2.8,-3.3
1997/1/6,-1.3,1.2,-4.3
1997/1/7,-2.6,-0.4,-7.1
1997/1/8,-5.1,-1.4,-9.8
1997/1/9,-4.8,-2.4,-7.0
1997/1/10,-5.3,-1.4,-9.4
1997/1/11,-3.8,0.6,-8.7
1997/1/12,-4.0,-1.5,-6.9
1997/1/13,-0.8,3.9,-5.7
1997/1/14,1.1,5.3,-4.6
1997/1/15,-5.3,-4.3,-6.7
1997/1/16,-3.4,-2.4,-5.0
1997/1/17,-0.7,1.5,-2.8
1997/1/18,-2.3,2.4,-6.2
1997/1/19,-4.3,-2.0,-8.0
1997/1/20,-3.9,-0.1,-6.7
1997/1/21,-6.6,-1.6,-9.8
1997/1/22,-4.0,0.5,-10.8
1997/1/23,0.0,2.5,-1.9
1997/1/24,-3.1,-0.6,-6.4
1997/1/25,-5.9,-2.7,-9.3
1997/1/26,-2.7,0.4,-4.4
1997/1/27,-4.7,-2.8,-6.6
1997/1/28,-3.0,2.1,-7.5
1997/1/29,-2.7,-0.5,-6.4
1997/1/30,-0.6,2.2,-2.8
1997/1/31,-1.0,2.3,-4.6
1997/2/1,-2.3,1.9,-6.3
1997/2/2,-2.5,1.9,-5.3
1997/2/3,-2.1,1.6,-5.8
1997/2/4,-1.4,0.7,-3.2
1997/2/5,-2.9,-0.6,-5.0
1997/2/6,-1.4,2.0,-4.8
1997/2/7,-1.9,1.2,-6.7
1997/2/8,-1.3,4.7,-7.5
1997/2/9,-1.2,1.9,-2.8
1997/2/10,-1.4,1.7,-5.0
1997/2/11,-1.7,1.5,-5.2
1997/2/12,-3.2,-0.9,-5.6
1997/2/13,-4.1,-0.6,-7.5
1997/2/14,-3.2,-0.4,-7.3
1997/2/15,-1.4,3.1,-6.4
1997/2/16,0.7,3.4,-2.4
1997/2/17,0.1,2.2,-2.7
1997/2/18,-2.4,0.4,-3.9
1997/2/19,-3.0,0.4,-5.0
1997/2/20,-2.6,-0.3,-4.6
1997/2/21,-5.9,-4.0,-7.3
1997/2/22,-4.5,-2.6,-6.9
1997/2/23,-2.0,1.8,-6.3
1997/2/24,0.1,6.2,-6.5
1997/2/25,3.5,9.6,-3.0
1997/2/26,-1.0,4.8,-4.0
1997/2/27,-2.0,0.9,-5.4
1997/2/28,-0.4,2.7,-6.2
1997/3/1,-0.5,3.0,-6.4
1997/3/2,-5.1,-2.0,-7.6
1997/3/3,-6.2,-3.7,-9.3
1997/3/4,-3.9,0.1,-6.8
1997/3/5,-2.9,0.9,-6.5
1997/3/6,-0.3,5.5,-7.7
1997/3/7,2.4,6.1,-1.9
1997/3/8,-4.0,0.1,-7.3
1997/3/9,-3.9,-1.6,-6.7
1997/3/10,-0.1,3.7,-4.6
1997/3/11,-0.6,2.2,-3.2
1997/3/12,-0.7,2.7,-2.8
1997/3/13,0.3,2.6,-1.6
1997/3/14,1.8,3.9,0.0
1997/3/15,0.2,3.1,-2.7
1997/3/16,-2.7,0.7,-6.2
1997/3/17,-1.8,0.8,-5.2
1997/3/18,1.7,5.3,-2.1
1997/3/19,1.4,5.7,-3.5
1997/3/20,2.6,6.6,-2.7
1997/3/21,5.5,10.6,0.8
1997/3/22,1.5,3.9,-1.2
1997/3/23,-0.6,4.1,-3.6
1997/3/24,-1.7,1.4,-4.3
1997/3/25,2.3,5.8,-1.5
1997/3/26,2.2,4.9,-0.6
1997/3/27,3.0,9.1,-3.1
1997/3/28,6.6,12.5,-1.5
1997/3/29,8.5,14.1,5.2
1997/3/30,4.3,10.6,-3.3
1997/3/31,-1.8,0.2,-3.6
