ダウンロードした時刻：2019/10/10 15:53:04

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,7.7,13.3,1.5
1986/12/2,9.0,15.3,3.7
1986/12/3,9.6,15.1,4.0
1986/12/4,8.7,14.5,6.0
1986/12/5,7.8,12.4,4.1
1986/12/6,8.1,14.7,1.4
1986/12/7,8.8,14.3,4.3
1986/12/8,8.8,14.0,4.1
1986/12/9,7.3,15.4,0.8
1986/12/10,6.7,10.5,2.3
1986/12/11,9.5,15.8,4.5
1986/12/12,8.9,16.1,0.5
1986/12/13,10.2,15.2,3.2
1986/12/14,10.8,11.7,9.8
1986/12/15,11.3,15.0,7.5
1986/12/16,7.8,12.4,3.5
1986/12/17,7.5,13.8,0.9
1986/12/18,8.7,11.8,4.1
1986/12/19,10.5,13.9,6.4
1986/12/20,6.1,9.4,2.3
1986/12/21,5.9,11.1,-0.4
1986/12/22,5.3,9.1,0.5
1986/12/23,4.5,9.6,-1.7
1986/12/24,7.8,13.3,2.1
1986/12/25,7.1,9.9,4.8
1986/12/26,8.0,11.9,3.5
1986/12/27,5.5,10.2,1.6
1986/12/28,4.9,9.1,2.1
1986/12/29,3.7,7.4,0.8
1986/12/30,5.9,9.9,2.2
1986/12/31,6.5,9.2,4.0
1987/1/1,5.9,10.5,1.7
1987/1/2,3.7,5.2,1.3
1987/1/3,9.7,15.1,4.3
1987/1/4,7.4,11.7,3.3
1987/1/5,3.8,5.5,2.5
1987/1/6,5.8,10.8,1.4
1987/1/7,6.4,10.3,2.3
1987/1/8,7.4,11.8,3.8
1987/1/9,6.7,12.2,1.4
1987/1/10,4.0,8.7,0.9
1987/1/11,1.5,5.7,-1.3
1987/1/12,0.2,2.1,-2.1
1987/1/13,2.0,4.2,-0.1
1987/1/14,1.6,4.3,-2.1
1987/1/15,4.9,11.1,1.8
1987/1/16,5.4,10.3,-0.9
1987/1/17,7.5,15.3,3.2
1987/1/18,3.9,6.9,2.0
1987/1/19,3.1,8.0,0.7
1987/1/20,2.2,5.9,-0.2
1987/1/21,2.1,9.3,-3.9
1987/1/22,3.9,11.6,-2.2
1987/1/23,5.2,6.8,1.8
1987/1/24,6.7,11.5,3.0
1987/1/25,2.0,6.5,-1.4
1987/1/26,2.1,7.8,-3.2
1987/1/27,3.5,6.6,1.0
1987/1/28,5.5,10.8,0.7
1987/1/29,6.3,12.8,-0.1
1987/1/30,5.9,9.7,2.0
1987/1/31,3.0,8.0,0.6
1987/2/1,2.8,7.9,-0.5
1987/2/2,0.1,3.2,-2.9
1987/2/3,1.7,4.4,-0.8
1987/2/4,3.1,5.0,1.0
1987/2/5,5.9,10.1,2.9
1987/2/6,8.0,12.4,3.5
1987/2/7,7.5,13.5,1.1
1987/2/8,8.4,14.4,3.3
1987/2/9,7.2,14.7,0.3
1987/2/10,9.7,18.1,1.6
1987/2/11,11.8,18.2,6.2
1987/2/12,9.9,14.7,4.8
1987/2/13,7.3,13.5,2.8
1987/2/14,6.6,13.0,1.8
1987/2/15,5.8,10.0,3.3
1987/2/16,5.3,11.0,1.4
1987/2/17,2.9,7.0,0.5
1987/2/18,6.8,11.5,2.3
1987/2/19,4.2,6.7,2.6
1987/2/20,4.6,10.8,-0.1
1987/2/21,4.8,8.8,-0.9
1987/2/22,3.6,8.6,-0.1
1987/2/23,6.4,12.6,1.2
1987/2/24,8.2,14.2,1.4
1987/2/25,1.9,9.5,-1.1
1987/2/26,0.0,2.9,-2.0
1987/2/27,1.4,5.2,-1.8
1987/2/28,1.6,5.5,-2.7
1987/3/1,2.4,7.1,0.1
1987/3/2,1.5,7.0,-1.4
1987/3/3,4.0,9.0,-1.8
1987/3/4,7.1,12.7,0.3
1987/3/5,10.5,17.2,4.5
1987/3/6,9.2,14.9,5.5
1987/3/7,2.7,5.6,0.8
1987/3/8,5.9,10.5,2.1
1987/3/9,5.5,9.0,2.0
1987/3/10,6.0,10.6,1.8
1987/3/11,7.4,11.8,4.4
1987/3/12,8.8,14.6,2.6
1987/3/13,8.5,10.5,6.9
1987/3/14,10.0,11.9,8.4
1987/3/15,8.2,12.7,4.6
1987/3/16,7.7,12.9,2.6
1987/3/17,5.3,8.4,3.5
1987/3/18,9.2,15.3,4.1
1987/3/19,10.1,16.5,2.9
1987/3/20,11.2,15.9,6.3
1987/3/21,11.4,15.9,4.8
1987/3/22,14.3,20.2,8.9
1987/3/23,14.1,15.4,12.5
1987/3/24,14.7,19.5,11.0
1987/3/25,6.5,11.1,3.0
1987/3/26,5.4,10.2,1.3
1987/3/27,7.8,13.8,1.0
1987/3/28,9.8,15.2,3.1
1987/3/29,10.3,13.5,7.5
1987/3/30,11.1,16.0,4.1
1987/3/31,8.5,13.1,3.1
