ダウンロードした時刻：2019/10/10 16:23:36

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,14.3,18.9,10.0
2018/12/2,16.8,21.2,11.3
2018/12/3,18.9,21.3,16.9
2018/12/4,19.2,23.3,15.7
2018/12/5,15.2,18.3,11.9
2018/12/6,13.9,16.8,11.7
2018/12/7,7.8,11.8,5.5
2018/12/8,6.1,7.5,4.8
2018/12/9,6.1,7.3,5.1
2018/12/10,9.8,12.8,6.9
2018/12/11,11.8,13.7,8.0
2018/12/12,9.6,13.2,7.1
2018/12/13,8.8,10.8,6.5
2018/12/14,7.5,10.1,4.1
2018/12/15,6.9,12.7,1.9
2018/12/16,10.5,15.5,5.1
2018/12/17,11.2,12.6,9.7
2018/12/18,11.0,13.0,7.5
2018/12/19,10.5,16.8,3.4
2018/12/20,13.7,16.2,11.1
2018/12/21,14.9,16.7,12.8
2018/12/22,15.5,19.7,13.2
2018/12/23,12.4,13.6,10.6
2018/12/24,8.7,11.8,2.8
2018/12/25,8.6,13.8,1.7
2018/12/26,11.2,13.3,8.6
2018/12/27,8.4,11.4,4.1
2018/12/28,3.5,4.7,2.0
2018/12/29,4.8,6.0,3.4
2018/12/30,4.9,6.5,4.0
2018/12/31,7.7,12.2,4.8
2019/1/1,7.2,8.4,6.0
2019/1/2,6.1,7.2,5.1
2019/1/3,6.8,10.8,1.7
2019/1/4,7.7,13.0,0.1
2019/1/5,9.6,11.9,5.9
2019/1/6,8.9,13.4,4.1
2019/1/7,7.8,13.0,2.2
2019/1/8,8.7,10.5,6.2
2019/1/9,7.2,9.9,5.1
2019/1/10,9.0,11.4,7.2
2019/1/11,9.9,12.6,7.4
2019/1/12,10.1,12.8,7.5
2019/1/13,10.9,13.6,9.6
2019/1/14,10.5,14.9,6.2
2019/1/15,9.5,11.2,6.5
2019/1/16,4.8,8.3,1.3
2019/1/17,6.8,8.2,1.3
2019/1/18,7.2,12.4,1.7
2019/1/19,8.6,15.1,0.9
2019/1/20,10.6,14.8,6.1
2019/1/21,7.4,9.4,5.2
2019/1/22,9.7,12.1,8.4
2019/1/23,10.2,14.4,4.5
2019/1/24,9.2,13.5,4.1
2019/1/25,7.7,13.0,2.1
2019/1/26,5.0,7.2,3.9
2019/1/27,6.0,11.3,1.0
2019/1/28,9.9,13.4,2.7
2019/1/29,7.8,12.4,3.5
2019/1/30,9.9,14.0,3.1
2019/1/31,9.0,11.9,5.3
2019/2/1,6.2,8.7,4.6
2019/2/2,9.2,13.8,4.8
2019/2/3,16.1,18.7,11.1
2019/2/4,9.4,12.5,3.8
2019/2/5,9.3,13.2,3.7
2019/2/6,11.5,17.2,6.6
2019/2/7,11.3,17.1,6.1
2019/2/8,9.2,12.3,6.9
2019/2/9,6.6,8.7,5.4
2019/2/10,7.9,10.8,4.6
2019/2/11,6.2,7.2,5.1
2019/2/12,7.0,12.7,0.2
2019/2/13,8.5,13.1,5.2
2019/2/14,8.6,11.8,3.7
2019/2/15,8.0,10.7,2.7
2019/2/16,7.1,8.2,5.7
2019/2/17,6.1,9.7,1.4
2019/2/18,7.3,12.0,1.0
2019/2/19,14.1,19.3,9.0
2019/2/20,9.5,11.0,8.6
2019/2/21,10.7,13.8,8.5
2019/2/22,10.5,12.9,9.0
2019/2/23,12.0,15.7,10.2
2019/2/24,10.2,15.1,5.7
2019/2/25,10.8,15.7,4.7
2019/2/26,10.9,17.1,4.7
2019/2/27,10.8,13.7,8.4
2019/2/28,12.1,15.9,9.3
2019/3/1,10.7,15.7,7.0
2019/3/2,10.3,13.7,7.6
2019/3/3,11.1,13.1,8.8
2019/3/4,11.4,14.8,6.0
2019/3/5,10.6,16.3,4.4
2019/3/6,11.1,12.9,9.8
2019/3/7,10.9,14.0,6.9
2019/3/8,8.9,13.3,5.2
2019/3/9,11.8,16.1,3.9
2019/3/10,13.1,15.4,11.7
2019/3/11,12.9,16.4,9.6
2019/3/12,12.7,15.7,9.7
2019/3/13,9.2,11.9,5.8
2019/3/14,8.8,11.7,2.5
2019/3/15,9.7,15.9,1.2
2019/3/16,9.8,13.8,6.6
2019/3/17,12.1,16.2,5.1
2019/3/18,9.5,14.4,3.3
2019/3/19,12.7,17.3,8.3
2019/3/20,14.1,19.4,5.2
2019/3/21,16.1,20.4,12.1
2019/3/22,11.4,15.2,7.7
2019/3/23,10.5,13.0,7.6
2019/3/24,8.7,13.3,5.0
2019/3/25,8.8,12.4,4.6
2019/3/26,13.7,18.9,9.0
2019/3/27,14.6,19.6,6.9
2019/3/28,16.2,20.4,13.5
2019/3/29,15.7,20.5,12.6
2019/3/30,14.8,20.5,9.7
2019/3/31,9.6,12.4,8.2
