ダウンロードした時刻：2019/10/10 16:18:27

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,9.8,12.6,6.1
1999/12/2,11.4,14.3,9.2
1999/12/3,10.4,12.5,7.7
1999/12/4,8.8,13.0,4.2
1999/12/5,12.8,15.7,8.9
1999/12/6,11.4,15.4,7.2
1999/12/7,8.6,10.8,6.9
1999/12/8,8.5,13.3,4.1
1999/12/9,10.7,18.2,3.9
1999/12/10,10.7,15.4,5.5
1999/12/11,11.6,14.9,7.7
1999/12/12,8.7,12.7,5.5
1999/12/13,9.1,13.8,5.9
1999/12/14,9.3,13.8,5.6
1999/12/15,9.3,12.9,5.7
1999/12/16,8.0,13.7,2.9
1999/12/17,9.8,14.4,5.6
1999/12/18,7.5,9.4,5.0
1999/12/19,5.0,7.2,2.7
1999/12/20,2.9,5.9,1.4
1999/12/21,3.7,7.0,0.8
1999/12/22,4.1,7.8,2.2
1999/12/23,5.3,10.1,1.7
1999/12/24,5.9,11.3,0.9
1999/12/25,6.7,9.2,3.7
1999/12/26,6.1,10.2,3.1
1999/12/27,6.3,11.3,2.4
1999/12/28,6.0,11.6,0.6
1999/12/29,8.1,14.2,2.7
1999/12/30,8.5,14.2,3.8
1999/12/31,8.4,14.1,3.4
2000/1/1,8.4,11.6,5.8
2000/1/2,7.0,10.8,3.9
2000/1/3,9.9,15.8,4.1
2000/1/4,8.3,12.9,4.8
2000/1/5,8.4,12.6,2.2
2000/1/6,12.7,16.5,9.1
2000/1/7,10.2,13.4,5.2
2000/1/8,6.7,10.4,4.0
2000/1/9,6.4,9.6,3.2
2000/1/10,9.9,14.3,6.9
2000/1/11,6.7,8.5,5.4
2000/1/12,7.5,9.5,5.7
2000/1/13,10.1,12.4,7.0
2000/1/14,10.4,13.5,7.3
2000/1/15,8.7,11.9,5.9
2000/1/16,6.6,8.3,4.9
2000/1/17,8.4,11.4,6.0
2000/1/18,7.7,10.7,4.7
2000/1/19,6.2,11.4,1.7
2000/1/20,2.1,5.1,0.5
2000/1/21,2.7,5.4,0.6
2000/1/22,3.7,5.9,1.7
2000/1/23,6.8,9.8,4.1
2000/1/24,10.1,12.0,7.7
2000/1/25,5.4,9.3,3.6
2000/1/26,3.4,6.6,1.4
2000/1/27,1.7,4.8,0.1
2000/1/28,3.2,7.4,-1.1
2000/1/29,4.4,9.9,-0.4
2000/1/30,6.5,9.9,2.2
2000/1/31,5.1,8.0,3.2
2000/2/1,4.5,7.8,1.9
2000/2/2,6.6,11.6,2.1
2000/2/3,6.7,10.6,3.6
2000/2/4,6.4,9.0,4.1
2000/2/5,5.5,10.4,0.9
2000/2/6,7.2,10.0,5.4
2000/2/7,8.0,11.0,6.0
2000/2/8,3.7,7.9,-0.1
2000/2/9,4.1,7.8,1.6
2000/2/10,5.3,10.7,1.6
2000/2/11,7.5,14.7,0.7
2000/2/12,8.4,13.9,4.8
2000/2/13,8.5,13.4,3.7
2000/2/14,7.6,10.9,5.4
2000/2/15,4.0,10.3,1.3
2000/2/16,2.9,6.1,1.1
2000/2/17,3.9,8.9,-0.5
2000/2/18,4.9,9.5,-1.0
2000/2/19,3.6,5.8,2.2
2000/2/20,5.8,10.4,2.4
2000/2/21,4.1,7.5,1.2
2000/2/22,4.8,8.3,1.3
2000/2/23,4.6,8.2,1.6
2000/2/24,5.5,10.6,0.6
2000/2/25,3.6,7.2,1.0
2000/2/26,2.6,6.7,-0.5
2000/2/27,5.4,9.7,2.5
2000/2/28,5.3,11.8,-1.0
2000/2/29,3.7,7.6,0.3
2000/3/1,5.4,10.3,0.9
2000/3/2,7.5,15.0,0.5
2000/3/3,9.9,14.6,2.1
2000/3/4,12.2,16.5,8.8
2000/3/5,11.6,14.9,7.8
2000/3/6,9.1,14.0,5.5
2000/3/7,10.1,14.9,4.5
2000/3/8,5.6,10.4,1.2
2000/3/9,5.9,10.3,-0.2
2000/3/10,6.7,11.7,1.8
2000/3/11,5.3,10.2,1.9
2000/3/12,7.4,13.2,1.9
2000/3/13,9.7,15.4,4.7
2000/3/14,7.4,12.1,1.6
2000/3/15,9.1,13.1,2.8
2000/3/16,13.0,19.5,8.3
2000/3/17,8.7,12.8,4.9
2000/3/18,8.9,14.9,1.5
2000/3/19,9.8,12.5,8.5
2000/3/20,8.9,12.0,5.1
2000/3/21,7.5,12.5,2.5
2000/3/22,9.8,14.3,5.6
2000/3/23,10.5,16.7,1.9
2000/3/24,10.6,13.2,7.8
2000/3/25,8.9,13.3,4.5
2000/3/26,10.7,15.0,4.6
2000/3/27,10.3,15.2,3.4
2000/3/28,13.1,16.8,9.0
2000/3/29,10.8,14.7,6.7
2000/3/30,12.2,17.5,8.5
2000/3/31,10.2,15.8,5.9
