É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:39:34

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2011/1/1,3.1,8.0,-0.2
2011/1/2,3.7,9.4,-0.4
2011/1/3,2.9,8.6,-2.2
2011/1/4,3.6,8.7,0.1
2011/1/5,2.9,10.1,-2.8
2011/1/6,2.9,8.9,-1.3
2011/1/7,0.2,5.8,-4.7
2011/1/8,0.9,7.7,-5.1
2011/1/9,2.9,13.4,-3.6
2011/1/10,0.9,5.5,-3.0
2011/1/11,-0.2,5.0,-5.2
2011/1/12,2.6,9.4,-1.7
2011/1/13,0.3,6.0,-4.9
2011/1/14,0.4,6.4,-5.5
2011/1/15,0.7,7.6,-3.6
2011/1/16,-0.7,3.6,-3.5
2011/1/17,0.8,8.1,-5.5
2011/1/18,2.3,8.4,-3.3
2011/1/19,2.4,10.2,-3.6
2011/1/20,1.6,8.8,-3.6
2011/1/21,0.9,6.8,-4.6
2011/1/22,2.1,9.1,-4.1
2011/1/23,2.2,8.0,-3.6
2011/1/24,2.8,6.6,0.8
2011/1/25,2.2,7.2,-2.5
2011/1/26,1.4,8.8,-4.4
2011/1/27,1.4,8.5,-3.9
2011/1/28,0.2,6.1,-4.8
2011/1/29,-0.2,5.4,-4.8
2011/1/30,-0.9,3.5,-4.9
2011/1/31,-0.7,5.8,-7.4
2011/2/1,2.2,10.6,-4.7
2011/2/2,2.6,8.7,-4.3
2011/2/3,4.3,11.1,-2.3
2011/2/4,5.7,13.8,-1.0
2011/2/5,6.0,12.8,-0.4
2011/2/6,5.0,8.6,-0.3
2011/2/7,5.3,13.7,-0.7
2011/2/8,2.6,6.4,-1.1
2011/2/9,2.9,7.5,0.4
2011/2/10,3.7,9.2,-0.9
2011/2/11,0.5,2.4,-0.2
2011/2/12,0.7,2.6,-1.2
2011/2/13,1.3,7.9,-3.4
2011/2/14,1.0,4.5,-1.8
2011/2/15,3.2,8.9,-0.8
2011/2/16,3.4,9.8,-3.6
2011/2/17,6.3,12.5,0.5
2011/2/18,7.4,13.0,0.2
2011/2/19,3.1,8.9,-2.4
2011/2/20,6.7,12.2,2.2
2011/2/21,5.7,12.1,1.0
2011/2/22,4.6,12.7,-2.3
2011/2/23,7.0,12.3,2.1
2011/2/24,8.2,13.5,2.0
2011/2/25,10.1,21.1,4.0
2011/2/26,5.0,10.2,-0.3
2011/2/27,8.0,15.0,1.1
2011/2/28,3.4,7.9,1.7
2011/3/1,4.3,6.4,2.4
2011/3/2,4.8,12.0,-0.7
2011/3/3,1.5,7.0,-3.0
2011/3/4,1.2,6.7,-3.7
2011/3/5,3.8,10.9,-3.1
2011/3/6,6.9,14.3,-1.7
2011/3/7,3.3,6.1,0.8
2011/3/8,4.5,10.1,0.5
2011/3/9,,,-0.9
2011/3/10,2.6,8.5,-2.2
2011/3/11,3.4,10.8,-3.2
2011/3/12,5.1,11.9,-2.0
2011/3/13,9.5,17.6,1.0
2011/3/14,10.6,17.9,1.3
2011/3/15,8.3,12.4,5.2
2011/3/16,4.9,11.5,0.1
2011/3/17,1.5,6.8,-2.0
2011/3/18,3.4,10.0,-3.7
2011/3/19,8.7,17.2,1.8
2011/3/20,10.2,18.6,3.7
2011/3/21,8.0,10.0,5.7
2011/3/22,5.6,7.7,3.9
2011/3/23,5.0,9.1,1.5
2011/3/24,3.9,9.1,-0.6
2011/3/25,4.7,12.0,-1.2
2011/3/26,5.0,10.7,-0.5
2011/3/27,3.6,10.5,-2.9
2011/3/28,6.2,12.6,0.8
2011/3/29,8.9,16.5,0.2
2011/3/30,8.9,16.9,3.9
2011/3/31,7.0,13.9,1.3
2011/4/1,8.8,16.6,0.0
2011/4/2,10.1,19.0,3.0
2011/4/3,7.0,11.3,4.6
2011/4/4,6.5,12.6,1.1
2011/4/5,8.5,17.8,-1.5
2011/4/6,12.0,20.7,1.7
2011/4/7,13.0,20.2,6.2
2011/4/8,14.4,20.5,7.2
2011/4/9,11.7,13.5,10.2
2011/4/10,12.4,17.3,9.0
2011/4/11,11.1,19.2,6.6
2011/4/12,9.5,15.0,5.2
2011/4/13,12.4,22.5,1.9
2011/4/14,15.6,23.8,5.8
2011/4/15,17.1,25.6,9.3
2011/4/16,16.3,25.5,8.8
2011/4/17,11.7,19.4,4.3
2011/4/18,12.5,16.5,9.2
2011/4/19,7.2,10.9,3.4
2011/4/20,8.2,15.8,2.6
2011/4/21,9.5,13.4,6.3
2011/4/22,13.0,16.9,9.3
2011/4/23,14.5,16.3,11.7
2011/4/24,13.4,21.4,8.1
2011/4/25,11.3,18.2,5.7
2011/4/26,11.9,19.0,4.9
2011/4/27,17.6,26.0,9.2
2011/4/28,17.3,25.3,9.9
2011/4/29,12.9,18.5,8.6
2011/4/30,14.6,20.7,7.2
2011/5/1,16.7,22.3,13.0
