ダウンロードした時刻：2019/10/10 16:23:10

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,15.6,19.1,11.4
1998/12/2,15.1,17.3,13.9
1998/12/3,13.0,14.8,11.0
1998/12/4,12.9,17.2,8.3
1998/12/5,12.5,15.2,8.9
1998/12/6,11.4,15.7,6.8
1998/12/7,12.2,15.9,8.8
1998/12/8,9.3,11.3,8.0
1998/12/9,7.9,8.9,7.1
1998/12/10,7.8,8.8,6.9
1998/12/11,9.6,12.1,7.0
1998/12/12,9.2,13.7,5.0
1998/12/13,8.0,13.5,3.8
1998/12/14,11.9,17.1,4.0
1998/12/15,10.3,12.6,7.8
1998/12/16,9.8,15.8,5.9
1998/12/17,10.6,17.0,5.4
1998/12/18,11.1,18.1,4.2
1998/12/19,13.7,19.6,7.6
1998/12/20,13.2,15.9,9.6
1998/12/21,11.2,16.0,6.4
1998/12/22,11.0,17.6,6.3
1998/12/23,12.3,15.1,7.8
1998/12/24,12.0,15.6,10.3
1998/12/25,10.4,14.5,3.8
1998/12/26,10.4,13.9,6.9
1998/12/27,11.1,13.3,7.4
1998/12/28,8.2,14.8,3.3
1998/12/29,10.6,16.6,3.5
1998/12/30,9.1,11.1,7.5
1998/12/31,7.4,8.9,6.1
1999/1/1,7.9,9.5,5.9
1999/1/2,10.3,13.8,6.8
1999/1/3,9.8,12.8,6.3
1999/1/4,9.0,14.9,3.7
1999/1/5,8.5,15.0,2.5
1999/1/6,10.3,14.9,4.7
1999/1/7,6.7,12.6,2.9
1999/1/8,4.0,5.6,2.1
1999/1/9,3.5,4.3,2.1
1999/1/10,4.9,6.1,3.5
1999/1/11,6.0,7.0,5.1
1999/1/12,5.7,6.9,5.0
1999/1/13,6.5,9.0,2.9
1999/1/14,7.5,9.4,2.5
1999/1/15,5.6,6.6,3.8
1999/1/16,7.7,9.9,6.2
1999/1/17,8.1,12.5,4.2
1999/1/18,9.5,13.1,5.4
1999/1/19,12.9,,9.5
1999/1/20,8.2,10.5,5.1
1999/1/21,4.4,7.1,0.0
1999/1/22,6.1,13.4,-0.3
1999/1/23,12.3,16.0,6.3
1999/1/24,11.9,15.7,6.2
1999/1/25,9.6,13.9,4.5
1999/1/26,8.1,12.0,1.5
1999/1/27,7.1,12.8,0.4
1999/1/28,8.6,12.3,2.1
1999/1/29,6.8,11.4,1.4
1999/1/30,5.2,8.5,2.5
1999/1/31,7.6,10.6,4.2
1999/2/1,9.7,12.7,7.1
1999/2/2,7.1,10.7,1.9
1999/2/3,2.2,4.3,0.1
1999/2/4,3.7,6.3,2.5
1999/2/5,6.6,8.7,4.2
1999/2/6,7.4,10.8,4.1
1999/2/7,8.5,12.8,4.3
1999/2/8,9.4,14.4,4.2
1999/2/9,9.0,16.0,3.5
1999/2/10,9.1,14.8,2.9
1999/2/11,8.4,10.1,7.0
1999/2/12,4.7,8.5,2.9
1999/2/13,3.5,7.7,0.0
1999/2/14,4.4,10.9,-1.1
1999/2/15,6.1,12.4,0.6
1999/2/16,8.0,15.3,1.9
1999/2/17,12.0,17.9,4.0
1999/2/18,12.6,17.6,9.6
1999/2/19,5.8,9.7,1.8
1999/2/20,5.6,7.8,3.1
1999/2/21,5.3,7.3,3.6
1999/2/22,6.9,9.3,5.2
1999/2/23,8.7,12.2,3.2
1999/2/24,12.6,16.4,10.3
1999/2/25,10.8,15.2,6.4
1999/2/26,13.4,18.5,6.0
1999/2/27,8.0,12.0,4.9
1999/2/28,6.7,11.4,4.3
1999/3/1,9.5,14.8,4.6
1999/3/2,11.5,15.7,4.7
1999/3/3,12.0,18.4,5.3
1999/3/4,11.0,14.0,4.9
1999/3/5,15.8,19.4,11.6
1999/3/6,11.8,17.5,6.1
1999/3/7,11.6,15.2,8.7
1999/3/8,10.1,12.9,8.7
1999/3/9,9.5,10.7,8.3
1999/3/10,11.2,12.9,9.4
1999/3/11,10.8,14.3,7.5
1999/3/12,10.5,12.7,8.9
1999/3/13,13.5,19.0,9.4
1999/3/14,14.3,17.5,10.6
1999/3/15,13.5,18.0,10.6
1999/3/16,11.9,15.9,6.7
1999/3/17,14.4,19.8,5.6
1999/3/18,17.6,20.3,13.7
1999/3/19,13.8,18.3,10.0
1999/3/20,9.6,11.0,7.5
1999/3/21,9.8,14.2,5.4
1999/3/22,5.8,8.8,3.7
1999/3/23,8.4,13.5,2.3
1999/3/24,14.3,16.9,8.0
1999/3/25,15.6,18.2,14.4
1999/3/26,17.3,20.6,15.1
1999/3/27,12.3,15.1,8.2
1999/3/28,11.2,14.7,7.8
1999/3/29,10.6,12.6,7.6
1999/3/30,9.2,10.8,7.3
1999/3/31,12.4,17.2,8.6
