É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:13

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1988/12/1,2.1,4.6,0.0
1988/12/2,0.3,2.2,-1.4
1988/12/3,5.2,9.7,-0.4
1988/12/4,7.1,9.0,2.9
1988/12/5,2.0,6.5,-3.6
1988/12/6,-1.4,3.1,-5.6
1988/12/7,4.3,6.5,1.8
1988/12/8,7.4,9.7,3.3
1988/12/9,6.9,11.4,1.0
1988/12/10,-2.7,1.0,-4.9
1988/12/11,-3.6,-2.7,-5.0
1988/12/12,0.7,4.3,-3.1
1988/12/13,3.4,8.3,-2.5
1988/12/14,4.7,8.1,1.3
1988/12/15,0.7,2.4,-0.2
1988/12/16,-1.0,0.9,-4.3
1988/12/17,-2.7,-0.2,-5.2
1988/12/18,-2.0,-0.1,-4.4
1988/12/19,-1.8,1.1,-4.9
1988/12/20,-0.2,3.8,-3.8
1988/12/21,-4.7,-2.2,-7.2
1988/12/22,-5.1,-2.7,-7.3
1988/12/23,-1.9,0.9,-4.9
1988/12/24,-2.8,0.4,-5.7
1988/12/25,-5.0,-2.5,-8.4
1988/12/26,-5.1,-3.1,-6.8
1988/12/27,-2.4,-0.9,-5.5
1988/12/28,-5.4,-2.8,-8.0
1988/12/29,-4.6,-2.2,-6.9
1988/12/30,-3.5,-1.8,-5.4
1988/12/31,-2.5,3.0,-7.4
1989/1/1,0.5,2.8,-5.2
1989/1/2,0.5,3.9,-2.3
1989/1/3,-0.5,2.8,-3.4
1989/1/4,-5.2,-2.2,-8.2
1989/1/5,-2.0,-0.3,-8.8
1989/1/6,-1.0,1.2,-4.9
1989/1/7,-0.8,3.6,-6.5
1989/1/8,1.8,5.2,-1.8
1989/1/9,-2.4,0.2,-7.0
1989/1/10,1.6,2.7,0.1
1989/1/11,-1.0,1.4,-4.2
1989/1/12,-4.6,-1.8,-5.8
1989/1/13,-6.8,-3.5,-10.2
1989/1/14,-4.4,-1.1,-7.5
1989/1/15,-2.8,-0.1,-5.6
1989/1/16,-0.3,4.0,-5.9
1989/1/17,-2.0,1.7,-5.3
1989/1/18,-0.1,4.1,-6.2
1989/1/19,3.0,6.5,0.0
1989/1/20,1.1,2.7,-1.0
1989/1/21,0.3,4.2,-3.8
1989/1/22,-5.6,-3.7,-8.4
1989/1/23,-5.8,-2.8,-8.9
1989/1/24,-4.1,-2.0,-6.1
1989/1/25,-7.5,-4.9,-10.4
1989/1/26,-1.4,2.3,-9.1
1989/1/27,-0.3,2.1,-3.3
1989/1/28,-4.3,-2.4,-5.5
1989/1/29,-4.1,-2.0,-6.9
1989/1/30,-2.0,2.4,-6.3
1989/1/31,0.5,4.4,-7.5
1989/2/1,-2.3,1.3,-4.6
1989/2/2,-3.4,-0.1,-5.8
1989/2/3,-4.6,-2.7,-7.1
1989/2/4,-2.5,2.1,-4.6
1989/2/5,0.0,1.7,-3.6
1989/2/6,0.4,2.4,-1.7
1989/2/7,-0.1,3.8,-4.1
1989/2/8,-0.3,3.5,-5.6
1989/2/9,-1.1,2.1,-3.7
1989/2/10,-3.8,0.0,-6.8
1989/2/11,-4.7,-0.8,-10.1
1989/2/12,-1.1,1.7,-2.9
1989/2/13,-1.3,2.3,-4.8
1989/2/14,0.1,3.4,-4.2
1989/2/15,1.2,6.1,-7.2
1989/2/16,1.9,6.5,-2.0
1989/2/17,-2.0,0.2,-3.6
1989/2/18,-1.5,1.1,-5.7
1989/2/19,-1.1,2.3,-5.3
1989/2/20,-0.4,2.4,-3.5
1989/2/21,-2.4,2.3,-6.5
1989/2/22,-5.0,-0.2,-9.6
1989/2/23,-2.2,2.3,-8.4
1989/2/24,-0.1,4.3,-6.5
1989/2/25,-0.6,2.2,-3.2
1989/2/26,-3.2,0.1,-6.8
1989/2/27,-2.8,1.4,-8.8
1989/2/28,3.6,5.5,-1.1
1989/3/1,2.3,5.6,-0.4
1989/3/2,1.0,3.1,-1.5
1989/3/3,0.9,3.7,-2.6
1989/3/4,2.5,3.4,1.3
1989/3/5,0.8,1.9,-0.2
1989/3/6,-0.2,2.9,-1.9
1989/3/7,-1.3,2.5,-4.6
1989/3/8,-2.1,1.1,-4.3
1989/3/9,-0.8,2.2,-4.7
1989/3/10,1.4,5.2,-2.7
1989/3/11,2.3,6.1,-0.7
1989/3/12,2.0,5.3,-0.4
1989/3/13,2.9,5.5,-0.7
1989/3/14,5.9,9.6,3.4
1989/3/15,3.6,5.2,2.0
1989/3/16,1.1,2.8,-0.5
1989/3/17,0.5,2.3,-0.9
1989/3/18,0.9,1.6,-0.4
1989/3/19,3.2,5.5,1.1
1989/3/20,3.0,4.4,1.6
1989/3/21,4.1,8.4,1.2
1989/3/22,3.6,5.6,1.7
1989/3/23,2.6,4.5,1.3
1989/3/24,2.6,6.0,-0.4
1989/3/25,1.5,3.0,0.4
1989/3/26,3.8,6.6,0.7
1989/3/27,5.3,12.7,-0.7
1989/3/28,5.0,11.2,-0.2
1989/3/29,2.8,5.8,0.4
1989/3/30,6.9,12.3,0.0
1989/3/31,6.0,9.4,4.1
