É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 16:17:06

,âFòaìá,âFòaìá,âFòaìá
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1999/12/1,9.0,12.6,4.8
1999/12/2,11.8,15.8,8.4
1999/12/3,10.3,16.9,5.9
1999/12/4,10.6,17.5,4.6
1999/12/5,12.8,15.2,11.3
1999/12/6,10.9,13.5,7.8
1999/12/7,8.9,13.1,3.9
1999/12/8,7.4,14.6,2.0
1999/12/9,10.8,18.4,5.9
1999/12/10,9.5,17.4,4.7
1999/12/11,11.8,15.7,6.0
1999/12/12,8.2,13.6,4.0
1999/12/13,10.3,14.3,4.6
1999/12/14,11.7,14.0,9.0
1999/12/15,9.7,13.7,4.1
1999/12/16,7.8,14.4,2.0
1999/12/17,10.2,15.2,6.9
1999/12/18,7.8,9.3,6.0
1999/12/19,6.1,7.3,4.8
1999/12/20,3.6,7.0,0.7
1999/12/21,5.0,7.8,1.1
1999/12/22,5.8,7.9,2.6
1999/12/23,5.8,9.9,0.9
1999/12/24,6.9,12.7,1.0
1999/12/25,9.1,11.5,8.0
1999/12/26,6.6,10.0,3.4
1999/12/27,6.4,13.6,1.3
1999/12/28,6.4,12.7,1.7
1999/12/29,8.6,16.1,3.1
1999/12/30,8.7,15.9,3.7
1999/12/31,7.8,15.6,2.5
2000/1/1,7.8,15.3,2.0
2000/1/2,8.9,12.9,6.3
2000/1/3,9.4,14.4,4.8
2000/1/4,7.3,14.5,2.2
2000/1/5,10.0,15.6,2.8
2000/1/6,13.9,19.0,11.3
2000/1/7,9.8,13.9,5.0
2000/1/8,6.9,11.7,3.7
2000/1/9,6.8,10.1,3.0
2000/1/10,10.5,14.9,6.6
2000/1/11,8.5,13.5,4.7
2000/1/12,11.4,14.6,7.7
2000/1/13,12.4,13.4,11.7
2000/1/14,9.5,13.3,5.1
2000/1/15,8.9,15.2,3.4
2000/1/16,9.3,11.1,7.7
2000/1/17,9.6,14.8,4.7
2000/1/18,9.1,14.4,4.0
2000/1/19,6.4,12.4,2.1
2000/1/20,2.2,5.6,1.0
2000/1/21,3.4,6.4,0.6
2000/1/22,4.6,9.6,-1.0
2000/1/23,10.9,14.8,7.1
2000/1/24,10.6,12.1,9.3
2000/1/25,8.3,9.7,6.7
2000/1/26,4.0,8.3,1.9
2000/1/27,3.4,8.2,0.0
2000/1/28,3.6,10.1,-1.2
2000/1/29,5.1,12.5,-1.2
2000/1/30,6.8,9.3,3.8
2000/1/31,4.9,7.4,1.4
2000/2/1,5.6,10.5,0.3
2000/2/2,6.7,10.5,2.3
2000/2/3,6.6,11.0,2.1
2000/2/4,6.9,11.5,1.7
2000/2/5,6.9,13.9,-0.3
2000/2/6,10.4,12.4,7.0
2000/2/7,7.7,12.2,3.1
2000/2/8,4.6,8.7,0.4
2000/2/9,4.4,8.0,1.5
2000/2/10,4.9,11.3,-0.4
2000/2/11,6.1,13.1,1.0
2000/2/12,6.6,13.8,1.1
2000/2/13,7.8,14.9,2.0
2000/2/14,10.0,14.3,5.7
2000/2/15,4.6,9.9,0.5
2000/2/16,3.0,5.7,0.1
2000/2/17,4.7,7.5,1.8
2000/2/18,6.3,9.6,2.7
2000/2/19,5.2,7.9,3.0
2000/2/20,8.2,12.2,4.7
2000/2/21,6.2,8.8,2.4
2000/2/22,4.5,10.2,-0.9
2000/2/23,5.2,10.6,0.6
2000/2/24,5.4,10.9,1.0
2000/2/25,4.7,9.2,1.8
2000/2/26,6.0,10.4,2.5
2000/2/27,6.0,9.2,1.5
2000/2/28,5.4,11.9,-0.9
2000/2/29,4.6,9.8,0.9
2000/3/1,4.9,12.8,-1.5
2000/3/2,7.2,14.5,1.0
2000/3/3,10.3,17.2,1.4
2000/3/4,13.0,14.7,11.3
2000/3/5,11.9,15.1,8.2
2000/3/6,10.3,17.0,5.7
2000/3/7,8.0,12.9,3.7
2000/3/8,6.8,9.2,2.7
2000/3/9,7.5,9.9,3.9
2000/3/10,7.0,12.6,0.5
2000/3/11,6.8,7.6,5.5
2000/3/12,8.9,13.5,5.4
2000/3/13,8.8,15.5,3.1
2000/3/14,8.7,17.0,1.4
2000/3/15,10.9,19.3,2.0
2000/3/16,12.9,19.2,8.7
2000/3/17,9.4,14.8,4.8
2000/3/18,10.5,18.1,2.2
2000/3/19,11.5,13.4,9.2
2000/3/20,10.3,16.2,4.8
2000/3/21,9.6,16.9,2.8
2000/3/22,11.6,18.7,5.8
2000/3/23,12.1,17.7,6.0
2000/3/24,10.9,13.5,9.0
2000/3/25,8.9,12.4,3.8
2000/3/26,12.1,17.1,3.8
2000/3/27,13.2,19.9,5.3
2000/3/28,13.5,18.6,10.0
2000/3/29,10.5,12.1,8.5
2000/3/30,11.7,17.1,6.6
2000/3/31,11.8,18.7,5.2
