ダウンロードした時刻：2017/07/24 15:37:26

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,2.4,7.2,-1.0
1986/1/2,-0.6,2.5,-4.4
1986/1/3,0.1,4.9,-4.6
1986/1/4,4.9,11.0,-1.0
1986/1/5,0.6,5.6,-3.0
1986/1/6,-1.7,1.5,-4.8
1986/1/7,1.3,5.0,-1.8
1986/1/8,0.6,1.7,-1.7
1986/1/9,1.3,4.8,-1.1
1986/1/10,-0.2,4.0,-4.3
1986/1/11,-0.4,5.0,-3.9
1986/1/12,-2.9,2.3,-6.8
1986/1/13,-1.3,4.0,-8.0
1986/1/14,-1.9,1.6,-3.2
1986/1/15,-0.5,4.3,-5.0
1986/1/16,-0.8,3.8,-7.8
1986/1/17,1.5,7.6,-1.8
1986/1/18,0.8,6.9,-2.7
1986/1/19,-1.6,5.2,-7.0
1986/1/20,0.3,6.2,-6.3
1986/1/21,-2.5,3.0,-6.9
1986/1/22,-6.5,-0.2,-10.9
1986/1/23,-5.3,-1.2,-9.1
1986/1/24,-3.6,0.5,-7.8
1986/1/25,-3.7,-0.7,-6.4
1986/1/26,-4.7,1.8,-10.4
1986/1/27,-4.6,0.2,-8.7
1986/1/28,-3.0,0.6,-9.5
1986/1/29,-2.8,3.1,-9.5
1986/1/30,-2.0,3.9,-8.5
1986/1/31,-0.5,4.6,-5.5
1986/2/1,-2.8,3.3,-7.5
1986/2/2,-3.4,2.2,-9.8
1986/2/3,-3.2,1.4,-8.5
1986/2/4,-3.1,1.8,-9.5
1986/2/5,-4.8,3.0,-10.7
1986/2/6,-5.0,1.4,-11.6
1986/2/7,-4.1,2.5,-9.2
1986/2/8,-3.1,3.9,-8.8
1986/2/9,-2.1,4.4,-6.4
1986/2/10,-2.5,2.1,-6.7
1986/2/11,-2.8,1.3,-7.8
1986/2/12,-1.3,5.3,-7.1
1986/2/13,1.2,7.7,-6.2
1986/2/14,0.0,1.8,-1.2
1986/2/15,-0.7,0.3,-1.6
1986/2/16,-2.9,-1.0,-7.9
1986/2/17,-4.1,1.7,-8.9
1986/2/18,-2.1,1.3,-7.0
1986/2/19,-2.1,-0.7,-3.8
1986/2/20,-1.6,3.9,-7.0
1986/2/21,-1.8,1.8,-4.5
1986/2/22,-1.9,3.5,-7.0
1986/2/23,1.0,7.7,-6.2
1986/2/24,0.5,4.2,-3.6
1986/2/25,-1.7,2.9,-7.1
1986/2/26,0.9,4.8,-3.1
1986/2/27,1.5,4.3,-2.7
1986/2/28,0.7,2.7,-0.5
1986/3/1,0.7,5.4,-2.9
1986/3/2,1.8,7.0,-3.2
1986/3/3,-0.3,4.8,-5.9
1986/3/4,-3.8,-0.3,-7.8
1986/3/5,-2.1,0.8,-7.5
1986/3/6,-1.8,0.2,-4.4
1986/3/7,0.2,5.2,-6.4
1986/3/8,0.6,5.8,-2.8
1986/3/9,1.5,5.6,-3.9
1986/3/10,6.8,14.3,0.6
1986/3/11,3.7,7.0,1.7
1986/3/12,1.6,4.9,0.0
1986/3/13,3.1,9.3,-1.6
1986/3/14,0.9,4.5,-2.4
1986/3/15,2.2,3.0,0.4
1986/3/16,5.0,12.4,1.5
1986/3/17,2.9,7.4,0.5
1986/3/18,3.1,9.0,-0.8
1986/3/19,1.3,3.6,-2.0
1986/3/20,3.6,6.1,1.3
1986/3/21,5.2,9.8,2.1
1986/3/22,3.0,7.3,0.7
1986/3/23,1.6,5.2,-0.3
1986/3/24,1.8,4.2,-0.5
1986/3/25,3.1,6.8,-0.8
1986/3/26,4.0,8.9,-3.5
1986/3/27,5.7,11.8,0.8
1986/3/28,2.4,4.6,1.7
1986/3/29,3.4,7.3,1.4
1986/3/30,6.1,12.2,0.4
1986/3/31,7.1,13.0,3.3
1986/4/1,5.9,11.5,-0.8
1986/4/2,4.6,12.6,-0.9
1986/4/3,5.3,11.3,-2.0
1986/4/4,11.2,17.6,5.7
1986/4/5,9.5,14.8,5.6
1986/4/6,6.2,11.8,1.8
1986/4/7,3.4,8.5,-0.8
1986/4/8,8.4,13.3,1.3
1986/4/9,14.2,19.2,8.7
1986/4/10,12.9,17.3,6.7
1986/4/11,6.6,16.4,0.4
1986/4/12,5.7,8.9,0.1
1986/4/13,9.9,16.4,2.9
1986/4/14,8.0,14.7,0.6
1986/4/15,9.4,14.0,1.8
1986/4/16,8.3,13.4,0.1
1986/4/17,6.2,13.2,-1.7
1986/4/18,10.9,21.6,2.9
1986/4/19,12.5,19.9,5.3
1986/4/20,12.3,15.7,9.1
1986/4/21,14.1,19.5,10.2
1986/4/22,11.6,15.4,8.2
1986/4/23,10.1,11.9,8.6
1986/4/24,7.4,10.1,5.6
1986/4/25,9.2,15.1,6.1
1986/4/26,8.1,9.1,6.3
1986/4/27,13.5,20.2,7.3
1986/4/28,9.6,19.7,4.1
1986/4/29,7.4,14.6,2.9
1986/4/30,11.3,20.5,2.9
1986/5/1,12.6,18.3,5.9
