ダウンロードした時刻：2017/07/24 15:38:07

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,-0.7,5.0,-3.7
2006/1/2,1.9,6.2,-1.2
2006/1/3,-0.7,2.9,-2.5
2006/1/4,-1.1,1.3,-2.6
2006/1/5,-1.5,2.0,-3.4
2006/1/6,-2.0,2.2,-5.5
2006/1/7,-2.4,2.5,-6.9
2006/1/8,-1.3,1.3,-3.4
2006/1/9,-0.8,4.5,-4.9
2006/1/10,-2.7,2.3,-8.3
2006/1/11,1.6,4.6,-0.6
2006/1/12,0.5,3.2,-1.9
2006/1/13,-0.9,1.2,-4.2
2006/1/14,3.6,6.0,0.7
2006/1/15,5.2,7.8,0.1
2006/1/16,3.2,9.5,-2.8
2006/1/17,2.1,4.8,0.3
2006/1/18,1.3,4.4,-0.5
2006/1/19,-0.9,1.4,-2.5
2006/1/20,-0.2,4.2,-2.6
2006/1/21,0.3,5.3,-4.3
2006/1/22,-0.1,4.1,-3.3
2006/1/23,-2.5,0.3,-5.2
2006/1/24,1.1,3.6,-0.5
2006/1/25,2.4,5.7,-1.0
2006/1/26,1.9,3.9,-1.5
2006/1/27,2.3,5.2,-0.1
2006/1/28,1.4,3.7,-0.6
2006/1/29,2.3,8.1,-1.4
2006/1/30,4.7,11.4,-1.8
2006/1/31,3.2,5.6,0.9
2006/2/1,0.9,3.2,0.2
2006/2/2,1.0,3.6,-2.9
2006/2/3,-2.3,1.7,-5.3
2006/2/4,-3.6,0.0,-5.9
2006/2/5,-2.5,1.4,-6.7
2006/2/6,-0.9,4.2,-6.3
2006/2/7,1.4,8.0,-0.9
2006/2/8,3.7,6.8,1.0
2006/2/9,-0.8,2.2,-3.6
2006/2/10,2.3,8.7,-5.6
2006/2/11,3.3,5.4,1.1
2006/2/12,-0.9,1.4,-3.2
2006/2/13,3.7,10.7,-3.8
2006/2/14,7.7,15.5,0.1
2006/2/15,10.8,14.7,6.8
2006/2/16,2.7,7.0,1.7
2006/2/17,0.7,5.6,-2.7
2006/2/18,1.2,6.9,-3.6
2006/2/19,3.2,10.4,-3.7
2006/2/20,3.1,8.1,-1.4
2006/2/21,5.2,9.3,1.2
2006/2/22,7.7,14.4,2.6
2006/2/23,6.5,8.7,2.8
2006/2/24,2.5,4.3,-0.3
2006/2/25,2.9,10.1,-2.6
2006/2/26,5.8,12.7,3.2
2006/2/27,2.5,8.8,0.1
2006/2/28,2.7,8.0,-1.5
2006/3/1,1.9,3.1,0.3
2006/3/2,4.7,8.6,1.1
2006/3/3,2.4,7.3,-1.3
2006/3/4,2.6,8.6,-2.8
2006/3/5,5.6,14.1,-2.7
2006/3/6,7.8,14.7,3.0
2006/3/7,5.2,10.4,0.6
2006/3/8,6.4,11.5,2.6
2006/3/9,5.1,10.6,2.2
2006/3/10,6.0,9.2,3.8
2006/3/11,9.6,18.6,0.9
2006/3/12,6.1,11.8,0.5
2006/3/13,-0.5,1.7,-1.9
2006/3/14,0.5,4.8,-3.3
2006/3/15,4.5,10.9,-1.2
2006/3/16,5.8,12.1,0.2
2006/3/17,7.1,8.9,5.0
2006/3/18,7.1,14.4,0.7
2006/3/19,5.3,12.0,0.0
2006/3/20,4.3,7.9,-0.1
2006/3/21,5.8,10.5,3.4
2006/3/22,8.0,12.5,2.8
2006/3/23,6.7,10.1,4.0
2006/3/24,6.0,9.7,2.5
2006/3/25,6.7,16.0,-1.2
2006/3/26,9.4,16.9,3.3
2006/3/27,8.4,13.4,4.5
2006/3/28,10.6,18.3,4.2
2006/3/29,3.6,7.8,0.1
2006/3/30,2.6,6.2,0.1
2006/3/31,2.6,5.2,0.1
2006/4/1,7.4,12.6,3.2
2006/4/2,5.6,7.4,3.9
2006/4/3,8.1,11.7,4.8
2006/4/4,10.4,17.9,5.5
2006/4/5,5.0,7.6,2.5
2006/4/6,6.1,10.4,2.5
2006/4/7,7.0,13.3,3.1
2006/4/8,7.3,13.0,4.3
2006/4/9,7.7,11.1,2.4
2006/4/10,6.4,13.1,-0.1
2006/4/11,8.1,12.1,6.8
2006/4/12,14.9,20.2,11.6
2006/4/13,15.1,20.8,10.6
2006/4/14,10.3,13.7,5.4
2006/4/15,7.2,12.2,2.4
2006/4/16,8.0,13.4,2.7
2006/4/17,8.7,12.8,5.8
2006/4/18,13.5,21.8,3.9
2006/4/19,11.2,15.9,8.5
2006/4/20,8.5,12.0,5.2
2006/4/21,7.7,12.8,4.7
2006/4/22,10.4,15.8,6.0
2006/4/23,10.8,18.9,4.2
2006/4/24,12.4,18.5,9.4
2006/4/25,9.8,13.8,7.3
2006/4/26,13.2,17.5,9.1
2006/4/27,12.0,15.3,9.6
2006/4/28,13.7,20.3,8.9
2006/4/29,14.9,23.2,6.0
2006/4/30,16.8,23.8,11.6
2006/5/1,16.7,20.8,13.6
