ダウンロードした時刻：2019/10/10 16:19:10

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,14.4,17.8,11.6
1994/12/2,14.8,18.8,11.3
1994/12/3,9.5,11.3,8.1
1994/12/4,9.0,11.9,7.7
1994/12/5,11.9,13.6,9.9
1994/12/6,10.8,13.9,7.9
1994/12/7,13.6,18.3,7.0
1994/12/8,13.5,15.9,10.3
1994/12/9,15.7,18.8,12.7
1994/12/10,12.7,13.7,10.9
1994/12/11,12.5,13.1,11.9
1994/12/12,13.0,15.0,10.8
1994/12/13,11.9,13.8,9.7
1994/12/14,8.4,10.8,6.5
1994/12/15,9.0,11.5,6.9
1994/12/16,5.0,7.7,3.4
1994/12/17,6.2,8.0,3.6
1994/12/18,7.7,8.6,6.7
1994/12/19,7.3,10.9,4.7
1994/12/20,9.7,11.9,6.9
1994/12/21,9.2,11.1,6.2
1994/12/22,8.6,13.0,4.2
1994/12/23,10.1,14.5,6.2
1994/12/24,11.5,13.7,9.6
1994/12/25,12.1,15.4,9.9
1994/12/26,9.6,10.7,8.2
1994/12/27,10.2,13.7,7.3
1994/12/28,10.5,12.4,8.4
1994/12/29,8.9,12.9,6.0
1994/12/30,9.2,11.3,6.5
1994/12/31,8.8,11.2,6.3
1995/1/1,7.8,10.3,5.8
1995/1/2,8.5,11.0,5.6
1995/1/3,8.8,9.7,7.6
1995/1/4,9.1,10.2,7.4
1995/1/5,6.8,8.8,4.2
1995/1/6,5.9,8.2,3.0
1995/1/7,11.4,13.9,7.4
1995/1/8,11.4,16.7,7.6
1995/1/9,12.4,16.3,8.8
1995/1/10,5.8,8.8,4.8
1995/1/11,4.9,6.8,3.9
1995/1/12,6.1,7.9,4.7
1995/1/13,5.9,7.8,3.6
1995/1/14,3.8,4.9,2.5
1995/1/15,5.6,7.1,4.4
1995/1/16,7.1,8.9,5.4
1995/1/17,7.0,8.7,5.3
1995/1/18,7.9,11.0,4.4
1995/1/19,8.4,10.9,6.3
1995/1/20,8.2,10.8,4.9
1995/1/21,7.8,10.8,3.9
1995/1/22,11.7,15.6,9.1
1995/1/23,11.2,12.3,9.6
1995/1/24,5.8,9.6,4.5
1995/1/25,6.4,7.7,5.0
1995/1/26,6.9,10.6,4.4
1995/1/27,5.2,6.9,3.9
1995/1/28,5.0,6.6,3.6
1995/1/29,4.6,6.3,1.4
1995/1/30,2.6,5.3,1.1
1995/1/31,4.0,5.9,1.7
1995/2/1,2.4,5.3,-0.3
1995/2/2,4.2,7.3,1.9
1995/2/3,5.4,9.2,1.4
1995/2/4,5.7,8.5,3.6
1995/2/5,3.9,5.8,0.5
1995/2/6,4.1,6.8,0.3
1995/2/7,8.5,10.0,5.3
1995/2/8,10.3,12.8,7.2
1995/2/9,8.7,10.6,6.4
1995/2/10,6.6,9.6,4.9
1995/2/11,6.6,10.5,3.0
1995/2/12,8.6,10.1,7.1
1995/2/13,11.3,13.7,10.0
1995/2/14,8.9,10.7,7.0
1995/2/15,7.6,9.2,6.2
1995/2/16,6.6,8.1,5.5
1995/2/17,6.5,9.2,4.7
1995/2/18,6.2,9.4,2.8
1995/2/19,8.5,12.8,6.1
1995/2/20,6.7,9.4,4.5
1995/2/21,5.8,9.4,4.0
1995/2/22,6.5,9.3,3.8
1995/2/23,7.8,13.0,3.2
1995/2/24,8.9,12.9,5.7
1995/2/25,8.8,11.0,7.1
1995/2/26,8.4,9.9,7.2
1995/2/27,7.5,11.0,4.7
1995/2/28,7.1,8.8,5.0
1995/3/1,8.6,11.2,6.5
1995/3/2,8.0,10.9,5.5
1995/3/3,7.1,9.0,3.9
1995/3/4,4.0,6.9,2.4
1995/3/5,5.9,9.6,1.4
1995/3/6,9.9,13.5,6.6
1995/3/7,10.7,14.2,6.6
1995/3/8,11.5,16.4,7.7
1995/3/9,9.5,11.6,7.3
1995/3/10,10.9,13.0,9.2
1995/3/11,9.8,11.6,8.1
1995/3/12,8.8,10.8,6.3
1995/3/13,8.9,13.1,6.2
1995/3/14,8.7,12.3,4.9
1995/3/15,9.7,12.3,6.1
1995/3/16,13.2,15.6,10.6
1995/3/17,10.7,13.9,6.5
1995/3/18,7.2,9.7,5.3
1995/3/19,8.1,10.0,5.5
1995/3/20,9.7,14.7,4.8
1995/3/21,11.8,16.5,8.0
1995/3/22,13.7,17.9,10.1
1995/3/23,13.9,17.9,9.3
1995/3/24,13.1,14.5,11.8
1995/3/25,10.8,12.5,8.6
1995/3/26,9.6,12.4,6.9
1995/3/27,11.9,16.3,8.2
1995/3/28,10.5,14.1,8.5
1995/3/29,10.9,13.2,9.4
1995/3/30,11.8,13.1,10.3
1995/3/31,12.9,15.9,9.6
