ダウンロードした時刻：2017/07/24 15:47:47

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,11.7,20.2,4.8
1997/1/2,7.7,10.6,4.9
1997/1/3,7.6,12.3,4.4
1997/1/4,5.1,9.8,1.4
1997/1/5,7.6,13.1,3.3
1997/1/6,6.1,9.0,2.7
1997/1/7,4.2,9.3,-0.7
1997/1/8,6.2,11.8,0.5
1997/1/9,4.4,11.5,-2.2
1997/1/10,6.0,11.7,1.5
1997/1/11,6.2,13.2,0.1
1997/1/12,6.1,12.9,-0.3
1997/1/13,7.3,14.7,1.1
1997/1/14,9.2,16.7,2.3
1997/1/15,9.4,14.8,5.0
1997/1/16,9.4,15.3,3.1
1997/1/17,8.9,13.7,4.3
1997/1/18,9.8,14.8,4.4
1997/1/19,8.0,11.3,4.3
1997/1/20,8.5,16.0,1.2
1997/1/21,8.0,12.9,2.4
1997/1/22,3.4,9.7,-1.9
1997/1/23,5.8,13.0,-1.8
1997/1/24,6.3,8.6,4.2
1997/1/25,6.1,11.5,1.6
1997/1/26,7.6,13.0,3.0
1997/1/27,8.2,14.5,1.8
1997/1/28,8.3,11.5,6.4
1997/1/29,6.6,10.3,4.2
1997/1/30,6.7,10.8,1.5
1997/1/31,5.5,9.0,2.3
1997/2/1,6.2,12.5,0.4
1997/2/2,6.9,7.9,5.6
1997/2/3,8.2,13.1,2.7
1997/2/4,5.6,11.1,-0.8
1997/2/5,6.5,8.9,3.7
1997/2/6,8.3,13.9,4.3
1997/2/7,6.2,9.7,1.1
1997/2/8,7.5,9.3,5.9
1997/2/9,10.2,15.3,6.2
1997/2/10,9.4,15.7,3.6
1997/2/11,7.1,8.9,4.1
1997/2/12,6.2,11.2,2.1
1997/2/13,5.3,11.0,-0.3
1997/2/14,5.6,11.6,-0.6
1997/2/15,6.6,9.5,2.4
1997/2/16,9.0,14.3,3.1
1997/2/17,6.5,13.7,0.3
1997/2/18,6.6,11.6,3.6
1997/2/19,6.1,12.1,1.3
1997/2/20,8.6,14.8,1.6
1997/2/21,10.5,15.5,4.7
1997/2/22,5.7,11.6,-0.9
1997/2/23,7.3,14.2,-0.2
1997/2/24,11.3,18.2,4.6
1997/2/25,15.1,19.8,9.1
1997/2/26,17.4,22.9,14.3
1997/2/27,14.1,17.0,11.1
1997/2/28,14.4,18.5,10.8
1997/3/1,16.5,21.1,11.4
1997/3/2,9.9,13.5,7.0
1997/3/3,9.6,15.9,6.5
1997/3/4,9.0,14.3,4.1
1997/3/5,10.0,17.3,2.0
1997/3/6,13.0,21.5,4.2
1997/3/7,17.8,25.2,13.1
1997/3/8,14.1,18.9,8.3
1997/3/9,13.2,21.2,4.9
1997/3/10,15.8,23.4,6.1
1997/3/11,18.2,21.6,15.7
1997/3/12,14.4,16.1,13.1
1997/3/13,13.2,14.8,12.5
1997/3/14,15.1,17.2,13.2
1997/3/15,16.8,19.0,13.9
1997/3/16,13.8,16.8,11.7
1997/3/17,11.7,14.1,8.5
1997/3/18,11.0,14.6,6.0
1997/3/19,13.1,16.6,11.2
1997/3/20,10.5,12.7,9.6
1997/3/21,13.3,18.0,9.4
1997/3/22,14.3,19.4,10.6
1997/3/23,13.4,17.8,9.7
1997/3/24,9.2,13.2,5.9
1997/3/25,12.2,21.2,4.0
1997/3/26,13.1,17.4,10.4
1997/3/27,13.3,18.4,8.1
1997/3/28,13.6,18.4,7.6
1997/3/29,15.8,18.8,13.2
1997/3/30,15.5,22.4,8.3
1997/3/31,11.4,16.0,6.5
1997/4/1,13.2,19.2,5.6
1997/4/2,17.3,23.4,10.6
1997/4/3,19.8,23.1,17.6
1997/4/4,17.8,19.3,17.0
1997/4/5,20.0,22.7,17.9
1997/4/6,17.6,21.9,12.5
1997/4/7,15.5,22.2,11.1
1997/4/8,15.1,21.3,8.8
1997/4/9,16.0,20.2,12.5
1997/4/10,15.3,22.8,11.2
1997/4/11,15.0,21.7,10.9
1997/4/12,16.9,24.1,10.6
1997/4/13,17.2,23.8,11.7
1997/4/14,16.7,22.4,10.5
1997/4/15,13.1,15.1,9.8
1997/4/16,14.2,19.9,7.3
1997/4/17,16.7,24.7,8.8
1997/4/18,16.5,23.4,10.1
1997/4/19,16.8,21.5,12.5
1997/4/20,17.2,23.0,10.0
1997/4/21,16.9,18.8,16.1
1997/4/22,19.0,23.6,15.7
1997/4/23,17.9,21.1,14.3
1997/4/24,14.6,19.9,7.9
1997/4/25,15.9,22.6,8.4
1997/4/26,16.5,22.3,9.0
1997/4/27,16.7,20.6,13.1
1997/4/28,20.9,26.5,16.6
1997/4/29,22.5,29.9,15.5
1997/4/30,21.1,26.5,17.0
1997/5/1,20.0,24.3,15.3
