ダウンロードした時刻：2019/10/10 15:57:31

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,10.5,14.4,7.6
2017/12/2,8.3,13.1,5.1
2017/12/3,8.3,13.3,3.3
2017/12/4,8.4,12.2,3.9
2017/12/5,7.9,11.4,4.2
2017/12/6,6.3,10.7,3.4
2017/12/7,6.6,11.7,2.2
2017/12/8,6.3,8.7,4.0
2017/12/9,5.9,11.3,2.5
2017/12/10,6.2,9.8,2.5
2017/12/11,8.2,12.9,3.5
2017/12/12,4.0,7.0,2.0
2017/12/13,4.3,9.0,1.7
2017/12/14,4.3,6.6,1.6
2017/12/15,6.5,11.2,3.1
2017/12/16,7.9,11.8,4.7
2017/12/17,4.4,7.2,2.4
2017/12/18,5.5,9.9,1.9
2017/12/19,6.4,12.3,3.0
2017/12/20,5.8,10.5,1.3
2017/12/21,6.1,9.9,2.7
2017/12/22,6.1,10.1,0.9
2017/12/23,8.7,14.1,4.1
2017/12/24,7.6,10.5,3.7
2017/12/25,9.5,13.0,5.9
2017/12/26,7.0,10.6,5.3
2017/12/27,4.8,6.8,2.6
2017/12/28,5.3,8.2,3.7
2017/12/29,6.2,10.5,2.5
2017/12/30,7.0,9.9,4.3
2017/12/31,4.9,7.8,2.4
2018/1/1,6.9,10.3,3.5
2018/1/2,7.1,9.8,5.2
2018/1/3,4.6,7.3,2.1
2018/1/4,3.8,6.9,1.6
2018/1/5,4.1,6.7,2.2
2018/1/6,5.6,9.8,2.4
2018/1/7,5.9,9.5,3.1
2018/1/8,5.2,7.1,3.6
2018/1/9,8.2,11.9,4.2
2018/1/10,5.2,8.6,2.5
2018/1/11,2.3,5.3,-0.5
2018/1/12,2.2,6.5,-0.8
2018/1/13,3.0,7.1,-0.8
2018/1/14,3.4,7.7,0.1
2018/1/15,3.5,7.9,-1.4
2018/1/16,6.9,11.1,2.6
2018/1/17,9.1,14.3,6.7
2018/1/18,11.1,15.0,8.4
2018/1/19,8.4,12.3,4.9
2018/1/20,7.0,13.6,3.7
2018/1/21,7.1,12.2,2.9
2018/1/22,4.0,6.1,1.8
2018/1/23,5.7,10.7,1.6
2018/1/24,1.3,4.3,-1.6
2018/1/25,0.0,3.0,-2.0
2018/1/26,1.0,5.1,-1.4
2018/1/27,0.8,4.4,-1.4
2018/1/28,1.3,4.3,-1.3
2018/1/29,4.1,9.5,0.3
2018/1/30,2.9,7.0,0.0
2018/1/31,3.9,8.1,0.8
2018/2/1,4.3,7.3,2.9
2018/2/2,4.8,8.2,2.5
2018/2/3,4.7,9.2,1.3
2018/2/4,3.0,6.3,0.6
2018/2/5,2.2,6.1,-0.1
2018/2/6,1.4,5.0,-1.3
2018/2/7,2.2,6.7,-1.8
2018/2/8,2.6,8.0,-1.3
2018/2/9,2.9,9.6,-1.9
2018/2/10,3.7,6.4,0.5
2018/2/11,4.6,9.4,0.3
2018/2/12,2.4,6.3,-0.7
2018/2/13,3.3,7.6,0.4
2018/2/14,5.2,9.7,0.6
2018/2/15,6.8,12.9,3.3
2018/2/16,6.8,10.8,2.0
2018/2/17,5.7,9.9,0.6
2018/2/18,2.9,7.1,0.3
2018/2/19,5.1,8.4,0.1
2018/2/20,7.5,12.3,2.8
2018/2/21,6.0,9.1,2.6
2018/2/22,5.3,8.9,1.5
2018/2/23,6.5,12.4,0.9
2018/2/24,6.5,14.8,0.7
2018/2/25,6.7,9.2,3.4
2018/2/26,8.9,15.1,5.2
2018/2/27,7.6,11.8,3.2
2018/2/28,9.6,12.8,5.2
2018/3/1,13.1,16.2,8.9
2018/3/2,7.4,11.1,3.2
2018/3/3,7.0,11.5,0.9
2018/3/4,11.0,15.7,6.6
2018/3/5,11.5,14.9,7.8
2018/3/6,7.9,12.3,5.0
2018/3/7,6.7,9.7,2.7
2018/3/8,10.3,12.9,8.0
2018/3/9,8.6,13.5,4.2
2018/3/10,6.0,10.8,3.3
2018/3/11,8.0,15.3,2.0
2018/3/12,9.4,15.9,4.0
2018/3/13,9.5,14.7,3.9
2018/3/14,12.2,18.3,7.0
2018/3/15,14.2,20.4,8.2
2018/3/16,10.1,15.5,4.8
2018/3/17,8.0,14.2,3.5
2018/3/18,9.0,13.5,3.1
2018/3/19,12.1,14.0,9.8
2018/3/20,9.6,12.6,6.7
2018/3/21,8.4,10.7,6.4
2018/3/22,10.4,14.2,7.0
2018/3/23,9.0,13.5,6.2
2018/3/24,11.2,18.3,5.1
2018/3/25,12.6,17.3,6.9
2018/3/26,13.2,17.3,7.8
2018/3/27,13.7,18.1,9.8
2018/3/28,15.2,21.2,9.0
2018/3/29,17.0,25.9,10.7
2018/3/30,13.0,18.5,8.3
2018/3/31,11.8,16.9,5.8
