ダウンロードした時刻：2019/10/10 16:22:44

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,14.5,19.0,12.0
2016/12/2,11.8,14.8,6.6
2016/12/3,9.6,16.4,3.9
2016/12/4,10.8,14.5,7.0
2016/12/5,12.9,18.7,8.2
2016/12/6,12.0,15.3,6.3
2016/12/7,8.8,15.1,2.5
2016/12/8,9.7,14.2,6.0
2016/12/9,11.5,18.5,5.5
2016/12/10,10.6,15.0,6.7
2016/12/11,9.2,14.0,4.4
2016/12/12,9.3,14.3,4.1
2016/12/13,12.3,13.9,10.2
2016/12/14,11.3,14.2,9.0
2016/12/15,8.3,12.2,6.3
2016/12/16,6.0,10.1,2.0
2016/12/17,6.4,12.5,0.5
2016/12/18,6.9,13.4,1.3
2016/12/19,9.1,15.5,2.6
2016/12/20,12.0,15.0,8.7
2016/12/21,15.3,18.9,11.3
2016/12/22,18.1,23.8,14.2
2016/12/23,10.6,14.2,8.0
2016/12/24,9.6,13.5,7.2
2016/12/25,9.8,14.8,5.0
2016/12/26,11.8,14.2,8.3
2016/12/27,11.6,17.4,7.3
2016/12/28,6.7,8.5,3.5
2016/12/29,5.6,8.8,2.0
2016/12/30,7.1,10.6,2.7
2016/12/31,6.4,13.3,0.1
2017/1/1,7.3,13.8,2.0
2017/1/2,8.9,14.1,2.7
2017/1/3,10.6,16.3,5.0
2017/1/4,9.0,16.4,1.6
2017/1/5,8.8,11.6,5.4
2017/1/6,7.8,11.0,4.0
2017/1/7,7.5,11.7,2.1
2017/1/8,11.0,12.9,9.5
2017/1/9,11.3,14.9,7.0
2017/1/10,8.6,14.1,3.7
2017/1/11,6.8,10.1,3.2
2017/1/12,7.3,10.5,3.1
2017/1/13,8.1,10.8,6.7
2017/1/14,5.1,7.8,2.9
2017/1/15,3.4,6.6,0.7
2017/1/16,4.7,9.1,1.6
2017/1/17,4.8,9.7,-0.1
2017/1/18,6.1,11.5,0.7
2017/1/19,7.7,11.3,4.8
2017/1/20,6.3,10.3,3.3
2017/1/21,5.7,9.6,2.5
2017/1/22,4.9,8.6,3.0
2017/1/23,2.4,4.7,0.9
2017/1/24,3.3,6.6,1.0
2017/1/25,3.5,9.7,-2.4
2017/1/26,4.1,10.7,-1.3
2017/1/27,8.0,17.0,-0.9
2017/1/28,7.0,12.3,1.7
2017/1/29,9.2,13.2,3.9
2017/1/30,10.9,16.8,6.6
2017/1/31,6.2,9.2,2.2
2017/2/1,6.2,12.0,1.4
2017/2/2,7.1,13.5,0.6
2017/2/3,9.2,14.2,4.3
2017/2/4,8.3,12.7,3.6
2017/2/5,10.8,15.6,8.0
2017/2/6,8.5,12.7,6.4
2017/2/7,8.1,11.8,5.4
2017/2/8,6.1,9.4,2.3
2017/2/9,5.4,8.3,1.7
2017/2/10,1.7,4.0,-0.2
2017/2/11,3.0,6.3,-0.6
2017/2/12,4.5,8.8,0.7
2017/2/13,5.4,11.7,-1.0
2017/2/14,6.7,9.7,3.3
2017/2/15,5.3,11.5,-0.2
2017/2/16,7.9,15.4,-0.3
2017/2/17,14.6,20.6,9.7
2017/2/18,9.9,14.7,6.2
2017/2/19,7.2,11.8,2.7
2017/2/20,11.2,17.2,4.5
2017/2/21,7.2,10.5,3.2
2017/2/22,7.6,15.2,0.2
2017/2/23,11.3,15.0,7.3
2017/2/24,7.6,10.5,5.6
2017/2/25,6.8,12.5,0.6
2017/2/26,8.1,12.0,3.5
2017/2/27,7.1,11.2,2.5
2017/2/28,6.5,12.0,1.2
2017/3/1,7.0,13.8,1.9
2017/3/2,9.1,13.9,5.4
2017/3/3,9.4,13.5,6.3
2017/3/4,9.3,14.5,4.6
2017/3/5,9.0,13.4,4.1
2017/3/6,9.8,15.9,5.7
2017/3/7,8.3,12.2,5.5
2017/3/8,6.7,11.9,4.3
2017/3/9,8.7,14.1,4.9
2017/3/10,11.1,16.3,6.0
2017/3/11,8.4,13.9,2.0
2017/3/12,9.1,14.4,3.1
2017/3/13,9.6,11.4,8.5
2017/3/14,10.5,14.4,6.8
2017/3/15,8.5,12.5,6.4
2017/3/16,8.5,13.1,2.8
2017/3/17,9.3,15.0,2.4
2017/3/18,8.7,15.0,3.3
2017/3/19,11.0,17.1,5.1
2017/3/20,9.6,13.9,6.0
2017/3/21,11.0,14.9,8.6
2017/3/22,10.0,13.4,7.5
2017/3/23,8.1,9.6,5.4
2017/3/24,8.6,13.1,3.8
2017/3/25,8.7,9.6,7.7
2017/3/26,9.7,13.6,7.0
2017/3/27,10.3,14.5,7.8
2017/3/28,11.0,16.2,5.4
2017/3/29,10.6,13.5,8.3
2017/3/30,13.1,17.9,8.0
2017/3/31,9.4,13.2,6.8
