ダウンロードした時刻：2019/10/10 16:04:15

,米子,米子,米子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,7.1,12.2,2.7
1989/12/2,9.1,12.8,1.2
1989/12/3,13.1,18.8,8.5
1989/12/4,13.7,20.4,8.7
1989/12/5,10.6,17.4,5.7
1989/12/6,8.7,11.3,5.1
1989/12/7,10.1,17.4,5.9
1989/12/8,5.8,9.2,3.0
1989/12/9,7.1,8.7,2.3
1989/12/10,6.6,11.6,2.3
1989/12/11,10.3,15.2,5.3
1989/12/12,7.2,9.0,5.6
1989/12/13,7.8,10.2,5.3
1989/12/14,6.6,10.1,3.6
1989/12/15,7.3,10.4,3.8
1989/12/16,9.0,13.8,3.2
1989/12/17,8.1,12.5,2.9
1989/12/18,7.3,11.6,4.9
1989/12/19,4.7,5.7,2.9
1989/12/20,5.4,9.8,-0.6
1989/12/21,7.9,12.3,5.5
1989/12/22,7.0,12.4,2.4
1989/12/23,7.2,11.3,3.4
1989/12/24,7.6,11.6,3.4
1989/12/25,8.6,13.7,3.2
1989/12/26,7.7,10.5,6.1
1989/12/27,4.2,6.2,1.6
1989/12/28,5.0,8.9,1.1
1989/12/29,5.2,9.7,3.2
1989/12/30,5.1,8.1,3.3
1989/12/31,2.7,5.4,0.7
1990/1/1,2.6,6.4,-0.1
1990/1/2,4.2,7.1,1.8
1990/1/3,2.3,6.0,0.8
1990/1/4,3.0,7.7,0.2
1990/1/5,4.8,7.8,-0.7
1990/1/6,5.6,9.5,3.2
1990/1/7,3.7,6.2,1.4
1990/1/8,3.8,8.3,-0.8
1990/1/9,10.0,12.4,4.9
1990/1/10,11.5,18.1,7.7
1990/1/11,7.0,9.8,2.7
1990/1/12,8.3,13.8,3.2
1990/1/13,2.7,7.1,0.7
1990/1/14,3.3,7.1,-0.1
1990/1/15,4.7,8.1,2.7
1990/1/16,4.2,8.8,0.9
1990/1/17,5.1,10.1,1.1
1990/1/18,8.5,11.1,1.5
1990/1/19,6.5,8.6,4.6
1990/1/20,1.8,4.7,0.4
1990/1/21,2.1,5.4,-0.1
1990/1/22,2.8,6.0,-1.2
1990/1/23,-0.3,2.1,-2.4
1990/1/24,-2.2,-0.6,-3.6
1990/1/25,-1.7,0.7,-4.0
1990/1/26,-1.3,2.9,-3.6
1990/1/27,-0.2,2.6,-2.0
1990/1/28,2.3,5.8,-1.4
1990/1/29,7.2,10.0,3.9
1990/1/30,4.4,7.0,2.2
1990/1/31,1.8,3.3,0.4
1990/2/1,4.4,5.9,2.2
1990/2/2,4.2,6.9,0.6
1990/2/3,5.5,9.1,1.3
1990/2/4,4.9,6.3,3.5
1990/2/5,3.9,7.7,1.1
1990/2/6,4.3,10.2,-1.0
1990/2/7,5.9,10.6,-1.2
1990/2/8,6.1,8.2,4.4
1990/2/9,4.7,9.3,-0.2
1990/2/10,9.8,14.9,-0.3
1990/2/11,9.9,14.9,3.5
1990/2/12,5.8,9.6,2.4
1990/2/13,4.0,9.1,0.4
1990/2/14,5.1,6.8,2.1
1990/2/15,6.6,8.9,4.5
1990/2/16,6.6,8.7,5.1
1990/2/17,6.9,11.0,3.8
1990/2/18,7.9,11.4,2.0
1990/2/19,13.8,17.6,8.6
1990/2/20,11.9,15.2,8.7
1990/2/21,8.8,12.7,3.5
1990/2/22,9.5,12.7,4.3
1990/2/23,11.6,13.2,9.9
1990/2/24,8.5,10.0,7.6
1990/2/25,7.8,9.4,6.9
1990/2/26,6.7,10.2,5.0
1990/2/27,6.3,8.1,3.9
1990/2/28,5.3,8.0,2.5
1990/3/1,6.0,8.6,1.8
1990/3/2,8.1,8.7,7.5
1990/3/3,7.0,8.0,4.9
1990/3/4,5.5,9.8,2.0
1990/3/5,5.8,10.5,1.7
1990/3/6,6.5,11.3,1.3
1990/3/7,5.6,8.5,1.2
1990/3/8,4.7,8.9,0.7
1990/3/9,7.1,14.8,-0.1
1990/3/10,9.8,17.6,2.5
1990/3/11,12.3,19.2,2.5
1990/3/12,8.1,13.4,3.6
1990/3/13,5.3,10.4,0.7
1990/3/14,9.4,15.6,0.5
1990/3/15,12.0,15.0,8.7
1990/3/16,8.3,11.6,6.1
1990/3/17,7.9,12.7,2.4
1990/3/18,6.9,10.9,5.1
1990/3/19,8.5,16.1,0.4
1990/3/20,10.1,15.9,5.4
1990/3/21,7.7,12.4,2.6
1990/3/22,9.1,15.1,1.3
1990/3/23,14.7,22.9,6.3
1990/3/24,12.5,19.2,8.5
1990/3/25,7.0,8.7,6.0
1990/3/26,6.6,9.7,2.0
1990/3/27,8.2,13.6,-0.5
1990/3/28,9.4,10.1,8.3
1990/3/29,10.6,12.8,8.0
1990/3/30,10.4,13.8,3.8
1990/3/31,12.0,14.9,9.2
