ダウンロードした時刻：2019/10/10 16:00:37

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,7.6,12.1,4.2
1996/12/2,6.7,11.1,2.8
1996/12/3,7.3,11.8,2.6
1996/12/4,8.2,13.0,3.5
1996/12/5,14.7,18.3,7.3
1996/12/6,10.8,17.5,7.1
1996/12/7,8.2,12.4,4.3
1996/12/8,8.0,12.1,3.5
1996/12/9,8.4,12.2,3.2
1996/12/10,9.6,13.9,5.2
1996/12/11,10.5,15.1,6.9
1996/12/12,11.0,14.5,7.3
1996/12/13,10.4,12.7,8.7
1996/12/14,10.3,14.2,8.1
1996/12/15,10.5,13.7,7.2
1996/12/16,10.7,14.9,7.5
1996/12/17,12.4,17.2,8.6
1996/12/18,12.7,16.8,7.7
1996/12/19,7.9,10.9,5.6
1996/12/20,7.1,9.7,4.1
1996/12/21,7.6,11.6,3.3
1996/12/22,9.2,13.7,4.5
1996/12/23,9.4,13.2,5.0
1996/12/24,6.3,9.9,4.0
1996/12/25,8.5,14.5,2.5
1996/12/26,8.5,13.5,5.3
1996/12/27,6.3,8.9,3.9
1996/12/28,8.2,17.1,2.7
1996/12/29,7.5,10.2,5.2
1996/12/30,9.0,14.6,3.8
1996/12/31,9.7,13.8,5.7
1997/1/1,11.4,16.5,5.9
1997/1/2,12.0,16.6,5.8
1997/1/3,7.5,13.6,4.4
1997/1/4,6.0,11.2,2.8
1997/1/5,4.5,7.9,1.6
1997/1/6,7.4,11.9,1.5
1997/1/7,7.7,13.2,3.1
1997/1/8,6.8,9.0,4.2
1997/1/9,6.2,10.7,2.0
1997/1/10,6.2,10.0,3.1
1997/1/11,6.2,11.1,2.4
1997/1/12,5.3,9.7,0.7
1997/1/13,5.4,9.6,1.5
1997/1/14,8.0,14.2,1.8
1997/1/15,6.4,10.7,3.5
1997/1/16,4.7,7.9,1.9
1997/1/17,6.9,10.8,1.3
1997/1/18,10.8,16.2,6.2
1997/1/19,7.1,10.8,4.0
1997/1/20,7.5,11.5,3.4
1997/1/21,7.0,13.0,1.8
1997/1/22,1.8,5.2,-2.0
1997/1/23,5.8,10.2,0.0
1997/1/24,6.4,10.1,3.4
1997/1/25,4.7,8.9,1.5
1997/1/26,5.7,11.7,-0.3
1997/1/27,6.0,11.2,0.5
1997/1/28,7.4,11.0,2.5
1997/1/29,6.3,10.6,2.6
1997/1/30,4.3,8.8,0.9
1997/1/31,4.7,7.4,1.8
1997/2/1,4.6,9.5,0.8
1997/2/2,5.5,8.9,1.3
1997/2/3,5.1,8.4,2.5
1997/2/4,5.6,8.6,2.5
1997/2/5,6.0,9.6,1.8
1997/2/6,6.5,9.8,3.7
1997/2/7,7.3,12.0,3.4
1997/2/8,6.8,10.5,4.1
1997/2/9,8.2,12.5,3.9
1997/2/10,8.4,11.8,4.8
1997/2/11,7.6,13.1,3.0
1997/2/12,6.1,11.1,2.5
1997/2/13,4.7,10.0,1.3
1997/2/14,5.4,10.3,1.0
1997/2/15,6.9,10.7,1.6
1997/2/16,6.2,9.9,3.6
1997/2/17,7.0,11.9,4.8
1997/2/18,5.4,9.4,2.6
1997/2/19,4.8,9.7,1.1
1997/2/20,6.5,11.5,0.5
1997/2/21,6.0,13.2,0.3
1997/2/22,1.6,5.3,-1.1
1997/2/23,4.6,10.0,-0.7
1997/2/24,6.8,12.4,1.2
1997/2/25,10.4,16.0,3.6
1997/2/26,13.2,17.9,9.3
1997/2/27,9.0,11.8,7.5
1997/2/28,10.5,14.3,6.6
1997/3/1,13.4,18.1,7.4
1997/3/2,7.8,11.1,4.7
1997/3/3,5.7,7.5,4.6
1997/3/4,7.5,11.5,4.5
1997/3/5,9.7,15.5,4.9
1997/3/6,11.0,15.9,6.2
1997/3/7,16.1,20.9,12.8
1997/3/8,11.4,14.9,8.3
1997/3/9,9.4,14.9,5.7
1997/3/10,9.5,13.9,4.8
1997/3/11,13.8,21.1,7.0
1997/3/12,8.9,13.3,5.8
1997/3/13,8.6,12.7,4.4
1997/3/14,12.6,17.6,8.5
1997/3/15,7.9,12.4,5.9
1997/3/16,4.9,6.0,4.0
1997/3/17,7.4,12.7,3.9
1997/3/18,9.6,13.7,5.8
1997/3/19,10.2,14.8,6.7
1997/3/20,9.8,12.6,8.1
1997/3/21,10.9,15.9,5.2
1997/3/22,9.5,11.8,7.9
1997/3/23,7.4,9.1,5.8
1997/3/24,6.6,10.3,4.0
1997/3/25,9.6,15.8,2.7
1997/3/26,12.8,18.0,9.4
1997/3/27,9.4,11.0,8.5
1997/3/28,12.2,17.5,5.3
1997/3/29,14.3,17.7,11.9
1997/3/30,17.1,23.3,10.9
1997/3/31,11.0,15.1,7.9
