ダウンロードした時刻：2019/10/10 16:11:50

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,4.9,7.9,1.4
1996/12/2,5.8,10.1,2.0
1996/12/3,6.9,11.7,2.4
1996/12/4,8.2,13.3,2.7
1996/12/5,12.4,16.8,9.0
1996/12/6,7.3,11.1,4.6
1996/12/7,5.6,9.5,1.9
1996/12/8,6.6,10.5,1.5
1996/12/9,9.0,12.6,3.9
1996/12/10,8.2,10.2,5.9
1996/12/11,10.1,13.9,7.0
1996/12/12,9.5,14.1,4.8
1996/12/13,10.3,15.0,5.3
1996/12/14,10.5,14.7,6.1
1996/12/15,10.5,15.3,6.3
1996/12/16,12.1,17.5,6.0
1996/12/17,14.2,16.3,13.5
1996/12/18,12.0,15.0,8.3
1996/12/19,7.5,9.4,4.8
1996/12/20,7.4,10.8,3.8
1996/12/21,7.9,12.0,4.0
1996/12/22,9.7,15.3,2.8
1996/12/23,6.8,11.5,3.8
1996/12/24,6.2,10.6,1.3
1996/12/25,8.8,13.8,3.2
1996/12/26,9.2,12.4,6.3
1996/12/27,7.7,12.6,3.6
1996/12/28,8.1,14.3,2.9
1996/12/29,7.5,12.6,2.9
1996/12/30,8.6,15.2,3.0
1996/12/31,9.4,14.8,4.4
1997/1/1,12.5,18.3,6.2
1997/1/2,7.6,13.5,4.8
1997/1/3,6.6,9.4,5.2
1997/1/4,5.8,9.1,3.2
1997/1/5,3.7,7.0,1.1
1997/1/6,6.5,8.8,4.8
1997/1/7,6.1,9.2,3.2
1997/1/8,5.0,8.3,3.1
1997/1/9,5.6,8.7,4.1
1997/1/10,5.6,9.3,1.4
1997/1/11,5.6,9.8,1.8
1997/1/12,6.0,9.8,2.9
1997/1/13,6.2,11.4,2.0
1997/1/14,7.1,11.6,2.0
1997/1/15,6.8,9.9,4.0
1997/1/16,5.9,10.5,1.5
1997/1/17,7.1,12.0,2.0
1997/1/18,8.3,11.9,4.5
1997/1/19,7.1,10.4,4.5
1997/1/20,6.9,10.8,2.3
1997/1/21,5.1,10.4,-2.8
1997/1/22,0.5,3.3,-3.8
1997/1/23,5.1,7.6,1.9
1997/1/24,4.5,6.5,2.8
1997/1/25,5.3,8.4,3.3
1997/1/26,6.4,8.9,4.1
1997/1/27,8.2,11.0,5.9
1997/1/28,7.3,10.5,3.8
1997/1/29,4.8,7.6,2.1
1997/1/30,3.4,7.0,0.6
1997/1/31,3.6,5.9,0.8
1997/2/1,4.1,8.5,1.1
1997/2/2,3.8,6.6,0.9
1997/2/3,3.8,7.6,1.4
1997/2/4,3.7,6.5,1.5
1997/2/5,5.3,8.3,3.8
1997/2/6,5.8,10.3,2.1
1997/2/7,5.5,8.6,3.7
1997/2/8,6.9,11.8,3.4
1997/2/9,7.4,13.9,2.4
1997/2/10,7.6,12.5,2.3
1997/2/11,5.3,8.5,2.9
1997/2/12,4.4,7.6,2.3
1997/2/13,4.0,7.7,1.4
1997/2/14,4.6,9.2,-0.2
1997/2/15,6.3,11.7,1.0
1997/2/16,7.4,10.6,5.4
1997/2/17,5.0,7.0,3.2
1997/2/18,4.5,8.3,2.2
1997/2/19,4.1,6.8,1.2
1997/2/20,6.6,10.3,0.8
1997/2/21,5.6,10.0,-0.7
1997/2/22,1.1,4.2,-1.0
1997/2/23,4.6,9.4,1.1
1997/2/24,6.6,12.6,0.4
1997/2/25,8.7,13.3,2.9
1997/2/26,9.7,11.6,5.9
1997/2/27,8.4,14.1,3.0
1997/2/28,11.1,18.1,3.5
1997/3/1,9.5,11.9,4.9
1997/3/2,6.9,10.1,2.4
1997/3/3,6.8,10.5,5.0
1997/3/4,7.5,11.0,2.8
1997/3/5,9.0,13.9,3.0
1997/3/6,13.1,19.2,5.8
1997/3/7,15.5,20.1,10.6
1997/3/8,11.1,15.7,8.2
1997/3/9,9.7,15.0,5.8
1997/3/10,8.5,14.7,3.6
1997/3/11,10.1,14.5,5.7
1997/3/12,8.9,14.7,4.7
1997/3/13,10.6,15.5,6.0
1997/3/14,13.2,17.1,9.9
1997/3/15,10.8,13.1,8.6
1997/3/16,9.2,11.5,7.7
1997/3/17,8.5,13.2,5.2
1997/3/18,9.6,15.7,2.9
1997/3/19,9.7,12.1,7.6
1997/3/20,9.1,12.6,6.2
1997/3/21,10.1,13.5,6.7
1997/3/22,10.9,14.3,8.2
1997/3/23,9.2,13.9,6.2
1997/3/24,5.9,9.4,2.7
1997/3/25,8.8,14.0,1.5
1997/3/26,12.8,18.2,6.1
1997/3/27,10.7,14.3,8.0
1997/3/28,12.0,16.8,5.5
1997/3/29,12.5,14.0,10.4
1997/3/30,12.4,17.1,6.6
1997/3/31,9.5,13.7,5.8
