ダウンロードした時刻：2019/10/10 16:05:52

,豊岡,豊岡,豊岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,7.3,9.8,4.8
1999/12/2,8.9,11.7,7.5
1999/12/3,8.4,11.5,4.2
1999/12/4,8.3,15.9,0.8
1999/12/5,10.9,14.6,9.0
1999/12/6,8.3,12.8,3.8
1999/12/7,5.9,8.6,4.0
1999/12/8,6.6,13.7,3.0
1999/12/9,9.3,16.0,2.1
1999/12/10,7.9,16.5,1.4
1999/12/11,6.8,9.1,4.5
1999/12/12,6.0,9.9,4.1
1999/12/13,7.0,10.5,4.6
1999/12/14,5.8,7.8,4.4
1999/12/15,5.1,8.9,1.6
1999/12/16,7.3,14.6,1.6
1999/12/17,7.8,14.5,4.6
1999/12/18,4.2,7.2,0.9
1999/12/19,1.8,5.5,-1.2
1999/12/20,0.8,5.7,-2.1
1999/12/21,1.1,6.9,-2.3
1999/12/22,0.7,1.8,0.1
1999/12/23,2.0,6.2,-0.4
1999/12/24,3.5,10.0,-1.9
1999/12/25,5.5,9.3,2.4
1999/12/26,1.1,2.5,0.4
1999/12/27,2.3,8.4,-1.0
1999/12/28,3.9,13.6,-2.8
1999/12/29,4.4,12.0,1.0
1999/12/30,3.9,11.9,0.9
1999/12/31,3.8,12.3,0.2
2000/1/1,6.0,8.5,2.8
2000/1/2,6.5,14.3,0.3
2000/1/3,9.0,12.2,5.3
2000/1/4,6.1,10.8,2.0
2000/1/5,6.2,13.0,0.7
2000/1/6,11.6,17.6,6.3
2000/1/7,7.5,12.6,2.4
2000/1/8,5.4,10.9,2.1
2000/1/9,6.0,10.2,2.7
2000/1/10,7.2,10.1,5.3
2000/1/11,6.3,7.6,4.8
2000/1/12,6.0,8.8,3.4
2000/1/13,8.6,10.7,6.3
2000/1/14,7.6,10.8,5.5
2000/1/15,5.8,8.4,3.3
2000/1/16,3.3,5.1,1.5
2000/1/17,6.1,10.5,2.6
2000/1/18,4.5,7.4,-1.1
2000/1/19,3.1,11.8,-3.0
2000/1/20,1.6,5.3,-1.6
2000/1/21,0.8,2.1,-1.2
2000/1/22,0.9,4.2,-0.8
2000/1/23,2.1,4.3,0.2
2000/1/24,3.1,5.3,1.6
2000/1/25,1.2,4.5,-0.1
2000/1/26,-0.1,1.3,-0.9
2000/1/27,-0.1,2.5,-2.0
2000/1/28,0.7,5.8,-2.3
2000/1/29,1.0,8.5,-2.8
2000/1/30,2.2,4.8,-1.2
2000/1/31,1.2,3.3,0.3
2000/2/1,0.9,2.6,-0.3
2000/2/2,2.2,8.7,-1.1
2000/2/3,1.3,8.6,-3.6
2000/2/4,2.7,5.5,0.6
2000/2/5,2.7,9.0,-0.8
2000/2/6,2.8,4.8,0.4
2000/2/7,4.2,6.9,1.0
2000/2/8,1.4,4.3,-1.0
2000/2/9,1.2,2.7,0.1
2000/2/10,1.9,6.3,-1.7
2000/2/11,2.5,9.8,-2.8
2000/2/12,5.4,12.1,1.1
2000/2/13,3.5,5.6,1.9
2000/2/14,5.1,13.6,0.6
2000/2/15,0.7,5.2,-1.5
2000/2/16,-0.1,2.2,-1.5
2000/2/17,-0.3,1.8,-2.7
2000/2/18,0.5,2.7,-1.6
2000/2/19,1.5,4.3,0.1
2000/2/20,2.1,5.6,0.2
2000/2/21,0.8,2.5,0.2
2000/2/22,0.9,3.1,-0.5
2000/2/23,2.1,6.2,-0.6
2000/2/24,0.5,1.7,-0.3
2000/2/25,0.0,2.7,-2.4
2000/2/26,0.6,4.8,-3.7
2000/2/27,0.9,3.8,-0.8
2000/2/28,1.5,7.1,-2.4
2000/2/29,0.9,4.6,-1.4
2000/3/1,1.9,8.0,-1.8
2000/3/2,2.7,12.2,-3.2
2000/3/3,3.4,14.8,-2.4
2000/3/4,4.3,7.3,2.8
2000/3/5,4.3,10.6,1.1
2000/3/6,4.4,14.0,-0.3
2000/3/7,2.9,6.9,-1.2
2000/3/8,0.7,5.5,-1.9
2000/3/9,2.0,6.0,-1.9
2000/3/10,2.4,7.3,-0.6
2000/3/11,2.2,7.8,-1.4
2000/3/12,5.2,11.9,0.9
2000/3/13,2.7,8.3,-2.1
2000/3/14,3.8,11.0,-2.1
2000/3/15,5.7,14.6,-1.4
2000/3/16,8.2,11.4,5.6
2000/3/17,6.2,9.8,0.1
2000/3/18,6.9,18.0,-1.8
2000/3/19,7.3,11.3,3.3
2000/3/20,6.4,10.3,1.8
2000/3/21,5.8,13.6,-0.9
2000/3/22,6.3,11.9,0.6
2000/3/23,7.5,14.8,-1.7
2000/3/24,7.0,11.1,2.7
2000/3/25,3.6,8.4,1.3
2000/3/26,4.5,9.3,1.0
2000/3/27,9.9,20.6,2.0
2000/3/28,11.2,16.0,6.4
2000/3/29,8.9,11.3,6.7
2000/3/30,8.7,14.5,5.2
2000/3/31,9.5,17.5,4.1
