ダウンロードした時刻：2019/10/10 16:21:30

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,11.5,14.8,8.8
1997/12/2,6.4,10.4,3.7
1997/12/3,3.9,6.2,1.2
1997/12/4,5.6,12.2,-0.8
1997/12/5,9.4,15.7,4.1
1997/12/6,13.9,19.3,7.8
1997/12/7,15.2,17.0,13.9
1997/12/8,11.7,14.0,8.0
1997/12/9,7.5,8.6,5.0
1997/12/10,4.1,6.5,2.2
1997/12/11,4.6,8.8,2.0
1997/12/12,4.4,6.4,1.9
1997/12/13,5.7,9.7,2.1
1997/12/14,7.6,11.8,4.2
1997/12/15,9.4,15.8,4.8
1997/12/16,10.0,14.1,6.1
1997/12/17,10.6,12.4,9.6
1997/12/18,11.0,15.7,6.2
1997/12/19,10.2,14.3,4.9
1997/12/20,11.5,13.4,10.0
1997/12/21,12.5,18.1,7.3
1997/12/22,8.8,10.3,8.0
1997/12/23,9.0,12.6,6.1
1997/12/24,8.3,13.3,4.1
1997/12/25,7.7,14.4,1.5
1997/12/26,10.0,17.0,3.9
1997/12/27,9.7,17.1,4.1
1997/12/28,7.9,13.7,4.2
1997/12/29,7.0,12.1,2.1
1997/12/30,8.8,13.0,4.3
1997/12/31,6.9,13.8,1.2
1998/1/1,7.3,10.3,5.0
1998/1/2,7.3,13.4,2.3
1998/1/3,7.7,13.4,1.2
1998/1/4,8.3,11.0,4.5
1998/1/5,5.5,7.7,3.4
1998/1/6,6.7,10.5,2.1
1998/1/7,5.7,9.5,0.6
1998/1/8,10.2,13.8,7.2
1998/1/9,9.2,12.4,5.3
1998/1/10,7.2,9.2,4.0
1998/1/11,7.2,9.0,5.7
1998/1/12,7.3,10.4,4.7
1998/1/13,7.2,11.5,2.6
1998/1/14,7.6,9.7,6.1
1998/1/15,8.0,9.3,6.8
1998/1/16,8.1,11.7,4.6
1998/1/17,7.8,11.5,3.0
1998/1/18,8.6,11.3,4.8
1998/1/19,1.8,4.8,-0.2
1998/1/20,3.3,6.8,-0.3
1998/1/21,4.9,8.2,0.5
1998/1/22,3.4,6.1,0.0
1998/1/23,2.3,4.9,0.5
1998/1/24,0.5,3.1,-1.9
1998/1/25,0.3,5.2,-4.2
1998/1/26,4.3,8.9,1.2
1998/1/27,4.9,9.7,0.5
1998/1/28,5.1,8.8,2.1
1998/1/29,4.5,9.4,-0.7
1998/1/30,3.9,9.0,-2.1
1998/1/31,7.5,12.5,2.3
1998/2/1,5.3,10.3,1.0
1998/2/2,6.1,13.6,-0.5
1998/2/3,5.8,9.0,2.1
1998/2/4,7.6,10.5,4.2
1998/2/5,5.2,9.7,1.7
1998/2/6,4.8,11.5,-1.2
1998/2/7,4.8,10.4,0.3
1998/2/8,5.2,6.9,3.9
1998/2/9,5.3,9.7,-2.0
1998/2/10,7.5,11.7,1.4
1998/2/11,7.6,15.3,-0.5
1998/2/12,14.6,21.0,8.9
1998/2/13,15.4,20.0,11.4
1998/2/14,12.6,15.5,9.6
1998/2/15,10.1,13.8,6.8
1998/2/16,9.4,15.2,3.0
1998/2/17,8.9,12.9,4.7
1998/2/18,7.3,11.8,3.3
1998/2/19,13.2,19.2,5.9
1998/2/20,14.9,15.9,13.7
1998/2/21,11.5,14.1,7.3
1998/2/22,10.0,15.6,5.8
1998/2/23,10.3,12.5,8.3
1998/2/24,11.3,13.6,9.5
1998/2/25,10.9,13.0,9.6
1998/2/26,10.3,14.9,5.5
1998/2/27,9.6,15.4,3.2
1998/2/28,9.3,12.3,6.6
1998/3/1,8.6,11.3,4.1
1998/3/2,7.5,15.1,0.1
1998/3/3,9.1,15.4,2.2
1998/3/4,10.5,15.4,5.2
1998/3/5,10.1,13.8,6.5
1998/3/6,9.2,15.6,2.4
1998/3/7,8.8,13.7,5.1
1998/3/8,9.5,14.9,3.7
1998/3/9,12.4,19.0,8.0
1998/3/10,8.0,9.5,7.1
1998/3/11,12.0,15.6,8.7
1998/3/12,10.2,13.4,5.4
1998/3/13,10.0,16.4,3.6
1998/3/14,10.9,17.1,5.5
1998/3/15,7.0,10.1,3.8
1998/3/16,8.2,14.3,2.5
1998/3/17,9.2,17.1,2.3
1998/3/18,11.5,20.4,2.9
1998/3/19,12.9,16.5,6.3
1998/3/20,8.2,16.5,4.5
1998/3/21,7.2,10.5,3.9
1998/3/22,7.0,11.2,2.9
1998/3/23,8.1,13.4,2.2
1998/3/24,10.1,12.5,7.9
1998/3/25,10.1,15.2,6.9
1998/3/26,10.3,15.1,6.5
1998/3/27,13.9,15.9,11.2
1998/3/28,13.8,19.6,9.8
1998/3/29,13.6,20.6,7.5
1998/3/30,14.8,22.6,6.4
1998/3/31,16.1,23.4,8.3
