ダウンロードした時刻：2019/10/10 15:52:01

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,5.9,10.5,0.4
2000/12/2,4.5,10.7,-1.0
2000/12/3,6.6,13.0,0.0
2000/12/4,6.0,11.2,-0.4
2000/12/5,5.1,13.0,-1.9
2000/12/6,6.6,12.7,-0.1
2000/12/7,3.9,9.6,-1.2
2000/12/8,4.1,12.7,-2.4
2000/12/9,5.9,15.1,-1.3
2000/12/10,5.3,11.6,0.1
2000/12/11,6.5,11.6,1.2
2000/12/12,2.0,9.5,-3.5
2000/12/13,3.0,10.6,-4.2
2000/12/14,3.5,9.0,-1.4
2000/12/15,5.3,12.0,0.1
2000/12/16,6.9,17.5,-1.4
2000/12/17,5.4,10.0,-1.1
2000/12/18,8.0,11.8,4.8
2000/12/19,10.2,15.3,7.5
2000/12/20,6.7,10.2,1.9
2000/12/21,8.1,14.2,3.4
2000/12/22,4.9,8.3,1.4
2000/12/23,6.8,13.2,2.2
2000/12/24,6.2,13.8,0.3
2000/12/25,5.0,12.6,-1.2
2000/12/26,2.1,8.2,-2.8
2000/12/27,1.5,8.1,-4.2
2000/12/28,2.1,9.1,-4.6
2000/12/29,2.5,8.8,-2.8
2000/12/30,2.4,7.3,-3.9
2000/12/31,7.6,11.3,4.3
2001/1/1,5.6,8.5,-0.4
2001/1/2,4.4,12.3,-3.8
2001/1/3,4.5,11.0,-2.8
2001/1/4,2.6,7.8,-1.2
2001/1/5,2.5,8.6,-1.4
2001/1/6,1.4,6.8,-3.7
2001/1/7,0.6,5.9,-5.5
2001/1/8,2.0,4.3,0.1
2001/1/9,2.8,6.4,-1.0
2001/1/10,5.8,11.7,2.3
2001/1/11,4.2,10.2,0.9
2001/1/12,2.3,9.4,-2.0
2001/1/13,0.4,4.4,-4.0
2001/1/14,-0.8,4.8,-4.4
2001/1/15,-1.4,5.2,-7.4
2001/1/16,-0.9,5.7,-7.4
2001/1/17,-0.5,5.9,-6.7
2001/1/18,0.3,7.7,-6.8
2001/1/19,0.4,4.3,-3.4
2001/1/20,0.2,2.9,-1.8
2001/1/21,2.3,9.3,-3.0
2001/1/22,2.1,8.0,-4.2
2001/1/23,2.3,8.9,-0.7
2001/1/24,1.6,7.9,-4.3
2001/1/25,1.7,6.3,-3.3
2001/1/26,4.1,7.1,2.5
2001/1/27,1.8,3.2,0.2
2001/1/28,3.9,11.0,-0.9
2001/1/29,2.7,9.4,-2.3
2001/1/30,2.3,10.4,-4.6
2001/1/31,3.0,7.6,-2.2
2001/2/1,3.1,5.7,0.9
2001/2/2,2.2,5.7,-1.5
2001/2/3,2.6,9.3,-4.3
2001/2/4,1.3,7.1,-3.8
2001/2/5,3.9,9.0,-0.8
2001/2/6,4.4,8.8,0.4
2001/2/7,1.1,3.3,0.1
2001/2/8,2.1,7.8,-1.7
2001/2/9,1.0,6.4,-3.8
2001/2/10,3.6,11.4,-3.5
2001/2/11,3.0,11.1,-3.1
2001/2/12,1.0,6.4,-2.8
2001/2/13,0.9,5.9,-3.4
2001/2/14,0.3,3.7,-2.4
2001/2/15,0.6,7.2,-5.7
2001/2/16,2.0,11.1,-4.7
2001/2/17,1.6,7.1,-3.5
2001/2/18,4.7,11.8,-1.3
2001/2/19,4.2,10.9,-1.2
2001/2/20,3.6,10.6,-2.6
2001/2/21,6.9,14.6,-1.5
2001/2/22,10.0,17.8,2.0
2001/2/23,8.6,15.8,0.9
2001/2/24,4.5,8.5,2.4
2001/2/25,3.1,7.6,0.0
2001/2/26,2.7,8.9,-1.8
2001/2/27,4.7,13.0,-3.8
2001/2/28,6.2,13.0,-1.5
2001/3/1,4.9,7.7,2.1
2001/3/2,4.1,10.5,0.2
2001/3/3,4.5,9.6,-2.5
2001/3/4,6.0,11.0,1.4
2001/3/5,5.8,11.3,0.3
2001/3/6,8.4,15.0,0.3
2001/3/7,5.8,15.6,1.2
2001/3/8,2.6,11.1,-2.6
2001/3/9,0.8,6.0,-4.7
2001/3/10,3.3,10.3,-4.1
2001/3/11,2.6,7.3,-1.3
2001/3/12,2.3,6.6,-0.3
2001/3/13,2.7,8.2,-1.2
2001/3/14,5.5,14.0,-3.2
2001/3/15,9.5,19.9,1.2
2001/3/16,5.6,10.8,0.3
2001/3/17,6.9,11.7,1.3
2001/3/18,8.3,11.4,4.0
2001/3/19,10.0,20.0,0.3
2001/3/20,11.3,20.1,2.8
2001/3/21,11.1,21.5,3.6
2001/3/22,11.7,17.2,5.6
2001/3/23,10.0,14.8,7.3
2001/3/24,12.4,19.3,4.7
2001/3/25,12.3,16.4,7.3
2001/3/26,11.2,14.8,5.4
2001/3/27,8.5,17.1,1.7
2001/3/28,8.4,11.6,6.0
2001/3/29,4.8,7.5,2.1
2001/3/30,5.5,11.9,1.4
2001/3/31,1.4,3.6,-0.6
