ダウンロードした時刻：2019/10/10 16:26:10

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,13.7,18.8,9.0
2009/12/2,13.1,19.2,6.8
2009/12/3,13.7,18.7,7.4
2009/12/4,10.8,16.9,5.4
2009/12/5,11.6,17.8,6.6
2009/12/6,9.1,13.3,5.5
2009/12/7,7.5,13.9,2.1
2009/12/8,8.5,16.1,2.4
2009/12/9,10.7,13.6,6.8
2009/12/10,13.7,15.9,11.6
2009/12/11,16.6,22.1,12.6
2009/12/12,14.1,19.3,9.4
2009/12/13,12.3,16.3,8.2
2009/12/14,11.7,18.2,5.5
2009/12/15,7.6,11.4,3.8
2009/12/16,7.6,12.2,4.1
2009/12/17,5.1,10.0,-0.2
2009/12/18,5.7,9.4,2.9
2009/12/19,4.8,9.4,-0.1
2009/12/20,5.5,10.9,-0.4
2009/12/21,5.9,11.7,0.8
2009/12/22,6.7,14.4,0.5
2009/12/23,9.6,19.2,2.6
2009/12/24,10.9,16.4,7.2
2009/12/25,12.2,17.4,8.7
2009/12/26,10.4,14.2,5.6
2009/12/27,8.0,14.5,1.4
2009/12/28,7.3,11.5,3.3
2009/12/29,6.3,14.3,-0.1
2009/12/30,8.7,15.8,4.1
2009/12/31,4.9,7.9,0.9
2010/1/1,4.1,9.2,0.0
2010/1/2,7.2,13.9,1.1
2010/1/3,8.6,11.8,2.9
2010/1/4,8.3,16.8,0.1
2010/1/5,7.4,11.5,3.7
2010/1/6,4.4,8.6,0.2
2010/1/7,4.7,10.1,-0.5
2010/1/8,4.9,10.9,-1.5
2010/1/9,5.8,13.3,-0.3
2010/1/10,9.5,15.7,2.7
2010/1/11,9.7,13.3,6.8
2010/1/12,6.5,11.3,2.0
2010/1/13,2.3,6.8,-0.5
2010/1/14,3.7,9.6,-1.8
2010/1/15,5.9,12.7,-0.6
2010/1/16,5.9,12.2,1.9
2010/1/17,5.7,13.0,0.3
2010/1/18,7.9,17.9,0.8
2010/1/19,8.4,16.0,1.7
2010/1/20,12.9,21.1,5.0
2010/1/21,15.8,18.8,11.0
2010/1/22,10.6,15.7,6.1
2010/1/23,6.2,10.1,4.0
2010/1/24,6.8,13.1,-0.7
2010/1/25,8.6,13.1,4.6
2010/1/26,6.1,12.7,-0.4
2010/1/27,8.6,17.0,-0.2
2010/1/28,12.4,15.8,7.4
2010/1/29,9.7,15.6,5.8
2010/1/30,9.2,15.4,3.7
2010/1/31,10.5,13.5,7.5
2010/2/1,10.0,12.0,8.0
2010/2/2,9.1,13.6,4.7
2010/2/3,7.8,12.4,4.8
2010/2/4,6.9,12.8,3.2
2010/2/5,6.7,12.4,2.8
2010/2/6,7.4,12.9,2.8
2010/2/7,5.1,10.6,-0.4
2010/2/8,11.8,17.7,4.0
2010/2/9,15.6,21.7,10.7
2010/2/10,19.0,23.0,14.9
2010/2/11,18.7,23.5,15.4
2010/2/12,11.6,15.6,7.0
2010/2/13,8.6,15.2,4.1
2010/2/14,6.9,10.1,2.6
2010/2/15,9.7,11.7,7.8
2010/2/16,9.0,14.0,5.7
2010/2/17,8.0,11.5,5.7
2010/2/18,7.1,11.9,3.9
2010/2/19,6.0,11.2,2.9
2010/2/20,6.3,13.1,1.0
2010/2/21,8.4,15.3,1.8
2010/2/22,12.3,19.3,4.8
2010/2/23,15.0,19.5,11.1
2010/2/24,14.8,20.2,8.2
2010/2/25,17.3,21.0,12.3
2010/2/26,17.4,18.2,16.1
2010/2/27,16.0,17.2,14.7
2010/2/28,14.3,18.2,10.0
2010/3/1,13.6,18.6,7.8
2010/3/2,15.7,19.7,13.2
2010/3/3,12.7,16.2,9.1
2010/3/4,13.5,17.6,9.2
2010/3/5,16.0,19.0,13.8
2010/3/6,16.8,23.9,13.3
2010/3/7,11.8,13.4,9.5
2010/3/8,10.5,12.1,9.6
2010/3/9,10.1,13.6,6.4
2010/3/10,4.8,7.3,2.4
2010/3/11,6.5,12.4,-1.3
2010/3/12,11.0,19.3,2.0
2010/3/13,16.5,23.2,9.1
2010/3/14,17.2,21.2,13.4
2010/3/15,17.7,19.6,16.6
2010/3/16,12.7,17.2,7.3
2010/3/17,9.5,15.0,3.3
2010/3/18,12.7,19.8,5.8
2010/3/19,13.3,21.1,6.0
2010/3/20,19.5,27.0,10.5
2010/3/21,13.9,18.8,8.5
2010/3/22,11.5,15.9,5.6
2010/3/23,14.0,16.8,12.8
2010/3/24,12.5,13.3,11.8
2010/3/25,11.0,12.7,8.0
2010/3/26,9.3,13.9,4.9
2010/3/27,8.3,13.2,2.1
2010/3/28,9.5,15.6,6.7
2010/3/29,10.2,15.3,3.9
2010/3/30,8.7,12.9,5.0
2010/3/31,12.7,17.7,7.9
