ダウンロードした時刻：2017/07/24 15:44:42

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,5.8,8.4,2.9
1994/1/2,6.1,11.6,0.8
1994/1/3,7.3,11.7,3.8
1994/1/4,8.6,12.6,4.1
1994/1/5,7.7,11.4,5.3
1994/1/6,8.8,12.0,5.1
1994/1/7,7.1,9.9,3.2
1994/1/8,5.0,8.7,1.2
1994/1/9,6.0,11.5,0.9
1994/1/10,8.4,14.2,3.2
1994/1/11,9.1,13.3,4.7
1994/1/12,8.3,11.2,6.4
1994/1/13,6.9,9.3,5.2
1994/1/14,6.1,9.9,3.6
1994/1/15,4.6,7.6,2.4
1994/1/16,5.3,11.2,-0.1
1994/1/17,8.3,13.9,4.5
1994/1/18,9.3,11.8,6.6
1994/1/19,4.7,7.4,3.0
1994/1/20,4.4,7.7,0.4
1994/1/21,5.4,8.4,3.9
1994/1/22,4.7,8.3,2.0
1994/1/23,3.6,7.9,0.2
1994/1/24,3.4,7.1,0.1
1994/1/25,5.7,10.0,0.6
1994/1/26,7.2,12.4,2.0
1994/1/27,7.3,10.3,4.1
1994/1/28,5.4,9.4,3.2
1994/1/29,3.7,5.8,0.7
1994/1/30,1.7,4.9,-0.4
1994/1/31,4.4,9.5,-0.4
1994/2/1,6.0,9.0,3.7
1994/2/2,4.7,6.8,2.9
1994/2/3,4.2,7.6,1.6
1994/2/4,5.7,8.3,1.2
1994/2/5,7.7,11.5,4.3
1994/2/6,8.2,13.1,3.3
1994/2/7,9.3,12.9,5.8
1994/2/8,8.4,12.0,3.5
1994/2/9,7.9,10.9,5.0
1994/2/10,3.4,5.7,1.6
1994/2/11,4.1,7.9,1.6
1994/2/12,1.6,4.3,0.2
1994/2/13,3.1,6.1,0.1
1994/2/14,5.3,9.4,0.5
1994/2/15,5.1,7.8,2.6
1994/2/16,6.5,9.4,3.7
1994/2/17,6.6,10.4,4.4
1994/2/18,7.4,13.3,1.2
1994/2/19,9.2,15.9,2.2
1994/2/20,10.0,14.1,6.7
1994/2/21,9.3,11.3,4.0
1994/2/22,6.9,10.2,3.8
1994/2/23,6.4,10.3,3.2
1994/2/24,3.6,6.3,1.9
1994/2/25,5.6,10.0,2.4
1994/2/26,6.0,10.2,3.2
1994/2/27,5.3,9.4,2.0
1994/2/28,6.6,11.5,1.8
1994/3/1,6.8,12.3,2.6
1994/3/2,6.3,10.0,4.1
1994/3/3,6.7,10.4,1.8
1994/3/4,7.4,12.2,4.4
1994/3/5,5.6,10.1,2.3
1994/3/6,6.2,10.9,1.6
1994/3/7,8.6,13.2,3.0
1994/3/8,11.2,12.8,9.3
1994/3/9,12.7,16.7,9.8
1994/3/10,7.9,10.7,4.6
1994/3/11,6.8,9.5,3.7
1994/3/12,5.9,7.8,4.4
1994/3/13,6.9,11.5,4.7
1994/3/14,6.0,9.7,3.3
1994/3/15,5.7,9.3,3.5
1994/3/16,6.8,10.5,1.3
1994/3/17,8.7,13.3,5.0
1994/3/18,9.3,15.0,3.0
1994/3/19,11.6,15.4,8.1
1994/3/20,9.6,14.0,6.8
1994/3/21,7.6,11.6,5.0
1994/3/22,9.1,14.3,3.3
1994/3/23,11.1,13.2,9.1
1994/3/24,9.2,11.5,5.6
1994/3/25,7.0,9.8,5.0
1994/3/26,6.2,9.8,4.1
1994/3/27,7.3,10.2,4.0
1994/3/28,10.2,14.7,3.6
1994/3/29,10.4,13.8,5.7
1994/3/30,9.1,15.0,3.4
1994/3/31,12.6,18.7,5.5
1994/4/1,14.0,20.3,8.4
1994/4/2,14.8,17.5,11.7
1994/4/3,13.6,19.4,9.5
1994/4/4,14.2,22.2,7.3
1994/4/5,18.3,23.3,12.7
1994/4/6,19.3,25.8,13.9
1994/4/7,16.4,18.6,15.1
1994/4/8,11.6,15.7,8.3
1994/4/9,8.5,12.1,6.4
1994/4/10,11.0,17.3,5.2
1994/4/11,15.5,20.3,10.6
1994/4/12,17.0,22.3,14.6
1994/4/13,14.6,17.5,11.5
1994/4/14,14.1,17.5,9.0
1994/4/15,16.6,21.0,10.6
1994/4/16,18.1,23.6,12.2
1994/4/17,18.9,22.7,15.7
1994/4/18,16.1,20.6,13.1
1994/4/19,17.4,24.9,12.2
1994/4/20,18.3,23.1,13.7
1994/4/21,19.7,26.0,16.0
1994/4/22,19.5,25.7,14.8
1994/4/23,16.5,18.7,14.9
1994/4/24,16.9,20.6,14.1
1994/4/25,18.6,24.2,13.5
1994/4/26,19.9,25.4,14.7
1994/4/27,18.4,25.6,12.2
1994/4/28,18.3,22.2,15.6
1994/4/29,18.4,23.1,12.8
1994/4/30,20.2,25.0,14.4
1994/5/1,20.3,24.5,16.5
