ダウンロードした時刻：2019/10/10 16:20:10

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,13.6,15.0,12.9
2003/12/2,13.3,16.0,10.2
2003/12/3,11.4,16.6,5.9
2003/12/4,10.8,14.8,5.1
2003/12/5,14.8,17.6,12.7
2003/12/6,14.0,17.1,9.4
2003/12/7,5.2,9.4,2.5
2003/12/8,6.9,10.6,2.9
2003/12/9,6.9,9.4,4.2
2003/12/10,9.0,13.8,4.8
2003/12/11,8.9,10.6,6.0
2003/12/12,7.7,9.5,5.6
2003/12/13,5.7,9.9,2.6
2003/12/14,6.9,9.2,2.4
2003/12/15,7.8,11.8,3.8
2003/12/16,6.8,12.0,1.0
2003/12/17,8.6,11.6,4.8
2003/12/18,6.3,8.6,3.2
2003/12/19,3.5,5.4,2.1
2003/12/20,2.3,5.0,-0.3
2003/12/21,5.6,10.1,0.5
2003/12/22,9.4,11.7,6.4
2003/12/23,11.1,13.8,8.6
2003/12/24,11.4,15.2,7.0
2003/12/25,12.0,14.8,7.2
2003/12/26,4.5,7.3,2.3
2003/12/27,2.4,5.9,-0.5
2003/12/28,6.0,12.1,-0.8
2003/12/29,11.5,14.6,9.7
2003/12/30,9.6,12.9,4.7
2003/12/31,8.0,10.4,6.3
2004/1/1,8.5,11.5,6.3
2004/1/2,9.3,12.7,6.2
2004/1/3,7.1,10.5,3.8
2004/1/4,7.2,12.8,3.5
2004/1/5,7.5,13.5,4.0
2004/1/6,8.2,13.6,4.2
2004/1/7,7.8,12.5,3.3
2004/1/8,7.7,10.6,4.4
2004/1/9,8.4,11.6,4.4
2004/1/10,7.4,10.2,3.7
2004/1/11,8.5,10.5,5.2
2004/1/12,6.5,9.4,2.6
2004/1/13,3.1,6.8,1.7
2004/1/14,3.0,7.2,-0.3
2004/1/15,4.7,9.3,0.0
2004/1/16,7.8,9.7,4.6
2004/1/17,8.2,10.3,6.4
2004/1/18,7.2,9.8,5.1
2004/1/19,4.3,6.2,1.5
2004/1/20,3.7,6.3,0.8
2004/1/21,0.7,4.5,-4.4
2004/1/22,-2.4,-0.7,-4.4
2004/1/23,1.6,4.6,-1.3
2004/1/24,1.6,4.1,-2.0
2004/1/25,1.2,2.8,-0.2
2004/1/26,1.6,5.0,-1.2
2004/1/27,2.0,4.7,-0.6
2004/1/28,4.2,9.9,-1.0
2004/1/29,5.4,10.9,0.8
2004/1/30,4.7,11.3,0.2
2004/1/31,6.1,13.3,0.7
2004/2/1,9.0,15.3,3.0
2004/2/2,8.9,11.4,4.9
2004/2/3,3.3,6.1,1.3
2004/2/4,3.8,6.7,2.1
2004/2/5,3.1,7.0,1.1
2004/2/6,2.3,5.6,0.7
2004/2/7,2.6,4.0,1.2
2004/2/8,6.2,11.2,0.7
2004/2/9,5.3,10.3,0.8
2004/2/10,5.5,12.0,0.9
2004/2/11,9.0,13.2,2.8
2004/2/12,7.9,13.0,3.3
2004/2/13,8.1,13.5,2.8
2004/2/14,10.4,14.9,5.5
2004/2/15,7.7,11.6,4.0
2004/2/16,7.9,13.5,3.7
2004/2/17,11.3,15.6,4.6
2004/2/18,9.0,15.1,3.0
2004/2/19,11.2,16.3,6.8
2004/2/20,11.2,17.5,6.5
2004/2/21,15.7,20.0,7.3
2004/2/22,12.7,17.6,6.4
2004/2/23,6.4,10.2,2.6
2004/2/24,9.1,13.9,2.7
2004/2/25,12.2,16.0,7.0
2004/2/26,8.2,12.0,6.0
2004/2/27,6.6,10.7,3.1
2004/2/28,9.7,15.2,2.1
2004/2/29,13.4,16.7,10.8
2004/3/1,8.0,11.0,3.9
2004/3/2,5.9,8.1,2.2
2004/3/3,4.2,10.1,0.1
2004/3/4,2.7,5.8,0.3
2004/3/5,7.0,11.3,2.4
2004/3/6,3.1,5.7,0.5
2004/3/7,2.2,5.9,-0.5
2004/3/8,6.9,10.4,2.0
2004/3/9,10.7,14.8,6.2
2004/3/10,15.7,18.0,11.3
2004/3/11,13.4,17.7,8.5
2004/3/12,10.5,13.9,5.9
2004/3/13,9.8,16.5,4.9
2004/3/14,11.6,16.0,5.5
2004/3/15,10.8,16.7,5.3
2004/3/16,14.8,19.5,6.8
2004/3/17,15.6,18.6,9.3
2004/3/18,8.8,13.3,4.2
2004/3/19,8.0,11.8,3.6
2004/3/20,9.3,13.9,5.9
2004/3/21,10.2,14.2,5.6
2004/3/22,9.5,11.8,7.5
2004/3/23,11.0,14.8,7.5
2004/3/24,11.5,17.3,6.2
2004/3/25,10.7,14.6,7.0
2004/3/26,11.6,14.7,7.0
2004/3/27,10.6,14.8,6.2
2004/3/28,10.8,17.5,3.3
2004/3/29,13.9,18.9,8.2
2004/3/30,15.3,20.2,12.5
2004/3/31,12.0,16.5,8.4
