ダウンロードした時刻：2017/07/24 15:43:31

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,1.9,5.8,0.1
1984/1/2,2.5,9.5,-1.2
1984/1/3,4.6,9.9,-0.7
1984/1/4,2.3,5.1,-0.3
1984/1/5,1.0,3.9,-0.9
1984/1/6,1.7,5.0,-0.8
1984/1/7,0.8,3.4,-0.8
1984/1/8,0.8,4.5,-1.1
1984/1/9,1.7,6.9,-2.4
1984/1/10,5.2,9.8,1.7
1984/1/11,1.5,3.7,0.5
1984/1/12,1.6,4.2,-0.1
1984/1/13,2.4,7.3,-0.1
1984/1/14,2.7,9.9,-1.1
1984/1/15,3.9,8.3,0.3
1984/1/16,0.0,3.0,-1.5
1984/1/17,-0.6,1.5,-1.7
1984/1/18,0.3,2.6,-3.0
1984/1/19,1.6,3.2,0.3
1984/1/20,1.4,3.7,-0.8
1984/1/21,1.6,4.1,-1.2
1984/1/22,2.3,5.2,0.4
1984/1/23,0.6,2.6,-1.1
1984/1/24,0.7,3.8,-0.7
1984/1/25,0.5,5.1,-2.1
1984/1/26,-1.4,-0.2,-3.0
1984/1/27,-0.2,2.7,-2.6
1984/1/28,0.2,3.5,-2.1
1984/1/29,-0.1,2.7,-2.3
1984/1/30,0.4,3.5,-2.0
1984/1/31,0.9,3.9,-0.5
1984/2/1,1.4,5.9,-1.3
1984/2/2,2.2,5.8,-1.2
1984/2/3,-1.3,1.5,-4.1
1984/2/4,-1.4,0.8,-3.3
1984/2/5,0.5,4.7,-2.4
1984/2/6,-1.4,1.0,-4.2
1984/2/7,-3.3,-1.0,-4.9
1984/2/8,-2.3,0.3,-5.6
1984/2/9,-1.6,0.6,-4.7
1984/2/10,-0.1,3.3,-2.7
1984/2/11,-0.6,4.9,-4.3
1984/2/12,-1.4,3.7,-7.2
1984/2/13,1.9,6.1,-1.4
1984/2/14,2.3,5.9,0.6
1984/2/15,0.8,3.9,-1.0
1984/2/16,-0.1,2.7,-2.3
1984/2/17,0.1,3.5,-2.4
1984/2/18,2.2,3.9,-0.2
1984/2/19,1.7,3.9,-1.6
1984/2/20,0.9,7.6,-5.1
1984/2/21,2.0,7.1,-2.0
1984/2/22,2.6,6.9,-2.7
1984/2/23,5.2,7.8,2.3
1984/2/24,5.2,5.9,4.2
1984/2/25,4.4,6.7,0.9
1984/2/26,3.3,5.9,1.6
1984/2/27,0.6,2.6,-0.9
1984/2/28,-0.2,2.3,-1.6
1984/2/29,-1.4,1.7,-4.3
1984/3/1,-0.6,4.5,-4.2
1984/3/2,1.0,7.9,-3.4
1984/3/3,0.1,3.7,-3.5
1984/3/4,1.6,6.9,-1.5
1984/3/5,0.9,5.4,-2.6
1984/3/6,1.0,5.4,-1.6
1984/3/7,1.3,5.8,-2.4
1984/3/8,1.8,6.4,-0.6
1984/3/9,2.4,8.4,-1.4
1984/3/10,2.3,6.0,-0.8
1984/3/11,0.1,3.2,-1.9
1984/3/12,2.4,9.3,-3.1
1984/3/13,2.1,6.0,-0.6
1984/3/14,3.2,6.0,-0.2
1984/3/15,4.4,9.3,-0.7
1984/3/16,5.9,9.7,2.9
1984/3/17,5.5,9.3,1.8
1984/3/18,4.6,9.6,0.3
1984/3/19,1.6,2.5,0.6
1984/3/20,3.4,8.1,0.4
1984/3/21,2.5,5.2,0.1
1984/3/22,3.1,5.5,-0.2
1984/3/23,2.8,7.8,-1.2
1984/3/24,3.8,5.7,-0.2
1984/3/25,5.7,13.2,0.4
1984/3/26,4.3,8.3,-1.2
1984/3/27,6.0,14.3,-2.2
1984/3/28,5.5,10.1,0.8
1984/3/29,8.9,17.5,0.5
1984/3/30,11.6,20.0,3.2
1984/3/31,7.8,10.5,6.4
1984/4/1,6.9,9.4,5.0
1984/4/2,5.9,9.7,0.8
1984/4/3,11.3,17.7,0.2
1984/4/4,13.7,20.1,10.7
1984/4/5,14.3,20.7,10.3
1984/4/6,8.1,13.7,4.1
1984/4/7,5.9,10.6,0.6
1984/4/8,4.8,9.7,-0.6
1984/4/9,9.7,17.3,1.0
1984/4/10,10.2,12.1,8.6
1984/4/11,9.8,11.9,7.2
1984/4/12,7.6,11.7,2.7
1984/4/13,7.2,13.4,1.5
1984/4/14,8.0,13.9,2.0
1984/4/15,12.5,19.7,3.6
1984/4/16,13.0,14.3,11.4
1984/4/17,18.4,25.0,11.7
1984/4/18,15.5,26.8,9.6
1984/4/19,11.1,17.0,8.7
1984/4/20,8.9,9.8,8.0
1984/4/21,9.4,11.5,7.6
1984/4/22,9.3,10.8,8.2
1984/4/23,9.0,13.5,4.1
1984/4/24,11.4,22.4,3.8
1984/4/25,15.0,22.4,6.8
1984/4/26,16.7,24.6,8.2
1984/4/27,16.0,22.3,10.1
1984/4/28,15.3,24.8,8.4
1984/4/29,17.7,24.1,9.9
1984/4/30,14.3,16.9,12.2
1984/5/1,13.4,17.0,9.0
