ダウンロードした時刻：2019/10/10 16:06:40

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,9.1,17.7,4.8
2010/12/2,11.0,20.1,3.1
2010/12/3,12.6,18.3,7.9
2010/12/4,8.5,13.7,3.9
2010/12/5,7.1,15.4,1.9
2010/12/6,8.5,16.9,2.9
2010/12/7,8.4,11.5,6.4
2010/12/8,7.7,11.3,4.0
2010/12/9,5.1,9.4,2.7
2010/12/10,5.5,10.8,2.6
2010/12/11,9.5,15.7,4.3
2010/12/12,6.8,9.8,3.9
2010/12/13,8.0,13.6,5.3
2010/12/14,11.8,13.7,8.5
2010/12/15,6.1,9.8,2.2
2010/12/16,2.9,6.9,0.7
2010/12/17,3.8,10.0,0.6
2010/12/18,5.1,8.0,2.4
2010/12/19,5.2,10.6,1.9
2010/12/20,9.1,15.7,4.5
2010/12/21,6.4,8.6,3.9
2010/12/22,9.9,13.4,7.4
2010/12/23,8.9,13.2,6.4
2010/12/24,4.2,8.0,0.6
2010/12/25,2.0,4.7,-0.4
2010/12/26,2.3,7.8,-1.2
2010/12/27,3.4,8.4,-1.5
2010/12/28,6.8,12.5,3.3
2010/12/29,4.3,7.8,2.3
2010/12/30,2.1,3.9,0.2
2010/12/31,0.6,2.4,-1.2
2011/1/1,1.1,6.3,-1.6
2011/1/2,4.5,7.8,0.7
2011/1/3,1.9,5.5,0.0
2011/1/4,2.8,6.0,0.6
2011/1/5,2.8,7.2,0.1
2011/1/6,1.6,3.4,0.5
2011/1/7,1.4,4.1,-0.5
2011/1/8,1.7,6.0,-0.6
2011/1/9,2.8,8.6,0.0
2011/1/10,1.1,3.8,-1.2
2011/1/11,1.0,6.2,-1.3
2011/1/12,1.1,6.2,-1.9
2011/1/13,1.4,3.5,0.4
2011/1/14,2.3,6.7,-0.4
2011/1/15,2.5,8.1,-1.6
2011/1/16,-1.6,0.3,-3.2
2011/1/17,1.0,3.6,-1.6
2011/1/18,1.0,5.1,-2.4
2011/1/19,1.4,4.7,-0.8
2011/1/20,1.2,4.8,-1.3
2011/1/21,2.0,5.1,0.4
2011/1/22,2.4,6.2,0.2
2011/1/23,2.1,5.9,0.1
2011/1/24,2.3,7.7,-0.8
2011/1/25,2.0,3.6,0.2
2011/1/26,1.1,3.9,-0.8
2011/1/27,0.7,2.4,-0.6
2011/1/28,1.0,2.6,-0.3
2011/1/29,0.9,5.8,-2.0
2011/1/30,-0.6,3.1,-3.3
2011/1/31,-0.3,4.9,-3.5
2011/2/1,2.2,7.4,-0.5
2011/2/2,2.8,10.0,-0.6
2011/2/3,2.5,11.3,-1.9
2011/2/4,3.3,11.7,-1.3
2011/2/5,3.7,11.5,-1.0
2011/2/6,4.6,14.3,-1.1
2011/2/7,4.0,9.4,0.4
2011/2/8,3.5,7.7,-0.8
2011/2/9,4.6,7.9,1.7
2011/2/10,2.4,4.1,0.6
2011/2/11,3.7,5.6,0.6
2011/2/12,3.8,7.4,2.0
2011/2/13,0.9,3.1,-1.1
2011/2/14,0.6,3.2,-1.1
2011/2/15,3.5,6.5,-1.5
2011/2/16,3.0,11.7,-2.6
2011/2/17,8.9,15.5,2.8
2011/2/18,6.7,10.2,4.6
2011/2/19,4.5,8.2,0.7
2011/2/20,5.2,9.6,-1.0
2011/2/21,7.7,10.0,5.5
2011/2/22,6.1,11.8,2.1
2011/2/23,8.2,17.4,0.1
2011/2/24,12.0,18.9,4.9
2011/2/25,10.3,15.3,6.0
2011/2/26,5.4,8.6,1.6
2011/2/27,9.7,20.3,1.7
2011/2/28,8.8,11.1,6.9
2011/3/1,6.7,8.1,5.9
2011/3/2,4.0,6.2,0.7
2011/3/3,1.4,4.2,-0.7
2011/3/4,1.7,4.4,-0.6
2011/3/5,3.9,10.2,0.5
2011/3/6,6.5,11.5,0.6
2011/3/7,6.5,11.7,3.3
2011/3/8,4.1,7.9,0.6
2011/3/9,3.6,10.9,-0.9
2011/3/10,2.6,6.5,0.1
2011/3/11,1.8,6.1,0.1
2011/3/12,4.8,12.1,0.0
2011/3/13,8.3,18.8,0.6
2011/3/14,12.6,21.0,6.4
2011/3/15,10.4,14.4,7.1
2011/3/16,2.2,7.9,-0.1
2011/3/17,0.7,3.7,-1.5
2011/3/18,3.4,8.1,-0.2
2011/3/19,10.0,18.3,2.5
2011/3/20,12.1,19.9,5.6
2011/3/21,9.8,13.0,7.6
2011/3/22,8.6,14.6,3.5
2011/3/23,4.2,8.0,-0.8
2011/3/24,4.3,11.0,-1.5
2011/3/25,5.0,11.6,-1.0
2011/3/26,4.4,8.4,1.5
2011/3/27,4.0,9.2,-0.1
2011/3/28,4.9,13.1,-1.8
2011/3/29,6.9,15.9,-0.3
2011/3/30,7.4,14.6,1.4
2011/3/31,8.3,15.6,1.8
