ダウンロードした時刻：2019/10/10 15:41:49

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,10.1,15.0,6.0
1991/12/2,9.2,15.4,4.6
1991/12/3,8.6,13.8,2.9
1991/12/4,9.5,14.4,4.7
1991/12/5,10.2,13.7,4.5
1991/12/6,11.5,15.5,8.4
1991/12/7,11.5,16.2,5.5
1991/12/8,8.2,9.7,5.7
1991/12/9,6.8,11.4,3.9
1991/12/10,5.5,9.9,2.1
1991/12/11,10.3,16.3,3.1
1991/12/12,5.1,8.7,1.7
1991/12/13,4.0,9.5,-1.0
1991/12/14,6.2,13.3,0.4
1991/12/15,7.2,14.3,1.5
1991/12/16,7.1,13.8,1.9
1991/12/17,8.7,14.5,1.2
1991/12/18,12.1,18.8,8.4
1991/12/19,7.2,11.0,4.6
1991/12/20,3.7,8.7,-0.8
1991/12/21,4.1,10.4,-2.0
1991/12/22,7.2,11.7,1.2
1991/12/23,8.8,13.4,0.5
1991/12/24,12.2,16.5,8.5
1991/12/25,6.6,11.0,2.7
1991/12/26,3.5,5.4,-0.1
1991/12/27,2.8,6.5,-0.7
1991/12/28,5.4,7.0,3.4
1991/12/29,2.7,6.6,0.0
1991/12/30,1.9,4.3,-0.4
1991/12/31,4.1,9.1,-0.7
1992/1/1,5.2,11.9,-0.8
1992/1/2,5.8,10.3,1.0
1992/1/3,5.1,12.2,-1.4
1992/1/4,5.8,9.3,2.7
1992/1/5,6.0,10.9,-0.7
1992/1/6,5.4,8.7,1.0
1992/1/7,5.7,8.9,1.4
1992/1/8,8.4,11.7,4.3
1992/1/9,4.1,6.5,2.4
1992/1/10,3.9,8.4,0.8
1992/1/11,4.0,11.1,-1.9
1992/1/12,5.0,11.7,-1.9
1992/1/13,7.1,14.3,1.2
1992/1/14,4.7,10.1,0.8
1992/1/15,2.4,7.3,-1.0
1992/1/16,2.6,7.4,-3.5
1992/1/17,6.0,9.8,2.1
1992/1/18,5.0,9.2,1.3
1992/1/19,3.2,7.4,-1.0
1992/1/20,2.8,8.2,-1.2
1992/1/21,3.0,8.1,-2.5
1992/1/22,5.5,10.8,-0.8
1992/1/23,3.9,8.8,0.2
1992/1/24,2.3,7.1,-1.4
1992/1/25,3.4,11.2,-3.6
1992/1/26,5.2,12.2,0.0
1992/1/27,6.3,11.3,1.4
1992/1/28,5.6,11.3,1.8
1992/1/29,6.3,13.5,1.6
1992/1/30,4.6,6.5,3.2
1992/1/31,2.1,4.3,-0.1
1992/2/1,1.2,3.5,-1.8
1992/2/2,2.2,6.3,-2.8
1992/2/3,4.3,9.6,-1.1
1992/2/4,7.7,12.1,2.6
1992/2/5,4.0,8.4,0.9
1992/2/6,3.9,7.5,-0.6
1992/2/7,5.8,13.0,1.0
1992/2/8,2.5,5.3,0.5
1992/2/9,2.9,7.8,-0.8
1992/2/10,3.5,9.9,-2.9
1992/2/11,3.1,7.1,-0.4
1992/2/12,5.6,11.1,-1.1
1992/2/13,6.8,10.4,2.5
1992/2/14,4.7,9.0,-0.9
1992/2/15,5.6,12.0,-2.5
1992/2/16,6.9,13.8,0.2
1992/2/17,3.6,9.1,-1.1
1992/2/18,4.8,8.5,1.4
1992/2/19,3.1,7.3,-0.6
1992/2/20,2.3,6.0,-1.1
1992/2/21,2.7,8.2,0.0
1992/2/22,2.8,7.8,-1.0
1992/2/23,3.8,10.1,-2.3
1992/2/24,4.5,9.4,-2.2
1992/2/25,4.3,9.0,1.4
1992/2/26,4.0,8.9,0.4
1992/2/27,7.3,15.0,-1.1
1992/2/28,8.3,10.2,5.8
1992/2/29,10.3,14.1,4.6
1992/3/1,10.8,14.4,7.8
1992/3/2,6.7,10.6,3.6
1992/3/3,4.5,9.9,2.1
1992/3/4,5.0,11.4,0.4
1992/3/5,3.0,4.8,1.1
1992/3/6,5.5,9.2,1.4
1992/3/7,4.6,9.0,0.6
1992/3/8,5.6,10.7,0.1
1992/3/9,7.4,13.4,-0.3
1992/3/10,8.2,11.9,5.8
1992/3/11,8.1,11.4,4.4
1992/3/12,6.6,10.0,3.2
1992/3/13,9.7,14.4,3.7
1992/3/14,10.4,17.3,5.5
1992/3/15,11.8,17.2,7.7
1992/3/16,9.7,15.8,5.2
1992/3/17,4.0,5.8,2.9
1992/3/18,3.4,6.1,1.2
1992/3/19,5.9,12.3,2.8
1992/3/20,8.7,15.8,4.2
1992/3/21,1.9,6.6,-0.1
1992/3/22,4.2,9.3,-0.6
1992/3/23,3.6,6.3,0.9
1992/3/24,7.2,11.4,2.2
1992/3/25,9.0,12.3,6.1
1992/3/26,9.7,13.5,5.0
1992/3/27,7.2,10.0,4.0
1992/3/28,7.8,12.5,1.6
1992/3/29,9.7,11.6,7.4
1992/3/30,11.9,16.7,8.8
1992/3/31,11.1,15.9,7.0
