ダウンロードした時刻：2019/10/10 15:43:33

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,8.2,10.0,6.0
1989/12/2,9.3,13.2,4.9
1989/12/3,10.7,15.0,7.0
1989/12/4,10.4,17.2,4.9
1989/12/5,7.5,10.3,4.3
1989/12/6,6.6,8.3,4.2
1989/12/7,7.8,12.1,3.1
1989/12/8,7.0,10.0,3.7
1989/12/9,4.2,5.4,2.5
1989/12/10,4.8,8.5,0.9
1989/12/11,6.3,12.1,1.1
1989/12/12,5.6,7.3,3.4
1989/12/13,4.8,6.5,1.9
1989/12/14,5.0,7.3,1.9
1989/12/15,7.6,9.3,4.1
1989/12/16,8.6,11.8,5.2
1989/12/17,9.3,11.9,6.8
1989/12/18,4.8,9.0,2.3
1989/12/19,1.8,3.2,-0.1
1989/12/20,4.1,5.8,1.9
1989/12/21,5.1,7.5,1.4
1989/12/22,6.3,9.1,2.8
1989/12/23,5.7,7.3,2.2
1989/12/24,5.0,7.7,0.9
1989/12/25,6.5,10.5,3.1
1989/12/26,8.5,13.3,2.9
1989/12/27,6.3,8.2,4.5
1989/12/28,3.6,5.2,1.6
1989/12/29,2.7,4.3,1.0
1989/12/30,1.9,4.4,0.5
1989/12/31,2.1,4.8,0.1
1990/1/1,3.1,4.7,0.4
1990/1/2,2.6,4.3,1.3
1990/1/3,2.0,3.5,0.5
1990/1/4,3.5,5.6,1.8
1990/1/5,3.6,5.2,1.4
1990/1/6,3.9,6.9,2.1
1990/1/7,2.7,4.5,0.2
1990/1/8,3.9,7.7,0.4
1990/1/9,3.0,8.1,-1.5
1990/1/10,8.2,13.4,2.7
1990/1/11,5.2,8.7,3.2
1990/1/12,6.5,10.6,1.7
1990/1/13,1.6,5.0,-1.2
1990/1/14,1.7,4.2,-0.9
1990/1/15,1.6,4.0,0.3
1990/1/16,1.1,3.8,-0.9
1990/1/17,0.9,4.1,-1.2
1990/1/18,4.8,11.7,-0.9
1990/1/19,3.0,7.5,0.8
1990/1/20,-0.3,1.6,-3.7
1990/1/21,-0.3,5.3,-4.8
1990/1/22,2.0,5.9,0.1
1990/1/23,-1.6,0.8,-3.1
1990/1/24,-0.6,1.5,-3.2
1990/1/25,-2.5,-1.1,-3.8
1990/1/26,-1.8,-0.6,-3.8
1990/1/27,-0.9,0.7,-2.2
1990/1/28,0.2,2.8,-2.0
1990/1/29,-0.2,2.4,-3.5
1990/1/30,1.4,6.1,-0.5
1990/1/31,0.0,1.1,-0.9
1990/2/1,0.8,3.2,-1.1
1990/2/2,0.7,4.5,-1.9
1990/2/3,3.2,6.6,-3.1
1990/2/4,3.9,5.6,2.2
1990/2/5,4.2,7.4,2.2
1990/2/6,4.4,7.7,2.0
1990/2/7,5.3,10.0,0.1
1990/2/8,4.3,6.2,2.5
1990/2/9,2.6,5.6,0.1
1990/2/10,4.7,8.9,-1.9
1990/2/11,8.8,10.7,7.2
1990/2/12,4.8,8.8,2.3
1990/2/13,3.8,6.6,2.8
1990/2/14,3.7,5.8,0.4
1990/2/15,4.7,6.3,2.2
1990/2/16,5.3,7.1,3.8
1990/2/17,6.4,7.9,4.5
1990/2/18,5.1,8.0,2.6
1990/2/19,8.7,11.5,3.3
1990/2/20,10.7,13.2,8.8
1990/2/21,8.3,10.3,7.3
1990/2/22,8.1,9.9,6.3
1990/2/23,11.1,16.6,5.6
1990/2/24,8.7,9.9,7.5
1990/2/25,7.4,8.6,6.5
1990/2/26,7.4,8.6,6.0
1990/2/27,5.0,7.2,3.9
1990/2/28,4.3,7.0,1.5
1990/3/1,5.6,9.2,0.0
1990/3/2,7.4,9.1,5.3
1990/3/3,8.3,11.1,6.7
1990/3/4,6.4,8.1,2.9
1990/3/5,4.7,7.7,2.8
1990/3/6,4.7,7.7,2.7
1990/3/7,5.0,11.2,2.9
1990/3/8,4.0,6.0,0.8
1990/3/9,7.4,11.3,3.7
1990/3/10,8.1,12.9,1.5
1990/3/11,9.7,15.7,3.9
1990/3/12,7.1,11.8,1.3
1990/3/13,3.5,5.4,0.7
1990/3/14,6.3,10.0,1.2
1990/3/15,8.1,12.4,5.8
1990/3/16,6.6,10.0,4.2
1990/3/17,6.8,10.0,3.5
1990/3/18,5.6,8.6,1.4
1990/3/19,7.5,10.4,5.6
1990/3/20,9.7,12.9,5.9
1990/3/21,7.2,10.6,3.0
1990/3/22,6.4,10.9,1.1
1990/3/23,7.8,12.8,2.0
1990/3/24,8.6,10.0,6.6
1990/3/25,4.7,7.5,2.0
1990/3/26,4.2,6.4,1.8
1990/3/27,6.7,11.5,1.6
1990/3/28,9.3,13.5,3.8
1990/3/29,10.7,14.1,8.1
1990/3/30,10.4,14.5,5.7
1990/3/31,12.2,15.9,10.0
