ダウンロードした時刻：2019/10/10 15:44:51

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,5.9,6.7,5.1
2011/12/2,7.6,9.8,4.5
2011/12/3,11.0,14.8,8.1
2011/12/4,9.7,11.8,8.4
2011/12/5,7.6,9.7,2.8
2011/12/6,5.9,9.3,2.2
2011/12/7,10.2,15.3,4.9
2011/12/8,6.6,8.8,3.9
2011/12/9,3.8,6.3,2.0
2011/12/10,5.2,9.0,1.1
2011/12/11,7.1,9.1,4.4
2011/12/12,9.2,11.6,7.0
2011/12/13,6.7,9.9,3.1
2011/12/14,8.5,14.3,1.5
2011/12/15,9.1,13.3,5.4
2011/12/16,3.6,7.8,0.3
2011/12/17,2.3,3.9,0.6
2011/12/18,4.2,6.6,2.5
2011/12/19,3.5,7.5,2.0
2011/12/20,3.1,5.9,1.8
2011/12/21,5.5,7.8,1.7
2011/12/22,5.7,8.3,2.0
2011/12/23,2.1,4.4,-0.2
2011/12/24,1.9,5.3,-0.3
2011/12/25,1.5,3.7,0.1
2011/12/26,2.2,3.6,0.4
2011/12/27,2.1,4.5,0.5
2011/12/28,3.2,6.8,1.2
2011/12/29,3.5,6.7,0.8
2011/12/30,2.5,5.4,0.6
2011/12/31,3.3,7.1,0.8
2012/1/1,5.3,10.5,0.9
2012/1/2,3.5,5.8,1.8
2012/1/3,3.1,5.5,1.2
2012/1/4,2.5,6.3,0.5
2012/1/5,2.7,5.0,0.7
2012/1/6,2.6,4.8,0.4
2012/1/7,1.6,3.5,0.7
2012/1/8,2.2,5.4,0.4
2012/1/9,5.2,8.1,1.0
2012/1/10,5.1,8.4,1.8
2012/1/11,2.6,7.2,-1.2
2012/1/12,1.4,4.1,-2.1
2012/1/13,3.6,6.9,0.6
2012/1/14,2.0,5.3,-0.4
2012/1/15,2.3,5.9,0.6
2012/1/16,2.5,4.8,0.5
2012/1/17,2.7,5.3,0.4
2012/1/18,4.3,10.0,-1.7
2012/1/19,6.6,9.6,1.9
2012/1/20,6.6,9.8,4.9
2012/1/21,6.3,9.4,4.6
2012/1/22,7.0,11.3,3.9
2012/1/23,2.1,6.1,-0.4
2012/1/24,1.0,3.7,-0.8
2012/1/25,1.9,4.0,-0.7
2012/1/26,-0.2,3.5,-2.1
2012/1/27,1.9,4.3,0.7
2012/1/28,0.2,2.6,-1.0
2012/1/29,-0.7,0.9,-1.7
2012/1/30,0.9,3.4,-1.2
2012/1/31,0.8,4.2,-2.3
2012/2/1,2.0,5.7,-1.9
2012/2/2,-0.9,0.8,-2.0
2012/2/3,0.2,2.6,-1.9
2012/2/4,2.2,4.6,0.2
2012/2/5,3.5,6.4,1.1
2012/2/6,3.7,7.0,-0.6
2012/2/7,5.4,6.8,2.1
2012/2/8,1.6,4.2,-1.0
2012/2/9,1.2,4.0,-0.7
2012/2/10,1.8,4.6,0.5
2012/2/11,2.2,4.8,0.2
2012/2/12,1.9,4.7,-0.5
2012/2/13,1.9,5.4,-0.6
2012/2/14,4.4,6.7,1.8
2012/2/15,3.2,6.3,0.0
2012/2/16,2.5,6.1,-0.9
2012/2/17,0.5,3.5,-1.4
2012/2/18,-0.9,1.1,-2.4
2012/2/19,0.3,4.1,-3.2
2012/2/20,3.1,7.3,0.2
2012/2/21,4.9,8.1,0.5
2012/2/22,5.2,9.2,2.0
2012/2/23,7.3,10.0,4.7
2012/2/24,6.4,9.7,4.4
2012/2/25,3.9,4.9,1.8
2012/2/26,1.4,2.9,-0.9
2012/2/27,0.1,3.2,-1.5
2012/2/28,1.9,6.1,-1.9
2012/2/29,5.4,10.8,1.5
2012/3/1,6.1,11.6,1.3
2012/3/2,5.6,6.9,4.4
2012/3/3,5.8,10.3,3.8
2012/3/4,5.0,8.6,2.6
2012/3/5,7.2,9.1,4.5
2012/3/6,10.5,14.8,6.7
2012/3/7,8.9,11.3,6.6
2012/3/8,7.6,11.7,3.9
2012/3/9,7.0,9.6,5.4
2012/3/10,5.8,7.9,4.4
2012/3/11,4.8,10.4,-0.2
2012/3/12,3.5,6.9,0.9
2012/3/13,1.8,5.2,-0.2
2012/3/14,5.5,10.0,0.3
2012/3/15,5.0,8.5,0.7
2012/3/16,5.9,11.9,-0.8
2012/3/17,9.7,13.1,7.1
2012/3/18,9.4,11.1,7.0
2012/3/19,3.5,7.5,0.8
2012/3/20,4.2,8.7,1.6
2012/3/21,5.2,9.3,1.4
2012/3/22,10.0,12.6,1.9
2012/3/23,7.2,8.3,6.4
2012/3/24,7.0,8.9,4.2
2012/3/25,4.9,8.9,1.6
2012/3/26,4.1,8.5,1.0
2012/3/27,8.4,13.5,2.3
2012/3/28,9.7,13.2,5.0
2012/3/29,9.5,14.7,2.6
2012/3/30,17.5,21.6,11.8
2012/3/31,9.2,18.1,4.6
