ダウンロードした時刻：2019/10/10 16:22:36

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,12.8,18.8,8.7
2010/12/2,12.0,15.9,7.7
2010/12/3,12.0,15.5,8.0
2010/12/4,9.9,15.8,5.6
2010/12/5,9.5,16.9,3.4
2010/12/6,12.0,18.5,5.0
2010/12/7,11.3,14.5,8.8
2010/12/8,8.6,12.4,5.0
2010/12/9,7.5,9.9,4.3
2010/12/10,7.0,14.0,1.2
2010/12/11,10.7,16.7,4.6
2010/12/12,8.4,12.3,2.6
2010/12/13,10.9,14.6,7.5
2010/12/14,13.9,16.7,11.2
2010/12/15,6.5,11.6,3.7
2010/12/16,3.9,4.9,2.2
2010/12/17,6.4,11.2,1.6
2010/12/18,8.7,12.4,4.1
2010/12/19,8.0,15.4,1.4
2010/12/20,12.0,18.2,7.8
2010/12/21,10.8,12.7,8.9
2010/12/22,13.1,16.8,8.7
2010/12/23,12.2,16.1,9.2
2010/12/24,7.8,11.5,2.4
2010/12/25,3.2,6.4,0.5
2010/12/26,4.5,6.9,3.1
2010/12/27,6.1,9.9,3.0
2010/12/28,8.1,15.5,1.7
2010/12/29,6.6,10.6,1.8
2010/12/30,4.1,8.4,0.9
2010/12/31,1.8,4.6,-0.3
2011/1/1,4.1,7.1,-0.2
2011/1/2,7.1,11.3,2.0
2011/1/3,5.1,11.0,-0.4
2011/1/4,6.7,9.3,4.2
2011/1/5,5.3,9.7,-0.5
2011/1/6,4.7,6.5,1.9
2011/1/7,4.5,8.0,0.2
2011/1/8,3.4,10.1,-2.5
2011/1/9,4.8,8.3,-0.4
2011/1/10,4.5,8.5,0.8
2011/1/11,3.7,8.8,-0.9
2011/1/12,4.3,8.2,1.7
2011/1/13,3.5,8.1,-0.4
2011/1/14,3.7,9.2,-2.3
2011/1/15,3.2,7.5,-1.9
2011/1/16,-0.3,3.1,-3.1
2011/1/17,2.8,7.3,-1.3
2011/1/18,3.8,8.8,-0.9
2011/1/19,4.6,7.0,1.1
2011/1/20,4.3,8.0,0.9
2011/1/21,3.9,8.1,-0.9
2011/1/22,5.0,10.1,0.3
2011/1/23,3.7,9.4,-1.6
2011/1/24,4.8,8.8,1.5
2011/1/25,4.3,8.5,0.7
2011/1/26,3.7,7.1,0.7
2011/1/27,4.0,8.4,1.1
2011/1/28,4.3,8.4,-0.3
2011/1/29,2.3,5.8,-0.5
2011/1/30,0.6,3.9,-1.4
2011/1/31,1.5,6.0,-2.0
2011/2/1,4.2,11.7,-3.1
2011/2/2,5.2,11.1,-0.3
2011/2/3,5.3,12.8,-1.1
2011/2/4,6.0,13.0,-0.3
2011/2/5,7.9,14.1,3.2
2011/2/6,6.5,13.4,-0.2
2011/2/7,9.5,14.1,4.5
2011/2/8,6.9,11.7,1.3
2011/2/9,9.0,12.0,5.3
2011/2/10,5.7,9.6,2.0
2011/2/11,4.8,6.5,2.7
2011/2/12,4.4,7.4,1.0
2011/2/13,4.6,8.2,1.0
2011/2/14,3.6,5.0,2.4
2011/2/15,5.5,8.9,1.8
2011/2/16,5.3,10.2,-0.9
2011/2/17,9.6,12.6,6.8
2011/2/18,8.8,12.0,5.6
2011/2/19,5.8,9.1,0.6
2011/2/20,7.5,12.4,4.0
2011/2/21,7.5,11.8,3.1
2011/2/22,6.9,12.5,1.1
2011/2/23,10.2,14.8,6.1
2011/2/24,11.5,16.1,7.6
2011/2/25,12.3,20.2,7.6
2011/2/26,8.7,13.2,3.4
2011/2/27,12.6,18.0,6.6
2011/2/28,12.7,15.5,10.4
2011/3/1,10.6,12.4,8.9
2011/3/2,7.8,11.3,3.2
2011/3/3,4.4,8.6,2.2
2011/3/4,5.2,10.1,1.7
2011/3/5,5.3,11.1,-1.5
2011/3/6,7.6,8.6,5.6
2011/3/7,8.2,12.2,4.6
2011/3/8,8.1,12.9,4.4
2011/3/9,8.2,13.5,3.1
2011/3/10,6.8,12.3,1.3
2011/3/11,8.0,13.2,2.2
2011/3/12,8.0,13.8,1.4
2011/3/13,10.1,16.3,4.1
2011/3/14,12.6,17.5,9.4
2011/3/15,12.8,19.5,8.8
2011/3/16,6.0,9.3,2.8
2011/3/17,5.6,10.3,2.2
2011/3/18,6.2,11.8,-0.7
2011/3/19,12.2,18.8,7.0
2011/3/20,13.2,20.8,8.9
2011/3/21,11.7,14.5,10.4
2011/3/22,10.2,13.9,7.3
2011/3/23,8.2,12.2,5.1
2011/3/24,8.0,13.7,3.7
2011/3/25,7.4,13.3,1.5
2011/3/26,6.9,10.6,3.4
2011/3/27,6.3,11.5,0.0
2011/3/28,7.8,13.6,0.6
2011/3/29,8.7,16.4,3.0
2011/3/30,10.5,17.5,4.0
2011/3/31,11.4,18.5,2.9
