É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:03

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1980/12/1,7.5,10.6,5.0
1980/12/2,5.9,8.8,1.2
1980/12/3,6.9,12.4,1.2
1980/12/4,2.3,7.3,-0.6
1980/12/5,-0.5,2.2,-1.8
1980/12/6,0.1,1.5,-2.4
1980/12/7,-0.9,1.3,-2.3
1980/12/8,-2.1,0.6,-4.0
1980/12/9,-1.9,0.2,-4.2
1980/12/10,-1.1,2.0,-4.1
1980/12/11,-1.0,2.1,-5.6
1980/12/12,6.4,10.4,0.2
1980/12/13,0.1,5.9,-2.5
1980/12/14,-2.5,-0.1,-3.5
1980/12/15,-0.4,1.7,-3.9
1980/12/16,-1.7,0.2,-4.0
1980/12/17,-1.0,1.8,-4.4
1980/12/18,-1.6,-0.2,-3.7
1980/12/19,-4.8,-2.4,-8.0
1980/12/20,-2.3,-0.8,-5.1
1980/12/21,-2.1,0.3,-4.5
1980/12/22,-4.1,-1.5,-6.6
1980/12/23,-5.1,0.4,-9.5
1980/12/24,-3.6,-1.1,-9.3
1980/12/25,-1.2,2.0,-4.6
1980/12/26,-2.0,0.4,-5.7
1980/12/27,-0.6,0.9,-2.2
1980/12/28,-0.7,2.0,-3.3
1980/12/29,2.0,4.1,-1.8
1980/12/30,1.2,3.2,-1.6
1980/12/31,-2.0,1.0,-4.8
1981/1/1,-3.3,0.7,-7.3
1981/1/2,-2.2,0.7,-5.0
1981/1/3,-0.3,1.4,-2.0
1981/1/4,-2.4,-0.2,-6.9
1981/1/5,-6.7,-3.0,-9.3
1981/1/6,-6.0,-1.9,-10.6
1981/1/7,-5.7,-2.4,-10.1
1981/1/8,-5.0,-2.7,-7.6
1981/1/9,-2.4,0.1,-6.4
1981/1/10,-2.1,1.2,-4.4
1981/1/11,-5.7,-2.1,-10.2
1981/1/12,-7.3,-1.6,-12.1
1981/1/13,-6.2,-0.4,-11.2
1981/1/14,-5.2,-0.8,-9.9
1981/1/15,-6.0,-1.3,-10.4
1981/1/16,-5.5,-2.7,-8.6
1981/1/17,-5.8,-1.5,-9.5
1981/1/18,-4.5,-1.0,-10.2
1981/1/19,-3.0,0.8,-6.9
1981/1/20,-6.1,-2.0,-11.1
1981/1/21,-7.2,-4.6,-10.0
1981/1/22,-7.3,-4.2,-10.8
1981/1/23,-4.4,-1.6,-8.8
1981/1/24,-2.3,0.0,-6.0
1981/1/25,-6.8,-4.2,-9.9
1981/1/26,-7.8,-3.9,-12.8
1981/1/27,-6.6,-5.4,-7.6
1981/1/28,-5.6,-3.9,-9.1
1981/1/29,-5.5,-2.4,-9.5
1981/1/30,-4.6,-1.8,-8.6
1981/1/31,-2.5,0.1,-5.3
1981/2/1,-2.0,0.0,-4.0
1981/2/2,-3.3,0.9,-6.9
1981/2/3,-2.5,0.6,-9.1
1981/2/4,-0.9,2.4,-3.5
1981/2/5,-2.2,-0.2,-4.7
1981/2/6,-1.3,1.7,-3.4
1981/2/7,-1.6,1.0,-4.4
1981/2/8,-3.2,0.9,-5.7
1981/2/9,-4.3,-1.7,-7.8
1981/2/10,-1.8,0.1,-6.0
1981/2/11,-3.0,-0.1,-5.4
1981/2/12,-2.0,0.8,-4.5
1981/2/13,0.2,4.9,-4.2
1981/2/14,-1.9,0.6,-4.3
1981/2/15,-0.5,2.5,-6.1
1981/2/16,-0.4,0.7,-1.4
1981/2/17,-2.2,0.1,-5.1
1981/2/18,-4.4,-0.8,-9.7
1981/2/19,-1.3,2.3,-3.2
1981/2/20,-3.0,-1.1,-7.5
1981/2/21,-3.5,0.6,-6.6
1981/2/22,-5.1,-2.3,-7.4
1981/2/23,-5.3,-2.2,-8.6
1981/2/24,-7.5,-5.1,-10.2
1981/2/25,-7.8,-4.6,-9.7
1981/2/26,-7.9,-4.0,-10.9
1981/2/27,-7.5,-2.5,-13.2
1981/2/28,-4.6,-1.6,-8.9
1981/3/1,-3.9,-1.3,-6.7
1981/3/2,-2.1,1.1,-5.2
1981/3/3,0.1,2.7,-3.0
1981/3/4,1.1,4.5,-2.2
1981/3/5,-1.2,1.6,-3.3
1981/3/6,-5.2,-2.3,-7.3
1981/3/7,-2.4,1.1,-7.1
1981/3/8,-4.2,-0.9,-7.2
1981/3/9,-6.0,-2.0,-11.4
1981/3/10,-6.0,-2.5,-10.8
1981/3/11,-3.5,-0.3,-6.6
1981/3/12,1.2,5.1,-4.3
1981/3/13,0.9,3.5,-1.8
1981/3/14,1.8,4.1,-1.5
1981/3/15,3.9,8.1,-2.1
1981/3/16,-2.1,0.5,-3.9
1981/3/17,-2.9,0.5,-6.7
1981/3/18,1.0,6.7,-8.3
1981/3/19,5.5,10.8,-1.4
1981/3/20,4.0,7.1,1.5
1981/3/21,2.6,4.1,0.8
1981/3/22,2.6,4.1,0.5
1981/3/23,0.2,4.8,-4.5
1981/3/24,-2.1,0.5,-5.4
1981/3/25,-1.4,0.7,-5.4
1981/3/26,1.7,6.1,-2.1
1981/3/27,-0.2,1.9,-2.2
1981/3/28,-0.2,2.6,-2.9
1981/3/29,0.0,4.8,-3.2
1981/3/30,0.5,3.7,-4.4
1981/3/31,2.1,5.9,-2.0
