ダウンロードした時刻：2017/07/24 15:36:50

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,1.1,6.0,-1.7
1997/1/2,2.7,5.2,0.1
1997/1/3,-0.1,1.3,-1.2
1997/1/4,0.1,1.5,-0.7
1997/1/5,0.5,3.0,-0.8
1997/1/6,0.5,2.3,-0.6
1997/1/7,1.7,3.6,-0.2
1997/1/8,0.0,3.8,-3.5
1997/1/9,-0.2,2.4,-2.7
1997/1/10,0.2,2.4,-1.9
1997/1/11,0.7,2.4,-0.6
1997/1/12,0.0,3.9,-2.6
1997/1/13,-0.5,5.3,-5.2
1997/1/14,-1.6,0.9,-5.5
1997/1/15,0.5,1.9,-0.6
1997/1/16,1.6,3.2,-0.1
1997/1/17,2.1,5.8,-1.8
1997/1/18,-0.1,2.2,-2.5
1997/1/19,-1.3,0.4,-2.3
1997/1/20,0.0,2.2,-1.4
1997/1/21,-2.3,0.0,-5.6
1997/1/22,-4.0,0.5,-9.7
1997/1/23,0.7,2.8,-0.8
1997/1/24,-0.3,1.8,-2.7
1997/1/25,-2.6,-1.1,-4.1
1997/1/26,-0.7,0.7,-2.1
1997/1/27,0.4,3.2,-1.9
1997/1/28,0.4,2.6,-1.2
1997/1/29,-0.9,1.9,-7.5
1997/1/30,-2.7,0.7,-6.2
1997/1/31,-1.2,1.5,-4.5
1997/2/1,-1.2,1.4,-6.2
1997/2/2,-3.0,1.2,-9.0
1997/2/3,-1.1,1.8,-4.1
1997/2/4,0.5,3.5,-1.8
1997/2/5,0.0,2.7,-2.4
1997/2/6,-0.4,3.0,-3.7
1997/2/7,-0.6,2.3,-5.6
1997/2/8,-1.6,4.1,-7.2
1997/2/9,1.1,4.1,-2.5
1997/2/10,1.5,5.4,-3.5
1997/2/11,-0.5,3.9,-7.6
1997/2/12,0.2,2.4,-2.4
1997/2/13,-1.6,0.6,-3.9
1997/2/14,-0.6,2.3,-4.1
1997/2/15,-0.5,2.7,-3.6
1997/2/16,1.6,4.7,-1.6
1997/2/17,0.7,3.1,-2.0
1997/2/18,-1.6,0.1,-2.9
1997/2/19,-1.5,0.5,-4.1
1997/2/20,1.4,4.5,-0.4
1997/2/21,-1.2,2.2,-5.1
1997/2/22,-3.1,-1.4,-4.6
1997/2/23,-0.1,2.5,-3.9
1997/2/24,2.4,4.9,0.3
1997/2/25,2.4,8.3,-1.8
1997/2/26,3.0,6.0,0.9
1997/2/27,1.0,4.4,-3.8
1997/2/28,-0.3,6.5,-7.4
1997/3/1,2.7,7.0,-0.5
1997/3/2,-0.2,2.8,-2.3
1997/3/3,-2.8,-0.3,-6.5
1997/3/4,-0.6,4.7,-6.0
1997/3/5,3.1,9.0,-2.2
1997/3/6,2.6,12.5,-6.4
1997/3/7,4.9,10.9,1.5
1997/3/8,2.1,7.3,-3.3
1997/3/9,0.4,2.3,-0.9
1997/3/10,2.9,6.1,-0.3
1997/3/11,2.8,7.3,0.6
1997/3/12,0.9,4.6,-1.2
1997/3/13,3.0,8.8,-2.2
1997/3/14,3.7,11.4,-2.7
1997/3/15,4.9,7.0,2.4
1997/3/16,2.4,4.2,1.0
1997/3/17,1.5,5.0,-1.2
1997/3/18,1.7,6.8,-2.5
1997/3/19,1.9,9.1,-4.5
1997/3/20,3.5,9.0,-1.6
1997/3/21,3.5,12.8,-3.9
1997/3/22,3.2,6.5,1.1
1997/3/23,3.5,7.8,0.1
1997/3/24,0.9,2.8,-1.0
1997/3/25,6.8,10.4,1.6
1997/3/26,6.7,11.9,2.2
1997/3/27,4.1,10.0,0.5
1997/3/28,5.4,14.1,-1.1
1997/3/29,6.7,15.2,-2.0
1997/3/30,4.4,13.6,0.2
1997/3/31,1.9,6.1,0.3
1997/4/1,5.3,10.4,0.4
1997/4/2,3.6,7.7,-1.0
1997/4/3,6.0,8.8,3.8
1997/4/4,7.5,10.8,5.0
1997/4/5,7.5,9.4,5.7
1997/4/6,9.4,14.1,6.2
1997/4/7,9.4,11.9,7.3
1997/4/8,8.5,9.6,5.7
1997/4/9,7.8,16.3,2.4
1997/4/10,7.6,12.2,3.9
1997/4/11,6.6,10.5,3.8
1997/4/12,3.0,7.1,-0.3
1997/4/13,7.3,13.8,1.0
1997/4/14,7.1,12.2,0.4
1997/4/15,4.6,12.2,-1.9
1997/4/16,3.7,9.9,-1.7
1997/4/17,6.9,15.1,-2.2
1997/4/18,9.1,15.4,4.4
1997/4/19,8.1,12.5,2.3
1997/4/20,8.6,17.2,-0.1
1997/4/21,11.0,17.6,3.9
1997/4/22,10.9,14.0,8.9
1997/4/23,7.1,10.6,4.1
1997/4/24,6.5,9.4,3.8
1997/4/25,11.0,16.8,3.5
1997/4/26,12.4,18.4,6.1
1997/4/27,11.9,21.8,3.2
1997/4/28,14.3,24.8,4.6
1997/4/29,16.2,23.4,9.1
1997/4/30,14.2,19.9,6.3
1997/5/1,12.2,19.6,4.4
