ダウンロードした時刻：2017/07/24 15:45:28

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,8.6,11.8,6.7
1992/1/2,8.9,14.2,4.5
1992/1/3,9.7,12.4,7.7
1992/1/4,7.2,11.5,3.1
1992/1/5,6.6,10.0,1.8
1992/1/6,8.4,11.9,6.5
1992/1/7,10.6,14.5,7.4
1992/1/8,9.3,13.8,4.7
1992/1/9,8.9,11.1,7.3
1992/1/10,7.4,10.7,2.1
1992/1/11,5.0,10.9,0.6
1992/1/12,7.4,13.5,2.2
1992/1/13,7.7,11.7,4.1
1992/1/14,6.2,8.3,1.8
1992/1/15,3.8,7.4,0.1
1992/1/16,4.8,10.1,-0.7
1992/1/17,6.6,8.8,4.6
1992/1/18,5.2,7.5,3.8
1992/1/19,5.0,8.3,2.3
1992/1/20,4.6,9.3,0.2
1992/1/21,5.3,9.2,1.8
1992/1/22,7.5,11.0,3.8
1992/1/23,5.9,8.1,4.2
1992/1/24,5.6,9.4,1.0
1992/1/25,7.7,11.8,3.0
1992/1/26,8.3,13.3,4.2
1992/1/27,8.1,12.7,4.1
1992/1/28,7.8,13.3,2.7
1992/1/29,11.0,16.1,4.7
1992/1/30,9.4,10.8,8.2
1992/1/31,6.8,10.9,2.5
1992/2/1,3.6,6.5,0.4
1992/2/2,3.7,8.6,-0.9
1992/2/3,8.7,12.1,5.3
1992/2/4,9.9,12.7,4.0
1992/2/5,6.8,12.0,2.6
1992/2/6,7.4,11.4,1.5
1992/2/7,7.1,9.6,4.3
1992/2/8,5.4,9.0,1.2
1992/2/9,3.8,8.3,0.0
1992/2/10,5.3,9.6,1.4
1992/2/11,5.0,10.4,0.0
1992/2/12,6.2,11.1,1.7
1992/2/13,7.1,11.1,2.7
1992/2/14,6.4,9.1,3.0
1992/2/15,6.5,10.6,3.2
1992/2/16,7.0,9.5,4.0
1992/2/17,4.4,8.4,-0.1
1992/2/18,7.5,10.9,3.1
1992/2/19,8.2,10.4,5.2
1992/2/20,5.0,8.3,1.3
1992/2/21,3.8,7.2,0.7
1992/2/22,4.1,8.1,-0.5
1992/2/23,5.9,10.7,0.2
1992/2/24,5.5,8.0,1.6
1992/2/25,6.8,9.7,4.3
1992/2/26,5.4,11.3,-0.2
1992/2/27,9.4,15.6,3.4
1992/2/28,10.5,12.6,7.7
1992/2/29,14.2,20.6,9.5
1992/3/1,16.2,18.7,13.1
1992/3/2,10.9,14.1,6.4
1992/3/3,7.5,11.8,5.7
1992/3/4,6.6,10.5,1.8
1992/3/5,8.5,11.4,6.4
1992/3/6,8.1,11.7,4.4
1992/3/7,5.7,10.9,0.9
1992/3/8,7.2,11.7,2.0
1992/3/9,9.8,14.4,7.2
1992/3/10,11.3,16.6,7.7
1992/3/11,10.5,16.5,4.3
1992/3/12,10.9,16.8,5.5
1992/3/13,11.2,15.9,5.9
1992/3/14,12.2,16.6,7.8
1992/3/15,13.4,16.9,12.0
1992/3/16,10.7,12.5,7.4
1992/3/17,7.5,10.4,4.9
1992/3/18,7.6,8.9,6.1
1992/3/19,9.3,11.6,5.9
1992/3/20,8.9,10.9,7.5
1992/3/21,8.7,12.7,6.3
1992/3/22,9.4,14.4,3.7
1992/3/23,9.8,12.9,8.0
1992/3/24,10.8,12.7,9.8
1992/3/25,12.4,16.2,9.8
1992/3/26,10.1,11.5,8.9
1992/3/27,9.0,9.8,7.8
1992/3/28,9.8,11.1,8.7
1992/3/29,11.4,12.6,10.0
1992/3/30,13.3,18.1,9.7
1992/3/31,13.8,18.8,7.7
1992/4/1,13.0,15.7,10.6
1992/4/2,14.1,18.3,10.8
1992/4/3,14.0,19.0,8.2
1992/4/4,13.5,15.6,12.6
1992/4/5,15.0,19.8,11.2
1992/4/6,14.2,19.2,8.2
1992/4/7,16.3,21.5,11.0
1992/4/8,15.7,20.9,10.5
1992/4/9,18.2,24.1,12.6
1992/4/10,17.4,23.3,14.4
1992/4/11,13.0,15.0,9.2
1992/4/12,10.2,14.0,6.5
1992/4/13,9.9,14.4,5.1
1992/4/14,10.8,15.6,4.7
1992/4/15,13.9,21.9,8.1
1992/4/16,11.5,15.0,6.7
1992/4/17,10.6,16.3,4.1
1992/4/18,17.1,24.2,9.0
1992/4/19,16.1,23.0,11.0
1992/4/20,15.4,20.7,9.1
1992/4/21,18.7,26.6,10.2
1992/4/22,16.1,20.6,11.0
1992/4/23,16.1,22.4,9.1
1992/4/24,18.0,21.6,12.3
1992/4/25,17.1,21.9,13.2
1992/4/26,16.4,21.9,11.6
1992/4/27,18.3,23.4,12.7
1992/4/28,19.4,24.8,14.5
1992/4/29,19.5,25.1,13.5
1992/4/30,15.3,20.5,12.8
1992/5/1,14.8,18.8,11.9
