ダウンロードした時刻：2019/10/10 16:16:18

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,10.4,14.5,6.0
2000/12/2,8.6,14.1,4.2
2000/12/3,10.4,14.3,5.1
2000/12/4,9.0,12.7,5.1
2000/12/5,9.7,15.8,3.3
2000/12/6,9.5,14.6,3.8
2000/12/7,7.6,12.0,4.3
2000/12/8,7.8,14.4,2.4
2000/12/9,8.7,15.2,2.3
2000/12/10,11.2,14.0,7.5
2000/12/11,9.8,13.4,5.0
2000/12/12,5.3,8.7,2.6
2000/12/13,5.9,10.0,1.5
2000/12/14,7.0,10.8,3.3
2000/12/15,6.5,12.7,1.6
2000/12/16,9.5,17.8,1.9
2000/12/17,9.7,11.0,8.8
2000/12/18,10.4,12.5,8.3
2000/12/19,12.5,17.0,8.5
2000/12/20,8.5,11.7,4.6
2000/12/21,9.7,12.7,5.5
2000/12/22,6.1,11.4,1.8
2000/12/23,8.5,16.4,0.8
2000/12/24,8.5,11.0,5.6
2000/12/25,5.6,11.6,3.2
2000/12/26,4.1,7.2,1.5
2000/12/27,5.0,9.0,1.0
2000/12/28,7.4,11.6,2.4
2000/12/29,4.5,9.0,1.1
2000/12/30,4.9,9.4,0.6
2000/12/31,7.2,9.7,4.6
2001/1/1,6.1,9.5,1.7
2001/1/2,8.3,13.8,0.9
2001/1/3,5.5,8.5,2.9
2001/1/4,4.0,7.0,2.4
2001/1/5,5.1,8.7,2.4
2001/1/6,5.6,8.5,2.1
2001/1/7,4.8,8.2,0.9
2001/1/8,9.3,13.5,4.1
2001/1/9,6.7,10.6,1.9
2001/1/10,9.5,13.2,4.3
2001/1/11,6.0,11.2,1.3
2001/1/12,5.1,8.4,3.0
2001/1/13,3.6,5.5,1.6
2001/1/14,1.6,4.2,-0.7
2001/1/15,0.2,3.1,-2.1
2001/1/16,1.3,5.0,-0.7
2001/1/17,3.0,6.9,0.3
2001/1/18,4.4,8.5,-1.1
2001/1/19,5.0,7.7,2.0
2001/1/20,3.6,5.8,0.2
2001/1/21,7.2,11.1,2.7
2001/1/22,5.5,9.4,0.3
2001/1/23,6.0,11.6,1.2
2001/1/24,3.7,7.4,-0.2
2001/1/25,5.3,7.1,3.4
2001/1/26,6.6,8.8,5.1
2001/1/27,5.7,8.8,3.3
2001/1/28,6.7,11.2,3.1
2001/1/29,4.3,8.4,0.7
2001/1/30,3.2,7.8,0.6
2001/1/31,4.1,9.7,-1.2
2001/2/1,5.7,9.4,4.1
2001/2/2,4.0,7.9,0.2
2001/2/3,4.2,9.5,-0.9
2001/2/4,4.2,6.8,1.4
2001/2/5,6.1,8.4,3.8
2001/2/6,6.7,8.2,5.2
2001/2/7,6.3,7.1,5.3
2001/2/8,7.0,11.5,3.4
2001/2/9,5.5,9.4,1.9
2001/2/10,5.6,9.4,2.1
2001/2/11,5.1,10.9,-0.7
2001/2/12,4.8,6.7,2.2
2001/2/13,4.8,7.3,3.4
2001/2/14,4.3,7.8,1.4
2001/2/15,3.2,8.9,-1.9
2001/2/16,4.9,9.0,0.7
2001/2/17,3.6,9.3,-1.9
2001/2/18,6.3,11.7,0.1
2001/2/19,9.6,15.2,3.5
2001/2/20,6.3,11.4,1.5
2001/2/21,6.7,11.6,1.4
2001/2/22,9.6,15.3,5.1
2001/2/23,9.2,14.3,4.0
2001/2/24,9.3,10.4,7.1
2001/2/25,5.8,8.6,3.0
2001/2/26,4.2,8.9,-0.3
2001/2/27,5.6,12.1,-1.4
2001/2/28,8.2,12.0,4.5
2001/3/1,7.9,9.4,6.0
2001/3/2,7.5,12.0,3.0
2001/3/3,7.0,11.2,1.7
2001/3/4,6.9,10.6,2.2
2001/3/5,6.6,10.4,2.2
2001/3/6,10.6,16.2,5.0
2001/3/7,9.5,13.0,5.4
2001/3/8,3.9,8.4,0.5
2001/3/9,3.4,7.7,1.5
2001/3/10,6.6,12.5,-0.1
2001/3/11,5.4,8.5,1.9
2001/3/12,5.1,10.5,-0.4
2001/3/13,6.5,11.3,2.7
2001/3/14,8.3,15.2,-0.1
2001/3/15,11.2,19.7,6.6
2001/3/16,7.3,11.6,1.6
2001/3/17,8.7,11.1,6.4
2001/3/18,12.7,17.4,9.0
2001/3/19,13.1,20.3,5.6
2001/3/20,13.9,21.0,6.5
2001/3/21,15.2,21.7,10.1
2001/3/22,14.4,22.6,6.1
2001/3/23,13.8,17.5,9.7
2001/3/24,13.4,18.7,7.1
2001/3/25,13.4,15.6,12.5
2001/3/26,14.0,18.9,8.8
2001/3/27,10.8,14.6,6.6
2001/3/28,12.2,16.5,8.6
2001/3/29,10.6,14.4,6.2
2001/3/30,8.7,13.1,5.2
2001/3/31,7.3,12.0,4.3
